Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
intrinsic apoptotic signaling pathway by p53 class mediator(GO:0072332)	16990, 793, 49, 7	3.061	0.041885219563	0.268982518155	49
superoxide anion generation(GO:0042554)	16990, 727, 14, 3	5.008	0.0661900476795	0.360559602875	14
positive regulation of histone deacetylation(GO:0031065)	16990, 857, 17, 1	1.166	0.71291750744	0.981868674915	17
neuron maturation(GO:0042551)	16990, 1854, 24, 2	0.764	0.851453407879	1.0	24
imidazole-containing compound metabolic process(GO:0052803)	16990, 0, 12, 0	0.0	1.0	1.0	12
pteridine-containing compound metabolic process(GO:0042558)	16990, 1779, 35, 11	3.002	0.00397609738568	0.0485406812821	35
pteridine-containing compound biosynthetic process(GO:0042559)	16990, 1665, 15, 5	3.401	0.0426117006216	0.271535688315	15
pigment granule localization(GO:0051875)	16990, 74, 24, 1	9.566	0.260071666249	0.700416973493	24
snoRNA processing(GO:0043144)	16990, 200, 13, 1	6.535	0.278090465372	0.719922033606	13
synapse maturation(GO:0060074)	16990, 1532, 12, 1	0.924	0.69425960578	0.976532917079	12
energy reserve metabolic process(GO:0006112)	16990, 619, 62, 2	0.885	0.896775108707	1.0	62
regulation of T cell mediated immunity(GO:0002709)	16990, 1723, 67, 13	1.913	0.0887957705121	0.426255145871	67
regulation of glycolytic process(GO:0006110)	16990, 1633, 43, 2	0.484	0.971530953113	1.0	43
regulation of gluconeogenesis(GO:0006111)	16990, 297, 45, 1	1.271	0.805366707	1.0	45
negative regulation of regulated secretory pathway(GO:1903306)	16990, 1914, 23, 5	1.93	0.275943350921	0.718618038943	23
positive regulation of regulated secretory pathway(GO:1903307)	16990, 488, 51, 2	1.365	0.739571322876	0.989789694195	51
regulation of regulated secretory pathway(GO:1903305)	16990, 1682, 161, 15	0.941	0.9386958023	1.0	161
positive regulation of lipase activity(GO:0060193)	16990, 203, 69, 1	1.213	0.856750155793	1.0	69
stress fiber assembly(GO:0043149)	16990, 236, 16, 1	4.499	0.368351088464	0.807183934174	16
skeletal system morphogenesis(GO:0048705)	16990, 1850, 110, 20	1.67	0.0944270439205	0.443224931236	110
locomotory behavior(GO:0007626)	16990, 1292, 185, 11	0.782	0.98793490263	1.0	185
grooming behavior(GO:0007625)	16990, 0, 14, 0	0.0	1.0	1.0	14
embryonic skeletal system development(GO:0048706)	16990, 473, 36, 3	2.993	0.245689104266	0.684684004358	36
circadian rhythm(GO:0007623)	16990, 216, 135, 5	2.913	0.165896482591	0.575730217363	135
lipid metabolic process(GO:0006629)	16990, 68, 1218, 7	1.436	0.760669577863	0.998782760387	1218
response to amino acid(GO:0043200)	16990, 808, 110, 6	1.147	0.807172047357	1.0	110
cell-cell adhesion(GO:0098609)	16990, 36, 488, 4	3.868	0.150067203481	0.551431053279	488
protein targeting to mitochondrion(GO:0006626)	16990, 1736, 30, 6	1.957	0.23607865026	0.671430530245	30
oligodendrocyte differentiation(GO:0048709)	16990, 1708, 27, 6	2.211	0.158468140511	0.56461611545	27
astrocyte differentiation(GO:0048708)	16990, 0, 16, 0	0.0	1.0	1.0	16
protein targeting to lysosome(GO:0006622)	16990, 1908, 20, 2	0.89	0.788329939891	1.0	20
protein targeting to vacuole(GO:0006623)	16990, 1300, 33, 2	0.792	0.874836514617	1.0	33
tube closure(GO:0060606)	16990, 9, 79, 1	23.896	0.192911402716	0.618602564708	79
deoxyribonucleotide biosynthetic process(GO:0009263)	16990, 1022, 15, 3	3.325	0.150704782782	0.553351148992	15
deoxyribonucleotide metabolic process(GO:0009262)	16990, 97, 35, 2	10.009	0.077922161156	0.394117345069	35
branch elongation of an epithelium(GO:0060602)	16990, 783, 13, 1	1.669	0.593646356041	0.939207557927	13
transcription preinitiation complex assembly(GO:0070897)	16990, 1945, 29, 6	1.807	0.290069555747	0.736218400955	29
cellular response to starvation(GO:0009267)	16990, 1933, 150, 18	1.055	0.840464752452	1.0	150
response to temperature stimulus(GO:0009266)	16990, 176, 170, 2	1.136	0.897084703986	1.0	170
response to pH(GO:0009268)	16990, 210, 39, 1	2.074	0.66758344796	0.973137735781	39
response to antimetabolite(GO:0097329)	16990, 1880, 12, 5	3.766	0.0251057020435	0.192904835191	12
vasoconstriction(GO:0042310)	16990, 74, 30, 1	7.653	0.322813697161	0.764527579316	30
alpha-beta T cell differentiation involved in immune response(GO:0002293)	16990, 947, 18, 2	1.993	0.454387478323	0.860420132057	18
T cell differentiation involved in immune response(GO:0002292)	16990, 947, 22, 2	1.631	0.561661944841	0.9214167649	22
positive regulation of killing of cells of other organism(GO:0051712)	16990, 51, 12, 1	27.761	0.0989633151968	0.452484359408	12
viral budding via host ESCRT complex(GO:0039702)	16990, 501, 21, 1	1.615	0.663724597252	0.971912844525	21
ectodermal placode formation(GO:0060788)	16990, 331, 11, 1	4.666	0.320536103757	0.764527579316	11
axonal transport(GO:0098930)	16990, 64, 53, 2	10.018	0.0874139924744	0.421409605767	53
positive regulation of mesenchymal cell proliferation(GO:0002053)	16990, 857, 26, 5	3.812	0.0405827979991	0.26287715311	26
positive regulation of neuroblast proliferation(GO:0002052)	16990, 282, 23, 1	2.619	0.544420710922	0.914524754953	23
dendrite morphogenesis(GO:0048813)	16990, 0, 40, 0	0.0	1.0	1.0	40
proteoglycan metabolic process(GO:0006029)	16990, 607, 58, 5	2.413	0.218960782968	0.65133046758	58
regulation of dendrite morphogenesis(GO:0048814)	16990, 46, 87, 1	4.245	0.562519137319	0.921455587051	87
positive regulation of stress fiber assembly(GO:0051496)	16990, 1156, 51, 7	2.017	0.21403241263	0.646927412145	51
regulation of lipase activity(GO:0060191)	16990, 261, 94, 2	1.385	0.793613732585	1.0	94
glutathione catabolic process(GO:0006751)	16990, 0, 11, 0	0.0	1.0	1.0	11
inositol metabolic process(GO:0006020)	16990, 1087, 12, 2	2.605	0.317998416232	0.763847258309	12
aminoglycan catabolic process(GO:0006026)	16990, 539, 66, 3	1.433	0.695177936217	0.976864117208	66
negative regulation of double-strand break repair via homologous recombination(GO:2000042)	16990, 313, 18, 4	12.062	0.00148425979597	0.0216288887261	18
regulation of cell cycle arrest(GO:0071156)	16990, 1196, 106, 22	2.948	5.00939204452e-05	0.0012681671439	106
positive regulation of actin nucleation(GO:0051127)	16990, 0, 16, 0	0.0	1.0	1.0	16
signal release from synapse(GO:0099643)	16990, 1772, 69, 4	0.556	0.988273359845	1.0	69
axo-dendritic protein transport(GO:0099640)	16990, 1692, 13, 1	0.772	0.751383879363	0.994816098899	13
regulation of cyclin-dependent protein kinase activity(GO:1904029)	16990, 1952, 100, 25	2.176	0.00133878316826	0.0198139908903	100
RNA polymerase II preinitiation complex assembly(GO:0051123)	16990, 1945, 13, 4	2.688	0.138451885348	0.530829135751	13
regulation of DNA damage checkpoint(GO:2000001)	16990, 540, 17, 2	3.702	0.237049558523	0.671500810657	17
neurotransmitter receptor localization to postsynaptic specialization membrane(GO:0099645)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of fibroblast proliferation(GO:0048147)	16990, 994, 29, 4	2.358	0.248755553747	0.688238641333	29
dicarboxylic acid metabolic process(GO:0043648)	16990, 1785, 104, 14	1.281	0.562781572684	0.921455587051	104
regulation of fibroblast proliferation(GO:0048145)	16990, 1097, 83, 13	2.426	0.0178778949275	0.151930520497	83
astrocyte activation(GO:0048143)	16990, 1765, 12, 2	1.604	0.492369808787	0.883998063641	12
regulation of muscle organ development(GO:0048634)	16990, 439, 133, 7	2.037	0.271774277533	0.714335669364	133
positive regulation of ATP biosynthetic process(GO:2001171)	16990, 1993, 29, 2	0.588	0.929751065779	1.0	29
regulation of synapse maturation(GO:0090128)	16990, 170, 13, 1	7.688	0.248274548165	0.688238641333	13
inner ear receptor cell development(GO:0060119)	16990, 728, 12, 1	1.945	0.543198353667	0.913560867531	12
negative regulation of ERAD pathway(GO:1904293)	16990, 1916, 13, 3	2.046	0.324136007393	0.765380766554	13
glial cell differentiation(GO:0010001)	16990, 1292, 71, 8	1.482	0.47880412426	0.876016674664	71
macromolecule deacylation(GO:0098732)	16990, 1573, 73, 3	0.444	0.994891569022	1.0	73
response to purine-containing compound(GO:0014074)	16990, 1882, 150, 20	1.204	0.627109044416	0.953931252234	150
intracellular transport of virus(GO:0075733)	16990, 247, 14, 1	4.913	0.341405105115	0.782352813532	14
regulation of retinoic acid receptor signaling pathway(GO:0048385)	16990, 645, 16, 2	3.293	0.269243348888	0.711440389621	16
retinoic acid receptor signaling pathway(GO:0048384)	16990, 1508, 16, 2	1.408	0.575817199348	0.928689318859	16
response to organic cyclic compound(GO:0014070)	16990, 1736, 736, 90	1.197	0.271689752659	0.714335669364	736
regulation of cell fate commitment(GO:0010453)	16990, 1471, 27, 3	1.283	0.655108128167	0.96853281242	27
phospholipid catabolic process(GO:0009395)	16990, 1669, 33, 8	2.468	0.0598025132145	0.338817988299	33
positive regulation of heat generation(GO:0031652)	16990, 1317, 11, 3	3.518	0.118250111216	0.497187967613	11
negative regulation of neuron death(GO:1901215)	16990, 23, 196, 1	3.769	0.667244012378	0.973137735781	196
positive regulation of interferon-gamma biosynthetic process(GO:0045078)	16990, 288, 12, 1	4.916	0.326386724145	0.767311897916	12
nuclear-transcribed mRNA poly(A) tail shortening(GO:0000289)	16990, 1306, 22, 3	1.774	0.453856695295	0.860420132057	22
regulation of macroautophagy(GO:0016241)	16990, 62, 162, 1	1.692	0.850819503385	1.0	162
endodermal cell differentiation(GO:0035987)	16990, 1942, 28, 8	2.5	0.0500463069887	0.302312474171	28
regulation of interleukin-2 biosynthetic process(GO:0045076)	16990, 1829, 19, 6	2.933	0.0476815334019	0.289947124732	19
glycosphingolipid biosynthetic process(GO:0006688)	16990, 1854, 24, 1	0.382	0.939044693754	1.0	24
nuclear division(GO:0000280)	16990, 321, 57, 8	7.429	0.00011067826099	0.00244202952002	57
negative regulation of viral genome replication(GO:0045071)	16990, 1969, 53, 11	1.791	0.163229492354	0.57294863038	53
regulation of interferon-gamma biosynthetic process(GO:0045072)	16990, 885, 16, 3	3.6	0.133484030547	0.523457629878	16
regulation of chemokine biosynthetic process(GO:0045073)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of cellular amine metabolic process(GO:0033238)	16990, 876, 37, 1	0.524	0.939526096169	1.0	37
amino acid import across plasma membrane(GO:0089718)	16990, 1982, 14, 2	1.225	0.632428078881	0.956597188496	14
microtubule cytoskeleton organization involved in mitosis(GO:1902850)	16990, 449, 92, 24	9.871	2.84279051135e-16	8.0434249174e-14	92
regulation of chromosome separation(GO:1905818)	16990, 553, 62, 20	9.911	6.54822762782e-14	1.12489196035e-11	62
negative regulation of chromosome separation(GO:1905819)	16990, 553, 28, 13	14.264	1.1827943876e-11	1.23679152269e-09	28
positive regulation of cell population proliferation(GO:0008284)	16990, 1599, 905, 130	1.526	1.42047063746e-05	0.000437978446549	905
muscle cell development(GO:0055001)	16990, 981, 92, 9	1.694	0.324791877451	0.765808299284	92
ceramide transport(GO:0035627)	16990, 38, 12, 1	37.259	0.0774091392279	0.394117345069	12
cardiac myofibril assembly(GO:0055003)	16990, 902, 22, 2	1.712	0.542276107701	0.912648032905	22
cardiac cell development(GO:0055006)	16990, 1841, 41, 10	2.251	0.0543440411583	0.320545180612	41
cardiac muscle cell differentiation(GO:0055007)	16990, 1508, 26, 4	1.733	0.420058903635	0.837697969202	26
cardiac muscle tissue morphogenesis(GO:0055008)	16990, 903, 65, 6	1.737	0.402349915565	0.82998964687	65
barbed-end actin filament capping(GO:0051016)	16990, 1981, 15, 4	2.287	0.21284982391	0.645615827412	15
cellular response to DNA damage stimulus(GO:0006974)	16990, 1958, 732, 168	1.991	1.57377480657e-17	5.04657121306e-15	732
regulation of hormone secretion(GO:0046883)	16990, 549, 265, 10	1.168	0.814013126928	1.0	265
response to osmotic stress(GO:0006970)	16990, 1271, 73, 8	1.465	0.493975739933	0.883998063641	73
regulation of hormone biosynthetic process(GO:0046885)	16990, 1066, 26, 3	1.839	0.449632087247	0.8576077445	26
hyperosmotic response(GO:0006972)	16990, 1271, 24, 3	1.671	0.493333618366	0.883998063641	24
positive regulation of hormone secretion(GO:0046887)	16990, 549, 129, 5	1.2	0.802415814917	1.0	129
negative regulation of hormone secretion(GO:0046888)	16990, 898, 65, 4	1.164	0.778483246577	1.0	65
positive regulation of lipid biosynthetic process(GO:0046889)	16990, 1282, 76, 8	1.395	0.551463728559	0.916287802624	76
neuroblast proliferation(GO:0007405)	16990, 380, 17, 1	2.63	0.513624387448	0.897070916348	17
nucleoside diphosphate metabolic process(GO:0009132)	16990, 2, 78, 1	108.91	0.059760168118	0.338817988299	78
response to oxidative stress(GO:0006979)	16990, 319, 343, 13	2.019	0.104074902233	0.466617018225	343
temperature homeostasis(GO:0001659)	16990, 1317, 30, 3	1.29	0.661424643351	0.970298970689	30
cellular response to lipoprotein particle stimulus(GO:0071402)	16990, 0, 25, 0	0.0	1.0	1.0	25
protein mono-ADP-ribosylation(GO:0140289)	16990, 603, 11, 1	2.561	0.457332560318	0.860420132057	11
cell adhesion mediated by integrin(GO:0033627)	16990, 1789, 22, 2	0.863	0.803924743146	1.0	22
pyrimidine-containing compound salvage(GO:0008655)	16990, 1237, 12, 4	4.578	0.031867366185	0.224261202024	12
primary amino compound metabolic process(GO:1901160)	16990, 674, 13, 1	1.939	0.545388548303	0.914982233177	13
negative regulation of lipid transport(GO:0032369)	16990, 1655, 26, 6	2.369	0.125250679053	0.5084014905	26
activation of GTPase activity(GO:0090630)	16990, 52, 94, 1	3.476	0.623234736658	0.95169339538	94
histone H4-K8 acetylation(GO:0043982)	16990, 1208, 16, 1	0.879	0.751341265965	0.994816098899	16
postsynaptic specialization organization(GO:0099084)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of protein sumoylation(GO:0033235)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of dendritic spine maintenance(GO:1902950)	16990, 1634, 11, 1	0.945	0.680197359812	0.973353875685	11
integrin-mediated signaling pathway(GO:0007229)	16990, 21, 89, 1	9.09	0.373473226559	0.813435894125	89
receptor-mediated endocytosis(GO:0006898)	16990, 58, 212, 3	4.145	0.212026113374	0.645464260429	212
regulation of corticosteroid hormone secretion(GO:2000846)	16990, 1576, 16, 1	0.674	0.804298282133	1.0	16
myelin assembly(GO:0032288)	16990, 0, 12, 0	0.0	1.0	1.0	12
attachment of spindle microtubules to kinetochore(GO:0008608)	16990, 438, 20, 7	13.576	3.31976930071e-06	0.000126152965149	20
regulation of cell-cell adhesion(GO:0022407)	16990, 1272, 385, 45	1.561	0.0223274724448	0.177102519778	385
molting cycle process(GO:0022404)	16990, 1943, 72, 9	1.093	0.78101398502	1.0	72
positive regulation of NIK/NF-kappaB signaling(GO:1901224)	16990, 10, 74, 1	22.959	0.19432063427	0.618830491649	74
negative regulation of NIK/NF-kappaB signaling(GO:1901223)	16990, 162, 21, 1	4.994	0.376766695815	0.815613825455	21
regulation of NIK/NF-kappaB signaling(GO:1901222)	16990, 10, 105, 1	16.181	0.268817083909	0.711440389621	105
regulation of rhodopsin mediated signaling pathway(GO:0022400)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of dopamine secretion(GO:0014059)	16990, 0, 40, 0	0.0	1.0	1.0	40
myoblast differentiation(GO:0045445)	16990, 552, 21, 1	1.466	0.682009516249	0.973353875685	21
fat cell differentiation(GO:0045444)	16990, 240, 105, 3	2.023	0.541721553331	0.912648032905	105
endothelial cell differentiation(GO:0045446)	16990, 1841, 27, 3	1.025	0.762383138611	0.999715919316	27
asymmetric cell division(GO:0008356)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of cell division(GO:0051302)	16990, 380, 164, 21	5.725	2.63958557216e-09	1.98381353157e-07	164
negative regulation of cell-cell adhesion(GO:0022408)	16990, 1841, 166, 28	1.557	0.0876111446501	0.421409605767	166
neuron projection extension(GO:1990138)	16990, 70, 59, 1	4.114	0.531274268451	0.906823715844	59
negative regulation of small molecule metabolic process(GO:0062014)	16990, 1682, 94, 11	1.182	0.707271400352	0.979663734605	94
response to estradiol(GO:0032355)	16990, 1882, 127, 22	1.564	0.131613305983	0.522061301786	127
response to follicle-stimulating hormone(GO:0032354)	16990, 470, 16, 1	2.259	0.530406803591	0.905858887115	16
positive regulation of hormone metabolic process(GO:0032352)	16990, 1735, 15, 1	0.653	0.806802372502	1.0	15
DNA replication-independent nucleosome organization(GO:0034724)	16990, 1853, 41, 23	5.144	2.79573074602e-11	2.74438058946e-09	41
regulation of hormone metabolic process(GO:0032350)	16990, 1066, 38, 3	1.258	0.70439396289	0.97951285386	38
