Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
T cell differentiation involved in immune response(GO:0002292)	16990, 1207, 22, 5	3.199	0.0664968062247	0.321134174639	22
positive regulation of killing of cells of other organism(GO:0051712)	16990, 1632, 12, 1	0.868	0.712074049726	0.924800911746	12
viral budding via host ESCRT complex(GO:0039702)	16990, 0, 21, 0	0.0	1.0	1.0	21
ectodermal placode formation(GO:0060788)	16990, 872, 11, 1	1.771	0.539158438942	0.83982349477	11
axonal transport(GO:0098930)	16990, 309, 53, 3	3.112	0.25675590626	0.616573094914	53
positive regulation of mesenchymal cell proliferation(GO:0002053)	16990, 246, 26, 3	7.969	0.0291328315646	0.208153033903	26
positive regulation of neuroblast proliferation(GO:0002052)	16990, 1638, 23, 4	1.804	0.375422330751	0.721508422527	23
dendrite morphogenesis(GO:0048813)	16990, 911, 40, 2	0.932	0.846101375744	0.989483981845	40
proteoglycan metabolic process(GO:0006029)	16990, 55, 58, 3	15.978	0.00655771047736	0.0819287984314	58
regulation of dendrite morphogenesis(GO:0048814)	16990, 1003, 87, 4	0.779	0.952248228456	1.0	87
positive regulation of stress fiber assembly(GO:0051496)	16990, 827, 51, 7	2.82	0.060844786027	0.309369366585	51
regulation of lipase activity(GO:0060191)	16990, 2, 94, 1	90.372	0.0729912995351	0.337260471435	94
glutathione catabolic process(GO:0006751)	16990, 0, 11, 0	0.0	1.0	1.0	11
inositol metabolic process(GO:0006020)	16990, 518, 12, 1	2.733	0.444598224867	0.775106002759	12
aminoglycan catabolic process(GO:0006026)	16990, 252, 66, 5	5.108	0.0193209074802	0.165362215266	66
negative regulation of double-strand break repair via homologous recombination(GO:2000042)	16990, 1873, 18, 6	3.024	0.0408816719246	0.248431257989	18
regulation of cell cycle arrest(GO:0071156)	16990, 1650, 106, 18	1.749	0.086907856741	0.367012107923	106
positive regulation of actin nucleation(GO:0051127)	16990, 1079, 16, 2	1.968	0.454565476605	0.782408481783	16
signal release from synapse(GO:0099643)	16990, 109, 69, 2	4.518	0.275864159591	0.636613606055	69
axo-dendritic protein transport(GO:0099640)	16990, 1567, 13, 1	0.834	0.730100495313	0.930244270941	13
regulation of cyclin-dependent protein kinase activity(GO:1904029)	16990, 827, 100, 11	2.26	0.0618121107136	0.311000264155	100
RNA polymerase II preinitiation complex assembly(GO:0051123)	16990, 595, 13, 2	4.393	0.174973280817	0.520334338472	13
regulation of DNA damage checkpoint(GO:2000001)	16990, 1650, 17, 2	1.211	0.645763438888	0.896942561999	17
neurotransmitter receptor localization to postsynaptic specialization membrane(GO:0099645)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of fibroblast proliferation(GO:0048147)	16990, 1725, 29, 2	0.679	0.895166794627	1.0	29
dicarboxylic acid metabolic process(GO:0043648)	16990, 170, 104, 1	0.961	0.922472273703	1.0	104
regulation of fibroblast proliferation(GO:0048145)	16990, 1545, 83, 14	1.855	0.0978767192934	0.393023063539	83
astrocyte activation(GO:0048143)	16990, 882, 12, 2	3.211	0.250237536538	0.609146492269	12
regulation of muscle organ development(GO:0048634)	16990, 264, 133, 6	2.903	0.114897339176	0.425324903056	133
positive regulation of ATP biosynthetic process(GO:2001171)	16990, 1221, 29, 2	0.96	0.804597679487	0.964711800261	29
regulation of synapse maturation(GO:0090128)	16990, 919, 13, 1	1.422	0.619767432399	0.885287967156	13
inner ear receptor cell development(GO:0060119)	16990, 1145, 12, 2	2.473	0.331937956992	0.685604470687	12
negative regulation of ERAD pathway(GO:1904293)	16990, 1244, 13, 2	2.101	0.395593422945	0.73837965245	13
glial cell differentiation(GO:0010001)	16990, 1413, 71, 9	1.524	0.415370350181	0.750255870961	71
macromolecule deacylation(GO:0098732)	16990, 99, 73, 1	2.351	0.705772832715	0.923630745806	73
response to purine-containing compound(GO:0014074)	16990, 198, 150, 5	2.86	0.179850988643	0.525886477429	150
intracellular transport of virus(GO:0075733)	16990, 1916, 14, 3	1.9	0.36694928548	0.718735155425	14
regulation of retinoic acid receptor signaling pathway(GO:0048385)	16990, 1547, 16, 3	2.059	0.334546687181	0.687973307114	16
retinoic acid receptor signaling pathway(GO:0048384)	16990, 1823, 16, 1	0.582	0.839842801137	0.985621554481	16
response to organic cyclic compound(GO:0014070)	16990, 247, 736, 24	2.243	0.0032999035836	0.0497571668875	736
regulation of cell fate commitment(GO:0010453)	16990, 94, 27, 1	6.694	0.337064264942	0.691407168831	27
phospholipid catabolic process(GO:0009395)	16990, 956, 33, 1	0.539	0.926108796916	1.0	33
positive regulation of heat generation(GO:0031652)	16990, 1826, 11, 4	3.383	0.0689603350927	0.327734640923	11
negative regulation of neuron death(GO:1901215)	16990, 1532, 196, 26	1.471	0.182869234172	0.53012646402	196
positive regulation of interferon-gamma biosynthetic process(GO:0045078)	16990, 105, 12, 1	13.484	0.164335623974	0.506376906673	12
nuclear-transcribed mRNA poly(A) tail shortening(GO:0000289)	16990, 1861, 22, 3	1.245	0.642632810209	0.896942561999	22
regulation of macroautophagy(GO:0016241)	16990, 223, 162, 2	0.941	0.936511349579	1.0	162
endodermal cell differentiation(GO:0035987)	16990, 239, 28, 9	22.85	1.23167346356e-09	6.58261039971e-07	28
regulation of interleukin-2 biosynthetic process(GO:0045076)	16990, 325, 19, 3	8.254	0.0237622824213	0.186759115108	19
glycosphingolipid biosynthetic process(GO:0006688)	16990, 603, 24, 3	3.522	0.164990768975	0.507938201753	24
nuclear division(GO:0000280)	16990, 1224, 57, 8	1.948	0.203781244119	0.556292726566	57
negative regulation of viral genome replication(GO:0045071)	16990, 1066, 53, 6	1.804	0.349162350929	0.701826539059	53
regulation of interferon-gamma biosynthetic process(GO:0045072)	16990, 325, 16, 3	9.802	0.0143713146139	0.135275975133	16
regulation of chemokine biosynthetic process(GO:0045073)	16990, 1982, 13, 2	1.319	0.593473633685	0.873968061196	13
regulation of cellular amine metabolic process(GO:0033238)	16990, 605, 37, 3	2.277	0.37765126019	0.721832692439	37
amino acid import across plasma membrane(GO:0089718)	16990, 612, 14, 2	3.966	0.205042837264	0.558393842294	14
microtubule cytoskeleton organization involved in mitosis(GO:1902850)	16990, 1026, 92, 15	2.7	0.00360543045899	0.053196688674	92
regulation of chromosome separation(GO:1905818)	16990, 1139, 62, 15	3.609	0.000110453838927	0.00461985187164	62
negative regulation of chromosome separation(GO:1905819)	16990, 1139, 28, 11	5.86	7.6133546173e-06	0.00056338824168	28
positive regulation of cell population proliferation(GO:0008284)	16990, 736, 905, 73	1.862	5.65501768015e-06	0.000461027712568	905
muscle cell development(GO:0055001)	16990, 64, 92, 1	2.886	0.673037506272	0.908336252853	92
ceramide transport(GO:0035627)	16990, 1968, 12, 2	1.439	0.54741688059	0.846375826305	12
cardiac myofibril assembly(GO:0055003)	16990, 1138, 22, 3	2.036	0.376102669216	0.721508422527	22
cardiac cell development(GO:0055006)	16990, 1374, 41, 4	1.206	0.708448171554	0.924800911746	41
cardiac muscle cell differentiation(GO:0055007)	16990, 725, 26, 3	2.704	0.262378141741	0.622930886178	26
cardiac muscle tissue morphogenesis(GO:0055008)	16990, 15, 65, 2	34.851	0.0106184920155	0.112499882367	65
barbed-end actin filament capping(GO:0051016)	16990, 0, 15, 0	0.0	1.0	1.0	15
cellular response to DNA damage stimulus(GO:0006974)	16990, 1922, 732, 121	1.461	0.000217256974898	0.00741139042027	732
regulation of hormone secretion(GO:0046883)	16990, 96, 265, 4	2.671	0.333473410387	0.686783836554	265
response to osmotic stress(GO:0006970)	16990, 1002, 73, 6	1.394	0.609812927512	0.881950806712	73
regulation of hormone biosynthetic process(GO:0046885)	16990, 49, 26, 1	13.336	0.216026168297	0.573437714096	26
hyperosmotic response(GO:0006972)	16990, 1002, 24, 2	1.413	0.6325371271	0.893039088122	24
positive regulation of hormone secretion(GO:0046887)	16990, 430, 129, 8	2.45	0.10997667573	0.415544234299	129
negative regulation of hormone secretion(GO:0046888)	16990, 37, 65, 2	14.129	0.054020274756	0.292280676689	65
positive regulation of lipid biosynthetic process(GO:0046889)	16990, 280, 76, 2	1.597	0.716151803507	0.92584890075	76
neuroblast proliferation(GO:0007405)	16990, 0, 17, 0	0.0	1.0	1.0	17
nucleoside diphosphate metabolic process(GO:0009132)	16990, 1526, 78, 11	1.57	0.3251176918	0.680574373997	78
response to oxidative stress(GO:0006979)	16990, 1942, 343, 48	1.224	0.404702875568	0.743193271326	343
temperature homeostasis(GO:0001659)	16990, 882, 30, 2	1.284	0.708160102315	0.924800911746	30
cellular response to lipoprotein particle stimulus(GO:0071402)	16990, 848, 25, 3	2.404	0.310383680265	0.665208785898	25
protein mono-ADP-ribosylation(GO:0140289)	16990, 0, 11, 0	0.0	1.0	1.0	11
cell adhesion mediated by integrin(GO:0033627)	16990, 1996, 22, 6	2.321	0.12569355225	0.444221885616	22
pyrimidine-containing compound salvage(GO:0008655)	16990, 1791, 12, 3	2.372	0.248682260781	0.608893072898	12
primary amino compound metabolic process(GO:1901160)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of lipid transport(GO:0032369)	16990, 307, 26, 1	2.129	0.618376156555	0.884472212022	26
activation of GTPase activity(GO:0090630)	16990, 159, 94, 2	2.274	0.582753675702	0.866640099671	94
histone H4-K8 acetylation(GO:0043982)	16990, 1669, 16, 2	1.272	0.618578902545	0.884472212022	16
postsynaptic specialization organization(GO:0099084)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of protein sumoylation(GO:0033235)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of dendritic spine maintenance(GO:1902950)	16990, 1169, 11, 2	2.643	0.298292855233	0.655453921274	11
integrin-mediated signaling pathway(GO:0007229)	16990, 1768, 89, 17	1.836	0.0609974155371	0.30953129815	89
receptor-mediated endocytosis(GO:0006898)	16990, 883, 212, 22	1.997	0.0164143239085	0.147392776977	212
regulation of corticosteroid hormone secretion(GO:2000846)	16990, 430, 16, 1	2.469	0.511923581065	0.821331696104	16
myelin assembly(GO:0032288)	16990, 1173, 12, 2	2.414	0.33881203717	0.692742708562	12
attachment of spindle microtubules to kinetochore(GO:0008608)	16990, 1783, 20, 7	3.335	0.014914119349	0.138221414391	20
regulation of cell-cell adhesion(GO:0022407)	16990, 1993, 385, 76	1.683	6.25713375439e-05	0.0028127862952	385
molting cycle process(GO:0022404)	16990, 10, 72, 1	23.597	0.189631118542	0.53622908888	72
positive regulation of NIK/NF-kappaB signaling(GO:1901224)	16990, 305, 74, 3	2.258	0.445234760179	0.775697661234	74
negative regulation of NIK/NF-kappaB signaling(GO:1901223)	16990, 1772, 21, 2	0.913	0.779867885499	0.952294358693	21
regulation of NIK/NF-kappaB signaling(GO:1901222)	16990, 305, 105, 3	1.592	0.681210690388	0.911692660202	105
regulation of rhodopsin mediated signaling pathway(GO:0022400)	16990, 1226, 24, 3	1.732	0.471671300104	0.794943719779	24
regulation of dopamine secretion(GO:0014059)	16990, 1581, 40, 1	0.269	0.985932878086	1.0	40
myoblast differentiation(GO:0045445)	16990, 661, 21, 3	3.672	0.14310696057	0.472439588428	21
fat cell differentiation(GO:0045444)	16990, 221, 105, 3	2.197	0.492415462444	0.809741462836	105
endothelial cell differentiation(GO:0045446)	16990, 1091, 27, 3	1.73	0.487184932693	0.807219953927	27
asymmetric cell division(GO:0008356)	16990, 233, 13, 1	5.609	0.309861907539	0.664779560777	13
regulation of cell division(GO:0051302)	16990, 1287, 164, 27	2.173	0.00135283370317	0.0284154153374	164
negative regulation of cell-cell adhesion(GO:0022408)	16990, 842, 166, 18	2.188	0.0146352912837	0.136774591073	166
neuron projection extension(GO:1990138)	16990, 253, 59, 3	3.415	0.22661586664	0.584116879382	59
negative regulation of small molecule metabolic process(GO:0062014)	16990, 342, 94, 4	2.114	0.414175349804	0.749402586015	94
response to estradiol(GO:0032355)	16990, 66, 127, 2	4.054	0.357069007182	0.708785246313	127
response to follicle-stimulating hormone(GO:0032354)	16990, 10, 16, 1	106.188	0.037052160132	0.236995864674	16
positive regulation of hormone metabolic process(GO:0032352)	16990, 1632, 15, 3	2.082	0.322662860484	0.677481662923	15
DNA replication-independent nucleosome organization(GO:0034724)	16990, 1688, 41, 15	3.682	4.12203648941e-05	0.00205197855406	41
