Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
hippo signaling(GO:0035329)	16990, 359, 27, 2	3.506	0.290016538071	0.800227125716	27
spindle localization(GO:0051653)	16990, 19, 42, 1	21.291	0.176696152233	0.67148943353	42
positive regulation of lymphocyte mediated immunity(GO:0002708)	16990, 145, 104, 1	1.127	0.89842524427	1.0	104
renal water homeostasis(GO:0003091)	16990, 1874, 32, 6	1.7	0.345375480394	0.846995912277	32
positive regulation of cytoskeleton organization(GO:0051495)	16990, 993, 210, 13	1.059	0.870382229318	1.0	210
negative regulation of cytoskeleton organization(GO:0051494)	16990, 87, 133, 3	4.405	0.171884818122	0.66998052536	133
regulation of cytoskeleton organization(GO:0051493)	16990, 49, 516, 3	2.016	0.665255999098	0.996688762331	516
positive regulation of filopodium assembly(GO:0051491)	16990, 546, 30, 2	2.074	0.504008945438	0.934213112739	30
regulation of granulocyte differentiation(GO:0030852)	16990, 250, 15, 1	4.531	0.362875578796	0.854246250752	15
prostate gland development(GO:0030850)	16990, 1976, 11, 3	2.345	0.251417630013	0.767334264188	11
granulocyte differentiation(GO:0030851)	16990, 948, 18, 3	2.987	0.195491824794	0.689380995058	18
regulation of epithelial cell differentiation(GO:0030856)	16990, 1202, 139, 11	1.119	0.801884032681	1.0	139
negative regulation of epithelial cell differentiation(GO:0030857)	16990, 1988, 39, 7	1.534	0.416945359012	0.887158786377	39
epithelial cell differentiation(GO:0030855)	16990, 147, 314, 13	4.785	6.44683368025e-05	0.00408016710553	314
regulation of protein sumoylation(GO:0033233)	16990, 1642, 21, 1	0.493	0.891909993332	1.0	21
positive regulation of epithelial cell differentiation(GO:0030858)	16990, 1161, 58, 8	2.018	0.18013541788	0.674298973588	58
polarized epithelial cell differentiation(GO:0030859)	16990, 777, 19, 1	1.151	0.722206946883	1.0	19
protoporphyrinogen IX metabolic process(GO:0046501)	16990, 0, 11, 0	0.0	1.0	1.0	11
S-adenosylmethionine metabolic process(GO:0046500)	16990, 350, 15, 1	3.236	0.44566111873	0.901756817253	15
glycerolipid catabolic process(GO:0046503)	16990, 1697, 51, 18	3.534	1.10982254501e-05	0.000931321191566	51
regulation of trophoblast cell migration(GO:1901163)	16990, 832, 11, 1	1.856	0.531754821049	0.945816948623	11
base-excision repair(GO:0006284)	16990, 1579, 33, 1	0.326	0.969199588368	1.0	33
pH reduction(GO:0045851)	16990, 1660, 34, 8	2.408	0.0686392590844	0.462804426215	34
axon regeneration(GO:0031103)	16990, 521, 21, 2	3.106	0.306702482706	0.816782175042	21
neuron projection regeneration(GO:0031102)	16990, 521, 27, 2	2.416	0.431618819863	0.89573780866	27
animal organ regeneration(GO:0031100)	16990, 528, 76, 13	5.504	7.38118531052e-06	0.000669877383842	76
social behavior(GO:0035176)	16990, 90, 54, 1	3.496	0.565309533104	0.964889346026	54
regulation of protein kinase activity(GO:0045859)	16990, 1704, 763, 98	1.281	0.0677637842346	0.462623383027	763
microtubule polymerization or depolymerization(GO:0031109)	16990, 0, 31, 0	0.0	1.0	1.0	31
nucleotide-excision repair(GO:0006289)	16990, 653, 103, 3	0.758	0.958878201509	1.0	103
defense response to fungus(GO:0050832)	16990, 1243, 34, 3	1.206	0.71024269668	1.0	34
defense response to Gram-positive bacterium(GO:0050830)	16990, 11, 85, 1	18.171	0.236054315113	0.745878249734	85
regulation of cell-substrate adhesion(GO:0010810)	16990, 645, 205, 14	1.799	0.165502897073	0.662858424142	205
response to histamine(GO:0034776)	16990, 1422, 11, 2	2.172	0.359492867708	0.851383896444	11
regulation of acute inflammatory response(GO:0002673)	16990, 529, 43, 4	2.988	0.170612673892	0.668279284544	43
amino sugar catabolic process(GO:0046348)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of inclusion body assembly(GO:0090084)	16990, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of acute inflammatory response(GO:0002675)	16990, 529, 29, 3	3.322	0.192806587346	0.686454245105	29
regulation of cold-induced thermogenesis(GO:0120161)	16990, 1002, 143, 14	1.66	0.227000124708	0.733503024487	143
cellular modified amino acid metabolic process(GO:0006575)	16990, 375, 187, 10	2.423	0.0656756277091	0.456502556764	187
ruffle assembly(GO:0097178)	16990, 0, 13, 0	0.0	1.0	1.0	13
amino-acid betaine metabolic process(GO:0006577)	16990, 137, 18, 1	6.89	0.299845404004	0.810809822541	18
positive regulation of axonogenesis(GO:0050772)	16990, 968, 83, 4	0.846	0.930379473395	1.0	83
positive regulation of telomere maintenance via telomere lengthening(GO:1904358)	16990, 568, 37, 1	0.808	0.876994823527	1.0	37
regulation of gene expression, epigenetic(GO:0040029)	16990, 630, 191, 2	0.282	0.999898678408	1.0	191
regulation of nuclear division(GO:0051783)	16990, 1045, 205, 9	0.714	0.994261649784	1.0	205
negative regulation of cell division(GO:0051782)	16990, 456, 16, 2	4.657	0.17283026571	0.67115459953	16
positive regulation of cell division(GO:0051781)	16990, 1045, 86, 7	1.323	0.645905560745	0.987600376055	86
dicarboxylic acid catabolic process(GO:0043649)	16990, 1312, 18, 1	0.719	0.808492394147	1.0	18
mRNA splice site selection(GO:0006376)	16990, 1596, 30, 4	1.419	0.567069714481	0.965414909317	30
positive regulation of nuclear division(GO:0051785)	16990, 570, 64, 1	0.466	0.97593342671	1.0	64
negative regulation of nuclear division(GO:0051784)	16990, 740, 48, 1	0.478	0.961862909363	1.0	48
positive regulation of leukocyte adhesion to vascular endothelial cell(GO:1904996)	16990, 1890, 12, 1	0.749	0.758035315106	1.0	12
regulation of leukocyte adhesion to vascular endothelial cell(GO:1904994)	16990, 775, 17, 2	2.579	0.350396552027	0.850778053041	17
mRNA cleavage(GO:0006379)	16990, 249, 25, 2	5.459	0.164247334767	0.66111270312	25
positive regulation of supramolecular fiber organization(GO:1902905)	16990, 993, 189, 13	1.177	0.753412229487	1.0	189
regulation of transcription initiation from RNA polymerase II promoter(GO:0060260)	16990, 69, 27, 2	18.239	0.0268630918263	0.294648990776	27
positive regulation of transcription initiation from RNA polymerase II promoter(GO:0060261)	16990, 69, 19, 2	25.919	0.0129982663092	0.187190601638	19
regulation of cell aging(GO:0090342)	16990, 1500, 46, 5	1.231	0.686117171098	1.0	46
positive regulation of cell aging(GO:0090343)	16990, 518, 13, 1	2.523	0.472407300091	0.914336607372	13
negative regulation of cell aging(GO:0090344)	16990, 1443, 24, 2	0.981	0.773290411156	1.0	24
mitotic sister chromatid cohesion(GO:0007064)	16990, 0, 12, 0	0.0	1.0	1.0	12
embryonic digestive tract development(GO:0048566)	16990, 1108, 17, 1	0.902	0.760859701234	1.0	17
embryonic organ development(GO:0048568)	16990, 1172, 127, 11	1.256	0.662891471158	0.996097462127	127
thyroid hormone generation(GO:0006590)	16990, 117, 11, 1	13.201	0.161851634162	0.656978422344	11
antibiotic catabolic process(GO:0017001)	16990, 1297, 53, 9	2.224	0.0904839933037	0.520607664821	53
polyamine biosynthetic process(GO:0006596)	16990, 390, 13, 1	3.351	0.408816419031	0.880831932492	13
embryonic camera-type eye development(GO:0031076)	16990, 1863, 12, 2	1.52	0.518884384768	0.937228591507	12
cytochrome complex assembly(GO:0017004)	16990, 538, 34, 1	0.929	0.842293072621	1.0	34
polyamine metabolic process(GO:0006595)	16990, 390, 18, 1	2.42	0.539282155426	0.949355571659	18
regulation of glucose metabolic process(GO:0010906)	16990, 357, 111, 3	1.286	0.798309789059	1.0	111
positive regulation of glucose metabolic process(GO:0010907)	16990, 1934, 40, 5	1.098	0.752481604497	1.0	40
histone H3-K9 modification(GO:0061647)	16990, 1877, 15, 2	1.207	0.640234404967	0.985712886747	15
regulation of small molecule metabolic process(GO:0062012)	16990, 674, 351, 19	1.365	0.476724028777	0.91787863532	351
uterus development(GO:0060065)	16990, 1461, 16, 3	2.18	0.309589326558	0.817751049284	16
phosphate ion transmembrane transport(GO:0035435)	16990, 5, 15, 1	226.533	0.0193079881079	0.238744017479	15
determination of adult lifespan(GO:0008340)	16990, 0, 17, 0	0.0	1.0	1.0	17
tetrahydrofolate metabolic process(GO:0046653)	16990, 0, 19, 0	0.0	1.0	1.0	19
regulation of response to oxidative stress(GO:1902882)	16990, 870, 81, 7	1.688	0.398663423734	0.877167213688	81
folic acid metabolic process(GO:0046655)	16990, 567, 20, 1	1.498	0.66638210617	0.996982249045	20
monocarboxylic acid biosynthetic process(GO:0072330)	16990, 1251, 205, 25	1.656	0.0671173591689	0.460194355413	205
peptide hormone secretion(GO:0030072)	16990, 147, 59, 3	5.877	0.0792570382353	0.493720739638	59
intrinsic apoptotic signaling pathway by p53 class mediator(GO:0072332)	16990, 1150, 49, 3	0.905	0.872937576189	1.0	49
superoxide anion generation(GO:0042554)	16990, 1278, 14, 2	1.899	0.442807608311	0.900213269644	14
positive regulation of histone deacetylation(GO:0031065)	16990, 1583, 17, 3	1.894	0.381400868006	0.868626029882	17
neuron maturation(GO:0042551)	16990, 1660, 24, 7	2.985	0.0304968373174	0.314110893997	24
imidazole-containing compound metabolic process(GO:0052803)	16990, 67, 12, 1	21.132	0.122887881496	0.59706132323	12
pteridine-containing compound metabolic process(GO:0042558)	16990, 781, 35, 2	1.243	0.732397627948	1.0	35
pteridine-containing compound biosynthetic process(GO:0042559)	16990, 1791, 15, 2	1.265	0.617034833322	0.976645929119	15
pigment granule localization(GO:0051875)	16990, 1794, 24, 6	2.368	0.120596139076	0.596306300613	24
snoRNA processing(GO:0043144)	16990, 1234, 13, 1	1.059	0.673401560204	1.0	13
synapse maturation(GO:0060074)	16990, 562, 12, 1	2.519	0.465949109456	0.912226066304	12
energy reserve metabolic process(GO:0006112)	16990, 210, 62, 2	2.61	0.481420122969	0.920484345774	62
regulation of T cell mediated immunity(GO:0002709)	16990, 995, 67, 5	1.274	0.702401724346	1.0	67
regulation of glycolytic process(GO:0006110)	16990, 1349, 43, 9	2.636	0.0336589673092	0.327512857077	43
regulation of gluconeogenesis(GO:0006111)	16990, 674, 45, 1	0.56	0.943856015159	1.0	45
negative regulation of regulated secretory pathway(GO:1903306)	16990, 930, 23, 2	1.589	0.579087957963	0.968042301339	23
positive regulation of regulated secretory pathway(GO:1903307)	16990, 1574, 51, 5	1.058	0.799087118532	1.0	51
regulation of regulated secretory pathway(GO:1903305)	16990, 1455, 161, 13	0.943	0.935991952524	1.0	161
positive regulation of lipase activity(GO:0060193)	16990, 320, 69, 4	3.078	0.184516985081	0.678103290581	69
stress fiber assembly(GO:0043149)	16990, 1479, 16, 3	2.154	0.314662205407	0.822321652936	16
skeletal system morphogenesis(GO:0048705)	16990, 802, 110, 9	1.733	0.316488005357	0.822321652936	110
locomotory behavior(GO:0007626)	16990, 1944, 185, 23	1.087	0.801110695369	1.0	185
grooming behavior(GO:0007625)	16990, 1266, 14, 3	2.876	0.194152156264	0.689204333305	14
embryonic skeletal system development(GO:0048706)	16990, 23, 36, 1	20.519	0.174023699269	0.67148943353	36
circadian rhythm(GO:0007623)	16990, 455, 135, 10	2.766	0.0278827840397	0.299366498283	135
lipid metabolic process(GO:0006629)	16990, 1524, 1218, 201	1.84	1.10023787611e-16	5.29214418407e-13	1218
response to amino acid(GO:0043200)	16990, 1852, 110, 14	1.168	0.707361078128	1.0	110
cell-cell adhesion(GO:0098609)	16990, 24, 488, 4	5.803	0.0480103899943	0.393407113923	488
protein targeting to mitochondrion(GO:0006626)	16990, 737, 30, 1	0.768	0.868173737488	1.0	30
oligodendrocyte differentiation(GO:0048709)	16990, 725, 27, 4	3.472	0.100908686682	0.547822554111	27
astrocyte differentiation(GO:0048708)	16990, 568, 16, 1	1.869	0.57422836433	0.966529847063	16
protein targeting to lysosome(GO:0006622)	16990, 474, 20, 1	1.792	0.631129423577	0.982985846519	20
protein targeting to vacuole(GO:0006623)	16990, 1555, 33, 4	1.324	0.628330369974	0.981321608643	33
tube closure(GO:0060606)	16990, 919, 79, 6	1.404	0.611233382793	0.976645929119	79
deoxyribonucleotide biosynthetic process(GO:0009263)	16990, 0, 15, 0	0.0	1.0	1.0	15
deoxyribonucleotide metabolic process(GO:0009262)	16990, 1892, 35, 3	0.77	0.895694210533	1.0	35
branch elongation of an epithelium(GO:0060602)	16990, 1976, 13, 4	2.646	0.143998278156	0.621392265365	13
transcription preinitiation complex assembly(GO:0070897)	16990, 0, 29, 0	0.0	1.0	1.0	29
cellular response to starvation(GO:0009267)	16990, 1326, 150, 17	1.452	0.340165455449	0.844270299643	150
response to temperature stimulus(GO:0009266)	16990, 1987, 170, 23	1.157	0.686298099706	1.0	170
response to pH(GO:0009268)	16990, 1780, 39, 11	2.692	0.00992963274956	0.160273602434	39
response to antimetabolite(GO:0097329)	16990, 0, 12, 0	0.0	1.0	1.0	12
vasoconstriction(GO:0042310)	16990, 1529, 30, 6	2.222	0.164799451951	0.662226703329	30
alpha-beta T cell differentiation involved in immune response(GO:0002293)	16990, 1289, 18, 4	2.929	0.130195915949	0.609410998759	18
T cell differentiation involved in immune response(GO:0002292)	16990, 1289, 22, 4	2.397	0.21896633282	0.728390166093	22
positive regulation of killing of cells of other organism(GO:0051712)	16990, 142, 12, 1	9.971	0.202960402794	0.703627589199	12
viral budding via host ESCRT complex(GO:0039702)	16990, 1171, 21, 5	3.455	0.0505798399922	0.403464395294	21
ectodermal placode formation(GO:0060788)	16990, 1745, 11, 2	1.77	0.442674437181	0.900213269644	11
axonal transport(GO:0098930)	16990, 632, 53, 4	2.029	0.388640168503	0.874335361135	53
positive regulation of mesenchymal cell proliferation(GO:0002053)	16990, 891, 26, 5	3.667	0.0460205351506	0.384303427213	26
positive regulation of neuroblast proliferation(GO:0002052)	16990, 891, 23, 1	0.829	0.820702208445	1.0	23
dendrite morphogenesis(GO:0048813)	16990, 1587, 40, 8	2.141	0.1227595382	0.59706132323	40
proteoglycan metabolic process(GO:0006029)	16990, 23, 58, 1	12.736	0.274737681013	0.789552733008	58
regulation of dendrite morphogenesis(GO:0048814)	16990, 164, 87, 2	2.382	0.553802934128	0.958116298037	87
positive regulation of stress fiber assembly(GO:0051496)	16990, 862, 51, 4	1.546	0.572575813627	0.966529847063	51
regulation of lipase activity(GO:0060191)	16990, 1000, 94, 13	2.35	0.02424248301	0.276974687121	94
glutathione catabolic process(GO:0006751)	16990, 1138, 11, 1	1.357	0.588392497934	0.969270126622	11
inositol metabolic process(GO:0006020)	16990, 1490, 12, 3	2.851	0.17960628541	0.674298973588	12
aminoglycan catabolic process(GO:0006026)	16990, 932, 66, 7	1.933	0.264046202623	0.777528162509	66
negative regulation of double-strand break repair via homologous recombination(GO:2000042)	16990, 1917, 18, 3	1.477	0.528279215025	0.943565920635	18
regulation of cell cycle arrest(GO:0071156)	16990, 39, 106, 1	4.11	0.588816488563	0.969270126622	106
positive regulation of actin nucleation(GO:0051127)	16990, 1952, 16, 3	1.632	0.462297221734	0.911491080486	16
signal release from synapse(GO:0099643)	16990, 1029, 69, 3	0.718	0.952317371242	1.0	69
axo-dendritic protein transport(GO:0099640)	16990, 632, 13, 1	2.068	0.526258959172	0.943109386593	13
regulation of cyclin-dependent protein kinase activity(GO:1904029)	16990, 1206, 100, 10	1.409	0.512406463777	0.936744535715	100
RNA polymerase II preinitiation complex assembly(GO:0051123)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of DNA damage checkpoint(GO:2000001)	16990, 0, 17, 0	0.0	1.0	1.0	17
neurotransmitter receptor localization to postsynaptic specialization membrane(GO:0099645)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of fibroblast proliferation(GO:0048147)	16990, 180, 29, 1	3.255	0.518714449175	0.937228591507	29
dicarboxylic acid metabolic process(GO:0043648)	16990, 1138, 104, 10	1.436	0.495481768669	0.92868102196	104
regulation of fibroblast proliferation(GO:0048145)	16990, 245, 83, 2	1.671	0.705363707161	1.0	83
astrocyte activation(GO:0048143)	16990, 275, 12, 1	5.148	0.319316815897	0.826353387482	12
regulation of muscle organ development(GO:0048634)	16990, 1167, 133, 12	1.314	0.588567145245	0.969270126622	133
positive regulation of ATP biosynthetic process(GO:2001171)	16990, 1349, 29, 6	2.606	0.09593232753	0.537802442213	29
regulation of synapse maturation(GO:0090128)	16990, 0, 13, 0	0.0	1.0	1.0	13
inner ear receptor cell development(GO:0060119)	16990, 450, 12, 1	3.146	0.410860379445	0.882186096443	12
negative regulation of ERAD pathway(GO:1904293)	16990, 1652, 13, 4	3.164	0.0896001465806	0.518000847419	13
glial cell differentiation(GO:0010001)	16990, 725, 71, 6	1.98	0.302232616675	0.812144629165	71
macromolecule deacylation(GO:0098732)	16990, 661, 73, 2	0.704	0.95143617502	1.0	73
response to purine-containing compound(GO:0014074)	16990, 1926, 150, 24	1.411	0.256320091258	0.773948298149	150
intracellular transport of virus(GO:0075733)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of retinoic acid receptor signaling pathway(GO:0048385)	16990, 1009, 16, 2	2.105	0.423422364738	0.889760408209	16
retinoic acid receptor signaling pathway(GO:0048384)	16990, 619, 16, 1	1.715	0.596416793013	0.971882310851	16
response to organic cyclic compound(GO:0014070)	16990, 1138, 736, 65	1.319	0.122534298085	0.59706132323	736
regulation of cell fate commitment(GO:0010453)	16990, 69, 27, 1	9.12	0.279527658408	0.791733028881	27
phospholipid catabolic process(GO:0009395)	16990, 1697, 33, 12	3.641	0.000361578073631	0.0141397604404	33
positive regulation of heat generation(GO:0031652)	16990, 132, 11, 1	11.701	0.177161835297	0.67148943353	11
negative regulation of neuron death(GO:1901215)	16990, 1876, 196, 27	1.248	0.498450509258	0.929281763383	196
positive regulation of interferon-gamma biosynthetic process(GO:0045078)	16990, 1918, 12, 2	1.476	0.533865951578	0.947562814424	12
nuclear-transcribed mRNA poly(A) tail shortening(GO:0000289)	16990, 1959, 22, 3	1.183	0.674552426535	1.0	22
regulation of macroautophagy(GO:0016241)	16990, 1224, 162, 14	1.2	0.705800515379	1.0	162
endodermal cell differentiation(GO:0035987)	16990, 528, 28, 2	2.298	0.45482382137	0.907760406968	28
regulation of interleukin-2 biosynthetic process(GO:0045076)	16990, 1957, 19, 2	0.914	0.776612261207	1.0	19
glycosphingolipid biosynthetic process(GO:0006688)	16990, 689, 24, 4	4.11	0.0618001383489	0.449896693355	24
nuclear division(GO:0000280)	16990, 1809, 57, 4	0.659	0.965629223522	1.0	57
negative regulation of viral genome replication(GO:0045071)	16990, 977, 53, 2	0.656	0.945593756782	1.0	53
regulation of interferon-gamma biosynthetic process(GO:0045072)	16990, 747, 16, 1	1.422	0.649668133979	0.989969966123	16
regulation of chemokine biosynthetic process(GO:0045073)	16990, 897, 13, 1	1.457	0.616021556806	0.976645929119	13
regulation of cellular amine metabolic process(GO:0033238)	16990, 502, 37, 3	2.744	0.283863353936	0.791733028881	37
amino acid import across plasma membrane(GO:0089718)	16990, 1898, 14, 3	1.918	0.361484372627	0.852853436128	14
microtubule cytoskeleton organization involved in mitosis(GO:1902850)	16990, 560, 92, 2	0.66	0.967546177312	1.0	92
regulation of chromosome separation(GO:1905818)	16990, 1045, 62, 2	0.524	0.97729698598	1.0	62
negative regulation of chromosome separation(GO:1905819)	16990, 0, 28, 0	0.0	1.0	1.0	28
positive regulation of cell population proliferation(GO:0008284)	16990, 584, 905, 34	1.093	0.855375463875	1.0	905
muscle cell development(GO:0055001)	16990, 1745, 92, 14	1.482	0.330898815542	0.838857558762	92
ceramide transport(GO:0035627)	16990, 675, 12, 1	2.098	0.519080450681	0.937228591507	12
cardiac myofibril assembly(GO:0055003)	16990, 977, 22, 2	1.581	0.574540383612	0.966529847063	22
cardiac cell development(GO:0055006)	16990, 1745, 41, 7	1.662	0.345246495976	0.846995912277	41
cardiac muscle cell differentiation(GO:0055007)	16990, 1745, 26, 8	2.996	0.0183644280141	0.230634200386	26
cardiac muscle tissue morphogenesis(GO:0055008)	16990, 1054, 65, 8	1.984	0.199857138915	0.69862851612	65
barbed-end actin filament capping(GO:0051016)	16990, 317, 15, 2	7.146	0.0949239152984	0.535051437088	15
cellular response to DNA damage stimulus(GO:0006974)	16990, 484, 732, 15	0.719	0.999539779741	1.0	732
regulation of hormone secretion(GO:0046883)	16990, 1631, 265, 48	1.887	0.000202843251204	0.00985531351811	265
response to osmotic stress(GO:0006970)	16990, 572, 73, 5	2.034	0.345262076583	0.846995912277	73
regulation of hormone biosynthetic process(GO:0046885)	16990, 1039, 26, 1	0.629	0.887916736119	1.0	26
hyperosmotic response(GO:0006972)	16990, 223, 24, 2	6.349	0.13201676334	0.611845758368	24
positive regulation of hormone secretion(GO:0046887)	16990, 1631, 129, 27	2.18	0.000975265515106	0.0292279497365	129
negative regulation of hormone secretion(GO:0046888)	16990, 90, 65, 1	2.904	0.63481758014	0.983952660563	65
positive regulation of lipid biosynthetic process(GO:0046889)	16990, 1342, 76, 11	1.832	0.171107076422	0.668585578267	76
neuroblast proliferation(GO:0007405)	16990, 618, 17, 1	1.617	0.619621836556	0.977653844805	17
nucleoside diphosphate metabolic process(GO:0009132)	16990, 359, 78, 5	3.034	0.128823065413	0.608682656812	78
response to oxidative stress(GO:0006979)	16990, 1883, 343, 39	1.026	0.896550006007	1.0	343
temperature homeostasis(GO:0001659)	16990, 1898, 30, 6	1.79	0.299454176069	0.810809822541	30
cellular response to lipoprotein particle stimulus(GO:0071402)	16990, 204, 25, 2	6.663	0.124131977966	0.599472704838	25
protein mono-ADP-ribosylation(GO:0140289)	16990, 1226, 11, 2	2.52	0.311705271845	0.820021043559	11
cell adhesion mediated by integrin(GO:0033627)	16990, 528, 22, 2	2.925	0.332027906095	0.838857558762	22
pyrimidine-containing compound salvage(GO:0008655)	16990, 0, 12, 0	0.0	1.0	1.0	12
primary amino compound metabolic process(GO:1901160)	16990, 398, 13, 3	9.851	0.0131919225552	0.188848653245	13
negative regulation of lipid transport(GO:0032369)	16990, 1273, 26, 6	3.08	0.0490676161104	0.397474270448	26
activation of GTPase activity(GO:0090630)	16990, 1859, 94, 16	1.556	0.222681255047	0.732251114024	94
histone H4-K8 acetylation(GO:0043982)	16990, 914, 16, 3	3.485	0.141199557327	0.620222916773	16
postsynaptic specialization organization(GO:0099084)	16990, 1445, 13, 1	0.904	0.70932791248	1.0	13
positive regulation of protein sumoylation(GO:0033235)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of dendritic spine maintenance(GO:1902950)	16990, 870, 11, 1	1.775	0.538788258047	0.949355571659	11
integrin-mediated signaling pathway(GO:0007229)	16990, 4, 89, 1	47.725	0.118402449736	0.593245607532	89
receptor-mediated endocytosis(GO:0006898)	16990, 1987, 212, 39	1.573	0.0255457156379	0.285755563298	212
regulation of corticosteroid hormone secretion(GO:2000846)	16990, 245, 16, 1	4.334	0.376971346632	0.864709450593	16
myelin assembly(GO:0032288)	16990, 414, 12, 1	3.42	0.392532670211	0.877141458655	12
attachment of spindle microtubules to kinetochore(GO:0008608)	16990, 0, 20, 0	0.0	1.0	1.0	20
regulation of cell-cell adhesion(GO:0022407)	16990, 1106, 385, 35	1.397	0.203932966744	0.703627589199	385
molting cycle process(GO:0022404)	16990, 159, 72, 2	2.968	0.440004566603	0.899510752513	72
positive regulation of NIK/NF-kappaB signaling(GO:1901224)	16990, 722, 74, 3	0.954	0.885999681579	1.0	74
negative regulation of NIK/NF-kappaB signaling(GO:1901223)	16990, 323, 21, 1	2.505	0.539395024104	0.949355571659	21
regulation of NIK/NF-kappaB signaling(GO:1901222)	16990, 777, 105, 5	1.041	0.866555775002	1.0	105
regulation of rhodopsin mediated signaling pathway(GO:0022400)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of dopamine secretion(GO:0014059)	16990, 386, 40, 1	1.1	0.824653332512	1.0	40
myoblast differentiation(GO:0045445)	16990, 1976, 21, 1	0.409	0.925623231805	1.0	21
fat cell differentiation(GO:0045444)	16990, 969, 105, 12	2.004	0.099941346698	0.546654265411	105
endothelial cell differentiation(GO:0045446)	16990, 108, 27, 1	5.826	0.367291863878	0.856361543991	27
asymmetric cell division(GO:0008356)	16990, 1891, 13, 2	1.382	0.568596533401	0.966071821144	13
regulation of cell division(GO:0051302)	16990, 697, 164, 9	1.338	0.649248169552	0.989969966123	164
negative regulation of cell-cell adhesion(GO:0022408)	16990, 1106, 166, 21	1.943	0.0235603638289	0.272279222113	166
neuron projection extension(GO:1990138)	16990, 1787, 59, 2	0.322	0.996271847854	1.0	59
negative regulation of small molecule metabolic process(GO:0062014)	16990, 1119, 94, 9	1.454	0.496718891843	0.928933852941	94
response to estradiol(GO:0032355)	16990, 251, 127, 4	2.132	0.431853633738	0.89573780866	127
response to follicle-stimulating hormone(GO:0032354)	16990, 0, 16, 0	0.0	1.0	1.0	16
positive regulation of hormone metabolic process(GO:0032352)	16990, 1585, 15, 1	0.715	0.783864550653	1.0	15
DNA replication-independent nucleosome organization(GO:0034724)	16990, 1919, 41, 2	0.432	0.979282390023	1.0	41
regulation of hormone metabolic process(GO:0032350)	16990, 64, 38, 1	6.986	0.361044432677	0.852670117356	38
regulation of cysteine-type endopeptidase activity(GO:2000116)	16990, 1121, 227, 28	1.869	0.0112458748226	0.170394100133	227
negative regulation of cysteine-type endopeptidase activity(GO:2000117)	16990, 1121, 89, 13	2.214	0.0402927235813	0.357135284928	89
DNA repair(GO:0006281)	16990, 177, 472, 1	0.203	0.999986332324	1.0	472
