region	ESCC_1	ESCC_2	ESCC_3	ESCC_4	ESCC_5	ESCC_6	ESCC_7	ESCC_8	ESCC_9	ESCC_10	ESCC_11	ESCC_12	ESCC_13	ESCC_14	ESCC_15	ESCC_16	ESCC_17	ESCC_19	ESCC_20	ESCC_21	ESCC_22	ESCC_Nonmalignant_1	ESCC_Nonmalignant_2	ESCC_Nonmalignant_3	ESCC_Nonmalignant_54M	ESCC_Nonmalignant_53F	EAC_1	EAC_2	EAC_3	EAC_4	EAC_6	GEJ_1	GEJ_2	GEJ_3	GEJ_4	GEJ_5	GEJ_6	GEJ_7	GEJ_Nonmalignant_1	GEJ_Nonmalignant_2	GEJ_Nonmalignant_3	GEJ_Nonmalignant_4	GEJ_Nonmalignant_5	GEJ_Nonmalignant_6	GEJ_Nonmalignant_7
chr19:20121011-20124452	0.810736842105263	0.877222222222222	0.614526315789474	0.52978947368421	0.52478947368421	0.801210526315789	0.174368421052632	0.910210526315789	0.487263157894737	0.92878947368421	0.7912	0.380947368421053	0.549631578947368	0.796105263157895	0.452105263157895	0.543157894736842	0.685263157894737	0.257315789473684	0.484307692307692	0.827944444444444	0.691588235294118	0.959368421052632	0.982722222222222	0.862421052631579	0.945473684210526	0.936947368421053	0.895105263157895	0.617947368421053	0.837105263157895	0.921315789473684	0.903842105263158	0.889526315789474	0.765789473684211	0.915210526315789	0.943947368421053	0.560210526315789	0.926444444444444	0.938	0.956473684210526	0.983555555555556	0.949263157894737	0.933789473684211	0.906631578947368	0.912578947368421	0.942157894736842
chr9:37118344-37118838	0.232625	0.748583333333333	0.632545454545455	0.81025	0.611791666666667	0.718291666666667	0.73225	0.781217391304348	0.55475	0.907045454545455	0.639166666666667	0.461458333333333	0.482083333333333	0.92005	0.578375	0.536260869565217	0.629416666666667	0.491214285714286	0	0.764083333333333	0.287909090909091	0.936166666666667	0.90165	0.792416666666667	0.937708333333333	0.95625	1	0.953333333333333	0.983611111111111	0.978866666666667	0.79925	0.950166666666667	0.906083333333333	0.875708333333333	0.92375	0.924041666666667	0.913416666666667	0.919583333333333	0.976	0.980684210526316	0.977913043478261	0.957047619047619	0.927916666666667	0.981375	0.95595
chr2:118015331-118016192	0.182	0.592666666666667	0.4875	0.367916666666667	0.85625	0.770666666666667	0.783916666666667	0.60075	0.311166666666667	0.870916666666667	0.664285714285714	0.33125	0.43425	0.740181818181818	0.505583333333333	0.407083333333333	0.8006	0.293375	0.3426	0.299666666666667	0.263583333333333	0.874416666666667	0.873666666666667	0.901	0.765333333333333	0.722222222222222	0.80125	0.913363636363636	0.8425	0.708375	0.81625	0.781166666666667	0.899083333333333	0.846583333333333	0.801583333333333	0.86425	0.576666666666667	0.79925	0.7567	0.927428571428571	0.859	0.902909090909091	0.762	0.833909090909091	0.896285714285714
chr6:27440819-27441370	0.44	0.7627	0.6014	0.533	0.4611	0.805	0.49	0.5077	0.4401	0.8812	0.5854	0.578	0.7841	0.9031	0.619	0.4043	0.7672	0.5303	0	0.433875	0.577428571428571	0.9109	1	0.7521	0.8462	0.9114	0.678	0.9529	0.969666666666667	0.9463	0.8764	0.9152	0.9067	0.9442	0.7841	0.8578	0.7877	0.8808	0.957142857142857	1	0.9494	0.9535	1	0.9287	0.9066
chr14:87955497-87955918	0.07175	0.5295	0.370375	0.386125	0.6175	0.4875	0.300714285714286	0.1665	0.24225	0.274875	0.532833333333333	0.22925	0.405625	0.50675	0.135875	0.224	0.61075	0.18075	0.344375	0.385625	0.32375	0.801125	0.933285714285714	0.29625	0.6035	0.64525	0.818875	0.7865	0.782	0.825	0.548375	0.693166666666667	0.920375	0.73375	0.796125	0.68625	0.73975	0.738875	0.6525	0.645375	0.785125	0.693875	0.682375	0.638875	0.6965
chr15:70868306-70868650	0.3518	0.5706	0.472	0.4506	0.7568	0.5798	0.319	0.3634	0.379	0.4158	0.416	0.293	0.5428	0.4464	0.5152	0.3562	0.5222	0.4552	0.3038	0.3342	0.2364	0.833	0.8672	0.4568	0.8112	0.7228	0.602	0.9636	0.734	0.8608	0.633	0.772	0.699	0.8142	0.7304	0.809	0.5936	0.862	0.8998	0.8844	0.8004	0.8094	0.8934	0.8974	0.9512
chr21:38756425-38756992	0.13675	0.83085	0.6204	0.6275	0.4813	0.6603	0.61825	0.79245	0.56205	0.93095	0.83075	0.3163	0.66805	0.68605	0.16055	0.329052631578947	0.662384615384615	0.7317	0.474090909090909	0.400818181818182	0.430083333333333	0.886	0.89295	0.9177	0.90295	0.759526315789474	0.811875	0.984411764705882	0.900764705882353	0.9273	0.889	0.9587	0.94255	0.91735	0.91095	0.912157894736842	0.35965	0.8445	0.953777777777778	0.814	0.93195	0.9381	0.90455	0.92515	0.9468
chr8:89900728-89901411	0.257138888888889	0.88175	0.722888888888889	0.4745	0.519888888888889	0.622777777777778	0.871777777777778	0.8215	0.500138888888889	0.573444444444444	0.91990625	0.329777777777778	0.723055555555556	0.663972222222222	0.836361111111111	0.4375	0.59737037037037	0.221964285714286	0.360774193548387	0.527551724137931	0.684363636363636	0.888727272727273	0.847676470588235	0.892583333333333	0.914805555555556	0.9415	0.8055	0.76628125	0.963888888888889	0.890277777777778	0.93375	0.944305555555556	0.947444444444444	0.926527777777778	0.922472222222222	0.892527777777778	0.845916666666667	0.919916666666667	0.950527777777778	0.933272727272727	0.939266666666667	0.950633333333333	0.939027777777778	0.947617647058824	0.920083333333333
chr1:40117431-40117854	0.373	0.734142857142857	0.460142857142857	0.433714285714286	0.683571428571429	0.619857142857143	0.822857142857143	0.564857142857143	0.539428571428571	0.494142857142857	0.796	0.473142857142857	0.606	0.607285714285714	0.528857142857143	0.655714285714286	0.689142857142857	0.292285714285714	0.336285714285714	0.374714285714286	0.387428571428571	0.792142857142857	0.871571428571429	0.804142857142857	0.876714285714286	0.864	0.6616	0.877285714285714	0.784	0.812714285714286	0.836714285714286	0.873285714285714	0.709571428571429	0.818142857142857	0.772571428571429	0.715714285714286	0.674142857142857	0.895857142857143	0.856571428571429	0.844142857142857	0.861857142857143	0.797285714285714	0.875714285714286	0.816857142857143	0.800333333333333
chr11:94573998-94574831	0.264133333333333	0.563333333333333	0.256785714285714	0.226133333333333	0.3908	0.6904	0.2044	0.348066666666667	0.183866666666667	0.245733333333333	0.692866666666667	0.211066666666667	0.348533333333333	0.497866666666667	0.265	0.384928571428571	0.358571428571429	0.3292	0.180846153846154	0.219066666666667	0.203909090909091	0.549933333333333	0.759142857142857	0.4538	0.665066666666667	0.725666666666667	0.8722	0.7924	0.7975	0.8266	0.4562	0.822214285714286	0.777266666666667	0.741	0.535466666666667	0.8094	0.488928571428571	0.549733333333333	0.769466666666667	0.9062	0.815	0.894375	0.692	0.746333333333333	0.841133333333333
chr8:140096794-140096931	0.177	0.501428571428571	0.511	0.280714285714286	0.582857142857143	0.784714285714286	0.71	0.648714285714286	0.314571428571429	0.450285714285714	0.600142857142857	0.150857142857143	0.666	0.499571428571429	0.610285714285714	0.348571428571429	0.747714285714286	0	0.478571428571429	0.686333333333333	0.406571428571429	0.828714285714286	0.754	0.728714285714286	0.785714285714286	0.782	0.939714285714286	0.928142857142857	0.9382	1	0.735714285714286	0.843714285714286	0.889285714285714	0.838571428571429	0.750428571428571	0.826857142857143	0.767142857142857	0.841428571428571	0.900285714285714	0.894	0.870857142857143	0.937142857142857	0.918571428571428	0.94	0.902857142857143
chr16:626885-626959	0.5128	0.7188	0.2518	0.503	0.6308	0.5758	0.4736	0.352	0.3918	0.3286	0.347	0.749	0.2616	0.4944	0.0166	0	0.3564	0	0	0.34	0.602	0.4308	0.7058	0.5112	0.7126	0.9786	0	0	0.71675	0	0.7548	0.9434	0.9476	0.5628	0.9616	0.9434	0.9006	0.8386	0.96	1	0.91175	0.9778	0	0.7384	1
chr2:149210537-149211300	0.1447	0.5558	0.5644	0.5458	0.5859	0.536	0.5765	0.4892	0.5063	0.732	0.6975	0.364	0.4577	0.4321	0.7768	0.4584	0.7091	0.397	0.3016	0.407777777777778	0.279444444444444	0.844	0.782	0.801	0.7899	0.7127	0.8916	0.8253	0.738111111111111	0.8152	0.6432	0.8328	0.5716	0.8015	0.7726	0.8496	0.8122	0.7244	0.823888888888889	0.9266	0.930555555555556	0.918888888888889	0.7483	0.788	0.759
chr2:202035957-202037341	0.140176470588235	0.544823529411765	0.619875	0.263529411764706	0.640588235294118	0.369882352941176	0.281875	0.422470588235294	0.310117647058824	0.251411764705882	0.377411764705882	0.137294117647059	0.249235294117647	0.1836	0.698647058823529	0.442916666666667	0.615923076923077	0.150266666666667	0.112	0.403714285714286	0.484692307692308	0.695058823529412	0.645933333333333	0.623411764705882	0.634875	0.630066666666667	0.322	0.634625	0.6495	0.5133	0.643470588235294	0.756	0.802764705882353	0.616588235294118	0.547058823529412	0.443294117647059	0.521411764705882	0.492	0.509	0.775846153846154	0.538181818181818	0.6285	0.596333333333333	0.7356	0.635727272727273
chr6:105587154-105587847	0.125	0.473142857142857	0.524214285714286	0.417357142857143	0.442642857142857	0.525785714285714	0.684071428571429	0.281214285714286	0.496214285714286	0.712428571428571	0.578357142857143	0.453714285714286	0.399285714285714	0.377857142857143	0.416357142857143	0.3935	0.526769230769231	0.3854	0.307	0.6076	0.566	0.831642857142857	0.735888888888889	0.582	0.736714285714286	0.812785714285714	0.4375	0.741090909090909	0.691727272727273	0.807	0.749071428571429	0.721714285714286	0.935357142857143	0.801285714285714	0.774142857142857	0.716923076923077	0.567928571428571	0.804071428571429	0.861384615384615	0.6934	0.884571428571429	0.783785714285714	0.9235	0.804428571428571	0.879416666666667
chr6:156980579-156980737	0.259625	0.509	0.84425	0.512875	0.685	0.4305	0.648875	0.7955	0.74625	0.83525	0.560625	0.286	0.7185	0.8165	0.68975	0	0.925	0.0993333333333333	0.8	0.715571428571429	0.0417142857142857	0.780625	0.85925	0.831625	0.8635	0.88175	0.695875	0.975	0.900333333333333	0.95675	0.923625	0.96825	0.930375	0.9135	0.9015	0.798	0.912	0.898125	0.9505	0.969125	0.892875	1	0	0.966625	0.9266
chr8:142322682-142323154	0.857739130434783	0.762608695652174	0.43795652173913	0.557478260869565	0.408478260869565	0.893217391304348	0.469590909090909	0.570782608695652	0.507476190476191	0.852782608695652	0.535652173913043	0.460478260869565	0.522217391304348	0.627363636363636	0.739434782608696	0.543652173913043	0.538478260869565	0.690304347826087	0.388695652173913	0.468347826086957	0.645681818181818	0.911130434782609	0.939260869565217	0.628391304347826	0.953545454545455	0.917272727272727	0.935260869565217	0.909681818181818	0.817391304347826	0.95	0.779130434782609	0.931434782608696	0.88295652173913	0.903695652173913	0.883347826086957	0.9435	0.841782608695652	0.914434782608696	0.898521739130435	0.974739130434783	0.914833333333333	0.95404347826087	0.899666666666667	0.961782608695652	0.966611111111111
chr6:166730866-166731351	0.8235	0.881357142857143	0.665	0.505928571428571	0.583714285714286	0.739285714285714	0.509857142857143	0.734	0.623928571428571	0.8735	0.780166666666667	0.375285714285714	0.521090909090909	0.766	0.459142857142857	0.626571428571429	0.480555555555556	0.564571428571429	0.600444444444444	0.54475	0.498714285714286	0.934357142857143	0.895571428571429	0.893928571428571	0.948071428571429	0.838583333333333	0.465272727272727	0.915875	0.8874	0.957142857142857	0.838071428571429	0.846230769230769	0.916357142857143	0.893	0.913785714285714	0.918428571428571	0.882769230769231	0.929857142857143	0.945642857142857	0.889166666666667	0.943785714285714	0.9405	0.885642857142857	0.972928571428571	0.9385
chr13:47863428-47864180	0.397571428571429	0.835142857142857	0.7476	0.557142857142857	0.6982	0.797904761904762	0.899809523809524	0.78165	0.539904761904762	0.9226	0.8851	0.6111	0.508882352941176	0.725058823529412	0.92652380952381	0.40347619047619	0.855428571428571	0.5674375	0.6	0.250818181818182	0.50675	0.97452380952381	0.9376	0.911857142857143	0.938	0.950809523809524	0.916764705882353	0.88275	0.952238095238095	0.93075	0.917952380952381	0.937333333333333	0.930285714285714	0.921095238095238	0.914619047619048	0.817095238095238	0.670619047619048	0.909428571428571	0.976470588235294	0.976117647058824	0.952952380952381	0.942333333333333	0.90247619047619	0.930809523809524	0.944142857142857
chr10:131992815-131993536	0.187545454545455	0.574136363636364	0.550818181818182	0.540681818181818	0.561818181818182	0.354454545454545	0.467045454545455	0.606409090909091	0.458954545454545	0.375909090909091	0.45595	0.457727272727273	0.5121	0.649909090909091	0.564380952380952	0.440333333333333	0.5995	0.445285714285714	0.365571428571429	0.451631578947368	0.262842105263158	0.693727272727273	0.737954545454545	0.760772727272727	0.740681818181818	0.794954545454545	0.513529411764706	0.865142857142857	0.816090909090909	0.854818181818182	0.652772727272727	0.811318181818182	0.757772727272727	0.804681818181818	0.616727272727273	0.652363636363636	0.467666666666667	0.678954545454545	0.9185	0.932388888888889	0.878235294117647	0.946066666666667	0.88415	0.831375	0.880066666666667
chr1:107910836-107911172	0.307	0.736333333333333	0.5385	0.565333333333333	0.770333333333333	0.7985	0.79	0.824166666666667	0.527666666666667	0.958666666666667	0.594833333333333	0.294	0.442833333333333	0.7985	0.7495	0.589666666666667	0.7985	0.415166666666667	0.5444	0.4554	0.389166666666667	0.919666666666667	0.8452	0.881	0.898833333333333	0.897833333333333	0.739333333333333	0.9755	0.93475	0.949166666666667	0.852333333333333	0.885833333333333	0.723	0.8465	0.7995	0.823333333333333	0.869666666666667	0.825166666666667	0.918833333333333	0.9742	0.907166666666667	0.931333333333333	0.919833333333333	0.913	0.974666666666667
chr15:57025437-57025903	0.142833333333333	0.415833333333333	0.377666666666667	0.260166666666667	0.473166666666667	0.625166666666667	0.582166666666667	0.452	0.385333333333333	0.697666666666667	0.597333333333333	0.370333333333333	0.220666666666667	0.667666666666667	0.508666666666667	0.4895	0.659166666666667	0.333833333333333	0.288666666666667	0.517333333333333	0.51	0.8645	0.8355	0.557	0.645833333333333	0.747333333333333	0.899666666666667	0.720166666666667	0.778833333333333	0.790666666666667	0.499166666666667	0.755833333333333	0.812	0.720833333333333	0.538833333333333	0.735166666666667	0.660833333333333	0.6585	0.7185	0.724166666666667	0.806666666666667	0.661666666666667	0.754166666666667	0.804333333333333	0.760333333333333
chr16:47182154-47182827	0.425	0.930222222222222	0.466777777777778	0.644888888888889	0.626333333333333	0.885333333333333	0.909222222222222	0.872222222222222	0.502555555555556	0.926222222222222	0.929666666666667	0.515	0.971875	0.862111111111111	0.522555555555556	0.722555555555556	0.593333333333333	0.2948	0.398714285714286	0.528111111111111	0.578375	0.959125	0.939125	0.933333333333333	0.939222222222222	0.953333333333333	0.952333333333333	0.910888888888889	0.924625	0.919666666666667	0.861444444444444	0.908444444444444	0.919	0.942333333333333	0.886666666666667	0.922222222222222	0.919444444444444	0.858444444444444	0.892125	0.889	0.876777777777778	0.935111111111111	0.935222222222222	0.897333333333333	0.924777777777778
chr2:239048213-239048986	0.22769696969697	0.651225806451613	0.819121212121212	0.567333333333333	0.863969696969697	0.830757575757576	0.378151515151515	0.66569696969697	0.61730303030303	0.933787878787879	0.63548275862069	0.284575757575758	0.477393939393939	0.771333333333333	0.953592592592593	0.648727272727273	0.910212121212121	0.263515151515152	0.49421875	0.741939393939394	0.293125	0.876060606060606	0.9313125	0.905939393939394	0.864969696969697	0.888	0.887206896551724	0.839333333333333	0.909424242424242	0.870060606060606	0.854242424242424	0.91830303030303	0.937666666666667	0.906181818181818	0.863060606060606	0.817030303030303	0.887939393939394	0.905606060606061	0.893242424242424	0.896606060606061	0.802727272727273	0.912060606060606	0.910484848484848	0.87869696969697	0.885848484848485
chr20:5518872-5521901	0.789	0.743235294117647	0.506235294117647	0.36	0.506705882352941	0.671588235294118	0.614625	0.748411764705882	0.516647058823529	0.759470588235294	0.9001875	0.311411764705882	0.5239375	0.7085	0.566666666666667	0.487882352941176	0.633375	0.28925	0.529727272727273	0.590058823529412	0.314588235294118	0.812625	0.880866666666667	0.878176470588235	0.787882352941176	0.877529411764706	0.3188125	0.862071428571429	0.788705882352941	0.944352941176471	0.772352941176471	0.877941176470588	0.86125	0.862	0.863352941176471	0.726882352941176	0.737823529411765	0.83	0.849529411764706	0.82225	0.7998125	0.798846153846154	0.756058823529412	0.845411764705882	0.780117647058823
chr3:170262013-170262898	0.37525	0.72925	0.572875	0.501	0.8735	0.7665	0.523625	0.608	0.482875	0.86175	0.4435	0.420625	0.252	0.712625	0.819125	0.60775	0.674375	0.464	0.225285714285714	0.530714285714286	0.522375	0.774375	0.9418	0.703	0.863875	0.92325	0.961666666666667	0.923	0.93325	0.908375	0.868625	0.86275	0.972875	0.841625	0.829875	0.762625	0.825	0.897375	0.875333333333333	0.9825	0.75275	0.85375	0.806875	0.77475	0.751375
chr16:19363720-19364252	0.27	0.6151	0.4649	0.5799	0.6488	0.6829	0.4465	0.703333333333333	0.5373	0.6563	0.4958	0.273	0.6209	0.514444444444444	0.598	0.418333333333333	0.3645	0.168	0.43725	0.450444444444444	0.132666666666667	0.7378	0.8297	0.7786	0.6793	0.7158	0.885285714285714	0.837333333333333	0.6399	0.814555555555556	0.6463	0.8391	0.5507	0.7685	0.878444444444444	0.7081	0.7811	0.787	0.9377	1	0.888	0.8419	0.7723	0.8445	0.7759
chr1:40936484-40937306	0.2714	0.5106	0.4972	0.4326	0.6574	0.6414	0.2764	0.4416	0.367	0.5716	0.361	0.3714	0.3974	0.495	0.6324	0.4282	0.7538	0.3514	0.3564	0.2602	0.2636	0.7822	0.917333333333333	0.5242	0.7046	0.634	0.7398	0.9206	0.7974	0.7176	0.5504	0.797	0.768	0.7238	0.7448	0.8382	0.5764	0.6208	0.839	0.7176	0.708	0.8078	0.7432	0.8508	0.8838
chr3:187251913-187252670	0.6765	0.662875	0.544375	0.395875	0.5625	0.593125	0.5625	0.55775	0.365375	0.71975	0.545375	0.316875	0.294375	0.550125	0.641125	0.599142857142857	0.606857142857143	0.490875	0.117875	0.519428571428571	0.185875	0.739428571428571	0.831666666666667	0.749125	0.80075	0.713625	0.433428571428571	0.890625	0.758	0.93025	0.63	0.831375	0.7935	0.78025	0.831	0.61425	0.745714285714286	0.663125	0.923125	0.907857142857143	0.821285714285714	0.885166666666667	0.809	0.730333333333333	0.723125
chr15:60494384-60494983	0.487666666666667	0.675	0.6492	0.6924	0.9098	0.6112	0.7528	0.6164	0.474	0.8978	0.6278	0.267	0.3898	0.8496	0.6248	0.5462	0.7434	0.4968	0.4062	0.7346	0.499	0.9732	0.8678	0.6992	0.976	0.895	0.9064	0.96	0.8674	0.9244	0.6822	0.8768	0.8802	0.8912	0.9088	0.8516	0.8548	0.948	0.9548	0.9496	0.9376	0.9244	0.9278	0.9454	0.932
chr7:106004812-106005814	0.46625	0.6575	0.439375	0.511	0.582125	0.640375	0.59025	0.493125	0.551625	0.547375	0.622	0.394625	0.508125	0.4395	0.6645	0.5	0.534125	0.409125	0.32225	0.432571428571429	0.382142857142857	0.75375	0.890142857142857	0.730875	0.754875	0.742142857142857	0.635	0.76725	0.763625	0.7835	0.69725	0.883125	0.728375	0.793125	0.728125	0.61975	0.73225	0.82975	0.817142857142857	0.761875	0.660333333333333	0.7025	0.678857142857143	0.751	0.726857142857143
chr14:66547348-66547749	0.409833333333333	0.796833333333333	0.646666666666667	0.523166666666667	0.786166666666667	0.734833333333333	0.807333333333333	0.813166666666667	0.338	0.918	0.246333333333333	0.347666666666667	0.597833333333333	0.617833333333333	0.883333333333333	0.4895	0.819	0.157166666666667	0.571	0.546833333333333	0.35	0.844666666666667	0.953666666666667	0.775333333333333	0.8045	0.892666666666667	0.870333333333333	0.876166666666667	0.839166666666667	0.889333333333333	0.824666666666667	0.878666666666667	0.854833333333333	0.843	0.901	0.913333333333333	0.867333333333333	0.934166666666667	0.909666666666667	0.881333333333333	0.9265	0.9055	0.8285	0.891	0.913166666666667
chr3:183701489-183702215	0.1908	0.7772	0.9048	0.58	0.8843	0.8874	0.8878	0.8059	0.5686	0.9115	0.7121	0.3508	0.4262	0.6392	0.8318	0.5675	0.8514	0.5353	0.4793	0.628875	0.5878	0.965875	0.91225	0.9051	0.9452	0.9246	0.9179	0.955	0.975222222222222	0.987222222222222	0.905	0.9361	0.9489	0.9214	0.9745	0.8991	0.9659	0.9554	0.986111111111111	0.938833333333333	0.936444444444444	0.9424	0.965888888888889	0.9476	0.9338
