chrom	start	end	Methylation	NNscore	cor
chr16	26266436	26266436	0.757576	0.033050924539566	-0.740761602675374
chr16	26268003	26268003	0.205882	0.796809637546539	-0.738657023391061
chr16	26268039	26268039	0.617647	0.0646819293498993	-0.738955011091272
chr16	26268157	26268157	0.810811	0.476268088817596	-0.740040773744871
chr16	26268411	26268411	0.513514	0.1047736287117	-0.740777340653311
chr16	26268607	26268607	0.5	0.183495253324509	-0.740794449786808
chr16	26268637	26268637	0.058824	0.953829336166382	-0.739791501341665
chr16	26268817	26268817	0.038462	0.994629430770874	-0.741439161202654
chr16	26268912	26268912	0.621622	0.179925709962845	-0.740298576390804
chr16	26268918	26268918	0.486486	0.231293350458145	-0.740686288413674
chr16	26268940	26268940	0.179487	0.941191780567169	-0.744030758832234
chr16	26269308	26269308	0.892857	0.175677126646042	-0.733600346568507
chr16	26269507	26269507	0.346154	0.288860750198364	-0.734143298783995
chr16	26269754	26269754	0.45	0.0245889961719513	-0.732603109562014
chr16	26269760	26269760	0.527778	0.0158024370670319	-0.731223203999391
chr16	26269793	26269793	0.866667	0.0436007618904114	-0.727020340643782
chr16	26269940	26269940	0.769231	0.053462553024292	-0.727807173388633
chr16	26270024	26270024	0.5	0.0362435638904572	-0.728644179562735
chr16	26270040	26270040	0.230769	0.117554384469986	-0.729161207464518
chr16	26270313	26270313	0.275862	0.628904145956039	-0.733000290497783
chr16	26270454	26270454	0.027027	0.979314422607422	-0.739566446991785
chr16	26270718	26270718	0.608696	0.109526997804642	-0.73724878900219
chr16	26270963	26270963	0.541667	0.764335119724274	-0.735930288647955
chr16	26271150	26271150	0.4	0.786475265026093	-0.745800057206421
chr16	26271213	26271213	0.147059	0.707613730430603	-0.745881960195856
chr16	26271318	26271318	0.897436	0.230828583240509	-0.743729332830097
chr16	26271659	26271659	0.071429	0.989115631580353	-0.745358687141366
chr16	26271841	26271841	0.454545	0.242284619808197	-0.747057028513741
chr16	26271997	26271997	0.962963	0.343917208909988	-0.751415760311231
chr16	26272369	26272369	0.045455	0.859853219985962	-0.753006735921984
chr16	26272475	26272475	0.862069	0.0448834598064423	-0.752694352898194
chr16	26272762	26272762	0.068182	0.935399842262268	-0.752618389002481
chr16	26272825	26272825	0.179487	0.952111339569092	-0.755083759481129
chr16	26272895	26272895	0.105263	0.946188318729401	-0.750598552969609
chr16	26273020	26273020	0.322581	0.522701001167297	-0.75001613360909
chr16	26273154	26273154	0.470588	0.0743121922016144	-0.74860501443369
chr16	26273448	26273448	0.131579	0.0223222315311432	-0.748542358216747
chr16	26273503	26273503	0	0.978700160980225	-0.744012950659075
chr16	26273669	26273669	0.02439	0.977200877666473	-0.74168410434013
chr16	26273761	26273761	0.333333	0.747613120079041	-0.742173047197969
chr16	26273822	26273822	0.027778	0.9773845911026	-0.742114869245834
chr16	26273975	26273975	0.903226	0.00977408885955811	-0.741411631107375
chr16	26274042	26274042	0.04	0.935190629959106	-0.755976624285701
chr16	26274576	26274576	0.388889	0.732473504543304	-0.752091369176923
chr16	26274686	26274686	0.472222	0.52619469165802	-0.749597212884736
chr16	26274906	26274906	0	0.896866273880005	-0.744120246439448
chr16	26274951	26274951	0.766667	0.0212023854255676	-0.743924579694233
chr16	26275215	26275215	0.428571	0.851017367839813	-0.752266888706458
chr16	26275466	26275466	0.864865	0.0833770275115967	-0.752205405468162
chr16	26275554	26275554	0.108108	0.923013317584992	-0.750689671564478
chr16	26275697	26275697	0.130435	0.994029319286346	-0.749671101464663
chr16	26275973	26275973	0.428571	0.868659293651581	-0.749966690198522
chr16	26276130	26276130	0.892857	0.00750394463539123	-0.754161691983031
chr16	26276132	26276132	0.965517	0.0203639030456543	-0.744966945332038
chr16	26276363	26276363	0.173913	0.727637696266174	-0.744420534566372
chr16	26276508	26276508	0.076923	0.975831305980682	-0.746099166887839
chr16	26276556	26276556	0.071429	0.95483146905899	-0.751830966593738
chr16	26276643	26276643	0.857143	0.345338195562363	-0.76572258730622
chr16	26276703	26276703	0.53125	0.238683903217316	-0.764320946604477
chr16	26276822	26276822	0.045455	0.994332957267761	-0.763790451665762
chr16	26276870	26276870	0.527778	0.226767116785049	-0.762617056831171
chr16	26276984	26276984	0.230769	0.536606997251511	-0.760931616242528
chr16	26277011	26277011	0.628571	0.104475092887878	-0.761501383847916
chr16	26277094	26277094	0.459459	0.934128761291504	-0.764584611903607
chr16	26277506	26277506	0.791667	0.0139584064483643	-0.763447624456127
chr16	26277752	26277752	0.125	0.244727951288223	-0.762670367577074
