region	EAC_hypoDMRs	ESCC_hypoDMRs
chr10:24466138-24466139	0	0
chr1:234963636-234963637	1	0
chr3:141940282-141940283	0	0
chr6:108905089-108905090	1	0
chr17:41530351-41530352	1	0
chr1:59893291-59893292	0	0
chr13:43055175-43055176	0	0
chr16:34576468-34576469	0	0
chr12:105214306-105214307	1	0
chr17:37710489-37710490	1	0
chr10:61752875-61752876	1	0
chr6:157954786-157954787	0	0
chr1:152048495-152048496	0	0
chr2:218295222-218295223	0	0
chr8:11802555-11802556	0	0
chr2:17558307-17558308	0	0
chr1:109134585-109134586	1	0
chr8:127215351-127215352	0	0
chr3:195848903-195848904	0	0
chr16:19431822-19431823	1	0
chr4:190178059-190178060	0	0
chr17:7261347-7261348	0	0
chr2:43005527-43005528	1	0
chr4:68733184-68733185	1	0
chr6:43927326-43927327	0	0
chr6:108904036-108904037	1	0
chr11:61756863-61756864	0	0
chr13:53010741-53010742	0	0
chr1:143256488-143256489	0	0
chr3:153159386-153159387	1	0
chr2:237861313-237861314	1	0
chr6:105609062-105609063	0	0
chr5:160694224-160694225	0	0
chr10:24383452-24383453	0	0
chr3:169389830-169389831	1	0
chr12:120957078-120957079	0	0
chr1:59892447-59892448	0	0
chr2:218397953-218397954	0	0
chr4:11505441-11505442	0	0
chr6:2986194-2986195	0	0
chr13:99494738-99494739	0	0
chr13:112711925-112711926	0	0
chr1:234978023-234978024	1	0
chr4:75673630-75673631	0	0
chr17:39770043-39770044	0	0
chr3:193872395-193872396	0	0
chr6:105372715-105372716	1	0
chr6:17706954-17706955	0	0
chr13:108154610-108154611	0	0
chr6:42137050-42137051	0	0
chr2:26012392-26012393	0	0
chr10:3852597-3852598	0	0
chr15:96265111-96265112	0	0
chr9:128115603-128115604	0	0
chr13:97258143-97258144	0	0
chr6:79570765-79570766	0	0
chr1:15424249-15424250	1	0
chr7:20215309-20215310	0	0
chr10:5147561-5147562	1	0
chr9:68732272-68732273	0	0
chr2:215137247-215137248	0	0
chr2:236078584-236078585	0	0
chr7:104982755-104982756	0	0
chr17:72618147-72618148	0	0
chr1:143185179-143185180	0	0
chr16:19393927-19393928	0	0
chr12:47207387-47207388	0	0
chr11:34603261-34603262	1	0
chr12:105318104-105318105	1	0
chr2:233409726-233409727	1	0
chr5:151131482-151131483	1	0
chr7:12801433-12801434	0	0
chr17:71632507-71632508	0	0
chr1:164660515-164660516	0	0
chr2:168211192-168211193	0	0
chr4:76665355-76665356	1	0
chr18:3593776-3593777	0	0
chr1:64172185-64172186	0	0
chr5:168302059-168302060	1	0
chr2:69781500-69781501	1	0
chr11:7605713-7605714	1	0
chr17:71633425-71633426	0	0
chr8:17802870-17802871	0	0
chr13:44765278-44765279	1	0
chr17:72413467-72413468	1	0
chr2:47176572-47176573	0	0
chr8:86344387-86344388	0	0
chr1:160540289-160540290	0	0
chr2:47079216-47079217	1	0
chr16:20904988-20904989	1	0
chr4:38230634-38230635	0	0
chr1:16905365-16905366	0	0
chr6:39204179-39204180	0	0
chr13:27956743-27956744	1	0
chr17:72661562-72661563	0	0
chr17:47960593-47960594	0	0
chr10:70233871-70233872	0	0
chr6:142872224-142872225	1	0
chr17:48244456-48244457	0	0
chr7:77481877-77481878	0	0
chr12:4720201-4720202	0	0
chr10:42073539-42073540	0	0
chr12:104219691-104219692	0	0
chr7:143472375-143472376	0	0
chr1:160539388-160539389	0	0
chr19:11092112-11092113	0	0
chrX:2401815-2401816	0	0
chr2:233353805-233353806	0	0
chr2:207832026-207832027	1	0
chr1:42980719-42980720	0	0
chrY:56707197-56707198	0	0
chr7:44634536-44634537	0	0
chr11:75343565-75343566	1	0
chr1:225445114-225445115	0	0
chr11:17209418-17209419	0	0
chr13:40994185-40994186	0	0
chr22:37502442-37502443	0	0
chr14:100142722-100142723	0	0
chr12:52925296-52925297	1	0
chr17:58007707-58007708	0	0
chr12:42961718-42961719	0	0
chr13:75705576-75705577	0	0
chr6:49889005-49889006	0	0
chr9:72983593-72983594	1	0
chr7:112572831-112572832	0	0
chr2:47906623-47906624	0	0
chr11:59706857-59706858	0	0
chr2:159153768-159153769	0	0
chr9:128078263-128078264	1	0
chr4:123588356-123588357	0	0
chr9:128079146-128079147	1	0
chr13:44369083-44369084	1	0
chr1:47322662-47322663	1	0
chr12:46365551-46365552	0	0
chr20:53621540-53621541	0	0
chr12:45192582-45192583	0	0
chr1:26914244-26914245	0	0
chr7:102097757-102097758	1	0
chr1:234975248-234975249	0	0
chr11:86790386-86790387	0	0
chr7:104943586-104943587	1	0
chr2:234956380-234956381	1	0
chr2:233700405-233700406	0	0
chr11:113665199-113665200	0	0
chr2:170715285-170715286	0	0
chr10:69425969-69425970	0	0
chr15:90213735-90213736	0	0
chr10:75262234-75262235	0	0
chr20:17682913-17682914	0	0
chr1:12708564-12708565	0	0
chr2:98705034-98705035	0	0
chr6:12529244-12529245	0	0
chr6:13829256-13829257	1	0
chr2:233410597-233410598	0	0
chr4:49109731-49109732	0	0
chr10:42075313-42075314	0	0
chr1:12144331-12144332	0	0
chr1:22702564-22702565	1	0
chr2:28269604-28269605	1	0
chr2:43469303-43469304	0	0
chr3:122443922-122443923	0	0
chr2:43426564-43426565	0	0
chr7:7416196-7416197	0	0
chr15:85443939-85443940	0	0
chr10:11687651-11687652	0	0
chr13:26951874-26951875	0	0
chr6:27837360-27837361	0	0
chr6:45587346-45587347	0	0
chr15:29821484-29821485	0	0
chr21:10270324-10270325	0	0
chr9:71742495-71742496	0	0
chr12:115474798-115474799	0	0
chr4:184348958-184348959	1	0
chr6:40997487-40997488	0	0
chr5:49666511-49666512	0	0
chr4:78567660-78567661	1	0
chr13:73041143-73041144	1	0
chr13:29548852-29548853	1	0
chr9:94805885-94805886	0	0
chr1:6359962-6359963	1	0
chr6:155328908-155328909	0	0
chr12:45547278-45547279	0	0
chr17:40284345-40284346	0	0
chr6:56399733-56399734	1	0
chr22:39473403-39473404	0	0
chr1:15780810-15780811	0	0
chr9:76586219-76586220	1	0
chr2:11753642-11753643	1	0
chr22:38694982-38694983	1	0
chr6:138088309-138088310	0	0
chr15:94845037-94845038	0	0
chr17:75684432-75684433	0	0
chr6:26285352-26285353	0	0
chr5:174454698-174454699	0	0
chr3:65953380-65953381	1	0
chr11:94602676-94602677	0	0
chr8:8872508-8872509	1	0
chr2:192487607-192487608	0	0
chr3:114719397-114719398	1	0
chr17:31489897-31489898	1	0
chr1:124377257-124377258	0	0
chr1:143266690-143266691	0	0
chr15:64522235-64522236	0	0
chr1:124376563-124376564	0	0
chr2:113231101-113231102	1	0
chr6:158707266-158707267	0	0
chr22:38694152-38694153	0	0
chr18:3052210-3052211	0	0
chr19:33049055-33049056	1	0
chr15:76311484-76311485	0	0
chr11:46553958-46553959	0	0
chr10:82814181-82814182	0	0
chr4:83207885-83207886	0	0
chr3:194124364-194124365	1	0
chr3:152268835-152268836	0	0
chr7:17206739-17206740	1	0
chr11:57799190-57799191	0	0
chr14:61533830-61533831	0	0
chr4:114564065-114564066	0	0
chr15:71252208-71252209	0	0
chr21:42468788-42468789	1	0
chr2:201126341-201126342	1	0
chr6:136962858-136962859	0	0
chr12:120678273-120678274	0	0
chr12:46210839-46210840	0	0
chr1:3320704-3320705	0	0
chr7:29376351-29376352	1	0
chr1:15795365-15795366	0	0
chr1:58885469-58885470	1	0
chr16:15577136-15577137	0	0
chr6:7561428-7561429	1	0
chr13:71015734-71015735	0	0
chr1:200668840-200668841	0	0
chr2:75523876-75523877	0	0
chr4:69832921-69832922	1	0
chr1:22717278-22717279	0	0
chrX:46327036-46327037	0	0
chr1:94603062-94603063	1	0
chr18:11887781-11887782	1	0
chr15:63462255-63462256	1	0
chr6:137978384-137978385	0	0
chr2:64114187-64114188	1	0
chr2:240565917-240565918	0	0
chr3:12445345-12445346	0	0
chr6:167224206-167224207	0	0
chr4:49102526-49102527	0	0
chr1:143238039-143238040	0	0
chr2:231094793-231094794	1	0
chr6:18053781-18053782	0	0
chr12:15629235-15629236	0	0
chr4:74005779-74005780	0	0
chr14:95249289-95249290	0	0
chr11:85828558-85828559	0	0
chr2:9178517-9178518	0	0
chr8:13276928-13276929	0	0
chr11:62046435-62046436	0	0
chr19:33047515-33047516	0	0
chr4:139014545-139014546	0	0
chr10:29865919-29865920	0	0
chr17:62165328-62165329	0	0
chrY:56685604-56685605	0	0
chr5:174453864-174453865	0	0
chr17:57414141-57414142	1	0
chr2:60092005-60092006	1	0
chr10:59965480-59965481	0	0
chr12:124637712-124637713	0	0
chr4:49108362-49108363	0	0
chr17:55433326-55433327	0	0
chr1:41954912-41954913	0	0
chr7:74285100-74285101	0	0
chr8:127590597-127590598	1	0
chr7:156666823-156666824	1	0
chr10:42070935-42070936	0	0
chr7:140242628-140242629	0	0
chr14:67542005-67542006	1	0
chr22:29030165-29030166	1	0
chr7:6268621-6268622	1	0
chr4:77264277-77264278	0	0
chr6:34745230-34745231	0	0
chr1:202076255-202076256	1	0
chr3:170331305-170331306	1	0
chr4:49103571-49103572	0	0
chr12:44816830-44816831	0	0
chr7:47558212-47558213	0	0
chr2:208638237-208638238	0	0
chr17:58388014-58388015	1	0
chr1:150363524-150363525	0	0
chr7:51340455-51340456	0	0
chr22:28912456-28912457	1	0
chr1:124741402-124741403	0	0
chr7:5418819-5418820	0	0
chr9:87570053-87570054	1	0
chr4:49147346-49147347	0	0
chr11:62042178-62042179	0	0
chr6:1630976-1630977	0	0
chr14:79552885-79552886	0	0
chr2:27752839-27752840	0	0
chr20:51761089-51761090	1	0
chr6:73585504-73585505	0	0
chr12:40718749-40718750	0	0
chr12:47276735-47276736	1	0
chr5:180976695-180976696	0	0
chr12:47912823-47912824	0	0
chr7:48147450-48147451	1	0
chr2:201183063-201183064	0	0
chr13:53015317-53015318	0	0
chr13:49098422-49098423	0	0
chr18:3004145-3004146	0	0
chr3:177300178-177300179	1	0
chr3:46948371-46948372	0	0
chr3:177295230-177295231	1	0
chr11:34263559-34263560	0	0
chr5:174504111-174504112	0	0
chr15:78952175-78952176	0	0
chr6:134853469-134853470	1	0
chr6:7587874-7587875	0	0
chr22:43129607-43129608	0	0
chr6:87213636-87213637	0	0
chr2:124080912-124080913	0	0
chr1:1109904-1109905	1	0
chr15:90124872-90124873	0	0
chr5:67879862-67879863	0	0
chr11:64889123-64889124	1	0
chr17:65434260-65434261	0	0
chr5:149452414-149452415	0	0
chr1:51569815-51569816	0	0
chr7:105006608-105006609	1	0
chr12:27280634-27280635	1	0
chr15:91536881-91536882	0	0
chr2:26721904-26721905	0	0
chr2:203106188-203106189	0	0
chr14:55316846-55316847	0	0
chr8:29555656-29555657	0	0
chr17:62164023-62164024	0	0
chr11:34234468-34234469	0	0
chr2:124081394-124081395	0	0
chr13:47397895-47397896	0	0
chr10:42081679-42081680	0	0
chr7:149066098-149066099	0	0
chr15:70495108-70495109	0	0
chr11:129414356-129414357	1	0
chr7:102993149-102993150	1	0
chr10:26349052-26349053	0	0
chr17:65784010-65784011	0	0
chr2:111946772-111946773	0	0
chrX:7132431-7132432	0	0
chr17:57376036-57376037	0	0
chr4:108446616-108446617	0	0
chr12:47245052-47245053	0	0
chr4:77560404-77560405	0	0
chr6:150592510-150592511	1	0
chr20:1399886-1399887	0	0
chr14:99574604-99574605	0	0
chr2:147032090-147032091	0	0
chr1:177899129-177899130	0	0
chr12:45284271-45284272	0	0
chr7:64999827-64999828	0	0
chr16:34571900-34571901	0	0
chr6:53734765-53734766	0	0
chr7:142908981-142908982	0	0
chr15:44157913-44157914	0	0
chr3:194003332-194003333	0	0
chr13:79724480-79724481	0	0
chr2:9005065-9005066	0	0
chr10:61899036-61899037	0	0
chr13:73399478-73399479	0	0
chr6:154507565-154507566	1	0
chr2:232385946-232385947	0	0
chr16:15590993-15590994	0	0
chr12:4279235-4279236	0	0
chr8:71253740-71253741	0	0
chr6:127481880-127481881	0	0
chr12:15535459-15535460	0	0
chr13:98822347-98822348	1	0
chr6:113352321-113352322	1	0
chr3:45774217-45774218	0	0
chr1:109948506-109948507	1	0
chr1:12148388-12148389	0	0
chr6:53634255-53634256	1	0
chrY:56768650-56768651	0	0
chr3:121804091-121804092	1	0
chr9:128558612-128558613	0	0
chr10:73586811-73586812	1	0
chr14:102849821-102849822	0	0
chr5:49656863-49656864	0	0
chr11:102317272-102317273	0	0
chr12:45583450-45583451	0	0
chr6:12343824-12343825	1	0
chr6:70399075-70399076	0	0
chr14:37969845-37969846	0	0
chr2:208254109-208254110	0	0
chr16:46383370-46383371	0	0
chr15:80684865-80684866	0	0
chr12:45273958-45273959	0	0
chr3:171156629-171156630	0	0
chr14:38011379-38011380	0	0
chr15:78945249-78945250	0	0
chr6:157728587-157728588	1	0
chr4:499182-499183	0	0
chr11:37505105-37505106	0	0
chr7:101585285-101585286	0	0
chr15:70509161-70509162	0	0
chr1:110336854-110336855	0	0
chr2:173545123-173545124	1	0
chr5:49599987-49599988	0	0
chr11:93612039-93612040	0	0
chr5:49602656-49602657	0	0
chr7:116810720-116810721	0	0
chr10:84527710-84527711	0	0
chr6:131102227-131102228	0	0
chr10:42067339-42067340	0	0
chr5:159211117-159211118	0	0
chr4:49139737-49139738	0	0
chr5:35238008-35238009	0	0
chr2:42064540-42064541	0	0
chr11:62841755-62841756	0	0
chr10:61815684-61815685	0	0
chr15:69554521-69554522	1	0
chr5:180899046-180899047	1	0
chr12:111367796-111367797	0	0
chr15:85563551-85563552	1	0
chr17:23016370-23016371	0	0
chr9:110194442-110194443	1	0
chr10:42077777-42077778	0	0
chr17:63676175-63676176	0	0
chr17:933650-933651	0	0
chr16:14979735-14979736	1	0
chr7:75880059-75880060	0	0
chr5:168329244-168329245	1	0
chr2:172330211-172330212	1	0
chr11:57783336-57783337	1	0
chr6:48827437-48827438	0	0
chr13:26983183-26983184	0	0
chr10:547150-547151	0	0
chr15:57662387-57662388	0	0
chrY:56769742-56769743	0	0
chr17:43010870-43010871	1	0
chr17:71098224-71098225	0	0
chr3:177338829-177338830	1	0
chr2:64105196-64105197	1	0
chr8:117914644-117914645	1	0
chr4:49154515-49154516	0	0
chr7:116218294-116218295	1	0
chr4:49092815-49092816	0	0
chr2:209368997-209368998	0	0
chr2:54905091-54905092	0	0
chr21:42462714-42462715	1	0
chr9:112119647-112119648	1	0
chr1:239213081-239213082	0	0
chr3:152308232-152308233	1	0
chr17:64084426-64084427	0	0
chr20:1467775-1467776	1	0
chr1:12478387-12478388	0	0
chr8:18666423-18666424	0	0
chr22:37569607-37569608	0	0
chr2:90395588-90395589	0	0
chr1:46754865-46754866	0	0
chr10:72097889-72097890	1	0
chr5:131164572-131164573	0	0
chr12:71158435-71158436	0	0
chr4:114513106-114513107	0	0
chr4:49153447-49153448	0	0
chr7:96303305-96303306	1	0
chr20:26010458-26010459	0	0
chr14:96240058-96240059	1	0
chr2:74862398-74862399	1	0
chr17:47502657-47502658	0	0
chr6:1797822-1797823	0	0
chr18:3652989-3652990	0	0
chr10:75405311-75405312	0	0
chr8:8288621-8288622	0	0
chr12:122920400-122920401	0	0
chr4:158672195-158672196	0	0
chr16:34588283-34588284	0	0
chr9:91198071-91198072	0	0
chr6:129664118-129664119	1	0
chr5:134018696-134018697	1	0
chr13:41005754-41005755	1	0
chr1:69967582-69967583	0	0
chrY:56678349-56678350	0	0
chr6:16512129-16512130	0	0
chr2:47310232-47310233	1	0
chr2:160076377-160076378	1	0
chr1:164683523-164683524	0	0
chr15:59256238-59256239	1	0
chr3:139535081-139535082	0	0
chr9:77284120-77284121	1	0
chr8:123922325-123922326	0	0
chr4:49097286-49097287	0	0
chr13:59608180-59608181	0	0
chr13:105919294-105919295	0	0
chr10:84494380-84494381	0	0
chr10:58811110-58811111	0	0
chr1:200027541-200027542	0	0
chr2:105711526-105711527	0	0
chr14:99422564-99422565	1	0
chr7:151350036-151350037	0	0
chr2:203579143-203579144	0	0
chr8:128176974-128176975	0	0
chr10:59972230-59972231	0	0
chr15:70492555-70492556	0	0
chr2:68721712-68721713	1	0
chr1:231234198-231234199	1	0
chr12:106649061-106649062	0	0
chr14:55385963-55385964	0	0
chr1:154001861-154001862	1	0
chr12:31959227-31959228	0	0
chr13:75385813-75385814	1	0
chr12:15546378-15546379	0	0
chr5:168288511-168288512	0	0
chr2:206955444-206955445	0	0
chr11:39541851-39541852	0	0
chr11:9566029-9566030	0	0
chr1:61744282-61744283	0	0
chr2:90381678-90381679	0	0
chr12:31948946-31948947	0	0
chr17:76633838-76633839	1	0
chr1:58041947-58041948	0	0
chr5:131163748-131163749	0	0
chr3:142613623-142613624	0	0
chr6:139588372-139588373	1	0
chr17:47810635-47810636	0	0
chr17:71424372-71424373	0	0
chr6:45524924-45524925	0	0
chr19:39401533-39401534	1	0
chr2:226115309-226115310	0	0
chr15:70508040-70508041	0	0
chr10:26714800-26714801	0	0
chr1:77667447-77667448	0	0
chr17:65290207-65290208	0	0
chr17:43361285-43361286	0	0
chr5:160657405-160657406	0	0
chr6:47188698-47188699	1	0
chr14:89041350-89041351	0	0
chr7:13017486-13017487	0	0
chr21:10325825-10325826	0	0
chr3:110656607-110656608	0	0
chr9:129335855-129335856	0	0
chr8:11799304-11799305	1	0
chr11:77471940-77471941	0	0
chr6:165573904-165573905	0	0
chr12:31732052-31732053	0	0
chr1:232682463-232682464	1	0
chr6:132607745-132607746	0	0
chrX:40174206-40174207	0	0
chr8:98836743-98836744	1	0
chr13:30114055-30114056	0	0
chr13:106144385-106144386	0	0
chr15:91279154-91279155	0	0
chr17:81394043-81394044	0	0
chr9:137400226-137400227	1	0
chr22:31646816-31646817	0	0
chr9:127388486-127388487	0	0
chr2:90387819-90387820	0	0
chr1:124778183-124778184	0	0
chr2:67895330-67895331	0	0
chr14:68179038-68179039	0	0
chr1:200106542-200106543	0	0
chr10:3095524-3095525	0	0
chr12:46430605-46430606	0	0
chr11:100861441-100861442	1	0
chrY:11312525-11312526	0	0
chr13:27549554-27549555	0	0
chr2:227799396-227799397	1	0
chr7:48144550-48144551	1	0
chr17:65290825-65290826	0	0
chrY:56715643-56715644	0	0
chr3:196108506-196108507	0	0
chr18:77115009-77115010	0	0
chr9:114908507-114908508	0	0
chr11:116428105-116428106	0	0
chr22:46575535-46575536	0	0
chr3:195548722-195548723	1	0
chr1:85225296-85225297	0	0
chr22:31220460-31220461	1	0
chr15:62141852-62141853	1	0
chr11:111360465-111360466	0	0
chr16:8912117-8912118	1	0
chr20:31610828-31610829	0	0
chrX:41823134-41823135	0	0
chr22:35134849-35134850	0	0
chr22:49500370-49500371	0	0
chr7:55047162-55047163	0	0
chr17:37609414-37609415	0	0
chr1:92804979-92804980	0	0
chr1:159961020-159961021	0	0
chr16:88488356-88488357	1	0
chr6:1251975-1251976	1	0
chr11:34075584-34075585	1	0
chr8:65717577-65717578	1	0
chr18:3618242-3618243	0	0
chr2:226772785-226772786	1	0
chr11:75367027-75367028	0	0
chr22:31217771-31217772	1	0
chr6:113643257-113643258	1	0
chr17:73308383-73308384	1	0
chr12:14240462-14240463	0	0
chr14:69942542-69942543	0	0
chr11:96099127-96099128	0	0
chr1:172451333-172451334	0	0
chr12:118089435-118089436	1	0
chr10:43166646-43166647	0	0
chr7:15765138-15765139	0	0
chr2:112041742-112041743	1	0
chr7:149145261-149145262	0	0
chr10:3486605-3486606	0	0
chr3:132303503-132303504	0	0
chr15:37020526-37020527	1	0
chr12:113230142-113230143	0	0
chr6:108971481-108971482	1	0
chr19:37943667-37943668	1	0
chr1:247055134-247055135	0	0
chr6:143546416-143546417	0	0
chr12:106358546-106358547	0	0
chr10:93476094-93476095	0	0
chr14:37968972-37968973	0	0
chr13:27442205-27442206	1	0
chr15:69201251-69201252	0	0
chr15:90334464-90334465	0	0
chr3:177357510-177357511	0	0
chr1:86793311-86793312	0	0
chr13:44756621-44756622	1	0
chr1:32934199-32934200	1	0
chr1:207024499-207024500	1	0
chr3:87333657-87333658	0	0
chr15:92801701-92801702	0	0
chr12:45282741-45282742	0	0
chr1:112905180-112905181	0	0
chr1:243268233-243268234	1	0
chr2:88699138-88699139	0	0
chr10:12720583-12720584	0	0
chr7:46557273-46557274	0	0
chr6:105553256-105553257	1	0
chr9:77879856-77879857	1	0
chr1:8182591-8182592	1	0
chr10:62094090-62094091	0	0
chr13:73772590-73772591	0	0
chr6:159807749-159807750	0	0
chr16:70428345-70428346	0	0
chr2:96449737-96449738	0	0
chr16:11133331-11133332	0	0
chr2:196853607-196853608	0	0
chr6:138231478-138231479	1	0
chr12:4320914-4320915	0	0
chr11:102306827-102306828	0	0
chr2:88016491-88016492	0	0
chr21:36268039-36268040	1	0
chr8:81695150-81695151	0	0
chr2:241374696-241374697	1	0
chr17:72682772-72682773	0	0
chr1:117612821-117612822	1	0
chr2:232782027-232782028	0	0
chr1:20232780-20232781	0	0
chr12:44403444-44403445	0	0
chr17:71329471-71329472	1	0
chr14:67962281-67962282	1	0
chr7:26001841-26001842	0	0
chr12:47221788-47221789	0	0
chr20:49691056-49691057	1	0
chr2:43161797-43161798	1	0
chr14:70717273-70717274	1	0
chr3:169305740-169305741	0	0
chr2:28366912-28366913	1	0
chr18:10085929-10085930	0	0
chr22:38924752-38924753	0	0
chr7:75956315-75956316	0	0
chr13:109586839-109586840	0	0
chr4:930309-930310	0	0
chr1:206941903-206941904	1	0
chr13:98972843-98972844	0	0
chr1:115811416-115811417	1	0
chr18:8730544-8730545	1	0
chr8:123182556-123182557	0	0
chr3:124627808-124627809	1	0
chr8:6560348-6560349	1	0
chr2:28544856-28544857	0	0
chr4:123349586-123349587	1	0
chr18:12701512-12701513	0	0
chr11:8794875-8794876	1	0
chr10:83546210-83546211	0	0
chr3:100042384-100042385	0	0
chr2:226673435-226673436	1	0
chr8:119895909-119895910	1	0
chr14:63678014-63678015	0	0
chr5:36442574-36442575	0	0
chr10:60627829-60627830	1	0
chr15:95087077-95087078	0	0
chr15:59568596-59568597	1	0
chr3:177445786-177445787	0	0
chr7:369829-369830	0	0
chr3:132285774-132285775	1	0
chr6:158572175-158572176	0	0
chr10:61952358-61952359	1	0
chr7:21366488-21366489	0	0
chr13:44108521-44108522	0	0
chr3:80733884-80733885	0	0
chr18:3654613-3654614	1	0
chr12:45260356-45260357	0	0
chr3:179147325-179147326	0	0
chrX:2897963-2897964	0	0
chr1:39117410-39117411	0	0
chr2:33475818-33475819	0	0
chr3:161316543-161316544	0	0
chr10:3825401-3825402	0	0
chr1:116647355-116647356	1	0
chr5:175344701-175344702	0	0
chr1:186348385-186348386	1	0
chr9:99811048-99811049	0	0
chr12:5708706-5708707	0	0
chr17:64706999-64707000	0	0
chr8:9075215-9075216	0	0
chr13:71773765-71773766	0	0
chr6:1641516-1641517	0	0
chr13:100024915-100024916	0	0
chr5:127850072-127850073	0	0
chr6:168007771-168007772	0	0
chr14:59361321-59361322	0	0
chr16:68237711-68237712	0	0
chr20:50707783-50707784	0	0
chr12:12883563-12883564	0	0
chr13:79435619-79435620	1	0
chr17:56916007-56916008	0	0
chr12:42922439-42922440	1	0
chr15:45069570-45069571	0	0
