region	EAC_hypoDMRs	ESCC_hypoDMRs
chr16:75486197-75486198	0	0
chr12:52877536-52877537	0	1
chr11:76783236-76783237	0	0
chr11:102256450-102256451	0	1
chr3:48599347-48599348	0	0
chr16:68658617-68658618	0	0
chr14:105166427-105166428	0	0
chr17:50062657-50062658	0	0
chr1:16925754-16925755	0	0
chr16:57620059-57620060	0	0
chr7:55109559-55109560	0	1
chr2:28378470-28378471	0	0
chr15:98760622-98760623	0	1
chr11:102223961-102223962	0	1
chr9:128902612-128902613	0	0
chr17:50061815-50061816	0	0
chr17:45047437-45047438	0	1
chr12:110247992-110247993	0	0
chr12:52876548-52876549	0	1
chr10:77898736-77898737	0	0
chr12:6226152-6226153	0	0
chr8:127668987-127668988	0	0
chr7:55043934-55043935	0	1
chr1:46218672-46218673	0	1
chr9:34851267-34851268	0	0
chr14:105167357-105167358	0	0
chr10:70146989-70146990	0	0
chr9:95102216-95102217	0	1
chr2:177170370-177170371	0	0
chr5:172637176-172637177	0	0
chr5:151615583-151615584	0	0
chr6:63573723-63573724	0	0
chr8:143935743-143935744	0	0
chr1:153526316-153526317	0	1
chr9:127566454-127566455	0	0
chr1:54542576-54542577	0	0
chr3:100001623-100001624	0	1
chr9:129103224-129103225	0	0
chr11:64843178-64843179	0	0
chr12:57096289-57096290	0	1
chr9:16144698-16144699	0	0
chr17:19748505-19748506	0	0
chr1:12619370-12619371	0	0
chr8:128458449-128458450	0	0
chr17:76132710-76132711	0	0
chr15:98683479-98683480	0	1
chr15:88621321-88621322	0	0
chr11:63986301-63986302	0	0
chr8:143738662-143738663	0	0
chr17:28743165-28743166	0	0
chr3:52053829-52053830	0	0
chr11:46687678-46687679	0	1
chr17:19719524-19719525	0	0
chr17:45048373-45048374	0	1
chr3:4995115-4995116	0	0
chr20:62350165-62350166	0	0
chr11:118910501-118910502	0	0
chr18:22857077-22857078	0	0
chr18:3679364-3679365	0	1
chr5:10307578-10307579	0	0
chr9:127966514-127966515	0	0
chr20:50844801-50844802	0	0
chr7:100868335-100868336	0	0
chr7:369291-369292	0	0
chr1:153527270-153527271	0	1
chr20:62378338-62378339	0	0
chr1:209416197-209416198	0	0
chr9:129278620-129278621	0	0
chr19:5790678-5790679	0	0
chr6:170224856-170224857	0	0
chr18:8685509-8685510	0	1
chr14:68676642-68676643	0	0
chr10:25068429-25068430	0	1
chr11:64842273-64842274	0	0
chr7:45034065-45034066	0	1
chr17:41654314-41654315	0	0
chr7:496624-496625	0	0
chr10:119680865-119680866	0	1
chr3:49803956-49803957	0	0
chr17:77286252-77286253	0	0
chr9:133133808-133133809	0	0
chr1:67686799-67686800	0	0
chr18:3666047-3666048	0	0
chr11:61973677-61973678	0	0
chr10:122085498-122085499	0	0
chr11:57788582-57788583	0	1
chr7:101426837-101426838	0	0
chr17:40547699-40547700	0	1
chr5:151628525-151628526	0	0
chr8:127330262-127330263	0	0
chr8:48522432-48522433	0	0
chr7:96585546-96585547	0	0
chr3:177449611-177449612	0	1
chr17:19724119-19724120	0	1
chr11:61369878-61369879	0	1
chr6:30811025-30811026	0	0
chr9:116687244-116687245	0	0
chr12:52145810-52145811	0	0
chr12:54390540-54390541	0	0
chr18:22858334-22858335	0	0
chr17:19728207-19728208	0	1
chr11:65183297-65183298	0	0
chr16:81527093-81527094	0	1
chr11:118912039-118912040	0	0
chr3:181715717-181715718	0	0
chr17:82496023-82496024	0	0
chr7:55133165-55133166	0	0
chr12:57888673-57888674	0	0
chr5:151582031-151582032	0	0
chr17:41655891-41655892	0	0
chr7:55133810-55133811	0	0
chr3:192850564-192850565	0	0
chr9:132007183-132007184	0	1
chr1:27343088-27343089	0	0
chr19:1252778-1252779	0	0
chr7:54967585-54967586	0	0
chr7:93591321-93591322	0	0
chr3:181974420-181974421	0	0
chr14:68677673-68677674	0	0
chr6:138014127-138014128	0	0
chr8:127478772-127478773	0	0
chr11:74943205-74943206	0	1
chr2:26009049-26009050	0	0
chr11:65122266-65122267	0	0
chr1:6489226-6489227	0	0
chr11:20050700-20050701	0	1
chr3:189309807-189309808	0	1
chr1:181135155-181135156	0	0
chr22:41218102-41218103	0	0
chr1:42943369-42943370	0	0
chr12:57522330-57522331	0	0
chr11:45180630-45180631	0	0
chr12:124938750-124938751	0	0
chr2:172197155-172197156	0	0
chr17:62670541-62670542	0	0
chr1:19073510-19073511	0	0
chr14:103868697-103868698	0	0
chr10:21315529-21315530	0	0
chr9:136621196-136621197	0	0
chr11:95338390-95338391	0	1
chr2:3558452-3558453	0	0
chr9:131432284-131432285	0	1
chr8:143733862-143733863	0	0
chr1:152167963-152167964	0	0
chr11:35115820-35115821	0	0
chr7:1462668-1462669	0	0
chr11:63435728-63435729	0	0
chr1:201311790-201311791	0	0
chr17:19751316-19751317	0	0
chr8:48704438-48704439	0	0
chr17:19746694-19746695	0	0
chr3:48432690-48432691	0	0
chr1:156104275-156104276	0	0
chr8:143952182-143952183	0	0
chr11:12066136-12066137	0	0
chr1:26865111-26865112	0	0
chr9:131633635-131633636	0	1
chr1:153567678-153567679	0	0
chr15:90211855-90211856	0	0
chr20:19958453-19958454	0	1
chr9:90970852-90970853	0	1
chr16:11497536-11497537	0	0
chr7:512040-512041	0	0
chr3:181915878-181915879	0	0
chr12:122946948-122946949	0	0
chr1:153565664-153565665	0	0
chr2:20212682-20212683	0	0
chr11:804443-804444	0	0
chr17:49508247-49508248	0	0
chr16:87807131-87807132	0	0
chr17:17914036-17914037	0	0
chr1:43582385-43582386	0	1
chr15:74799940-74799941	0	0
chr17:40493949-40493950	0	0
chr10:72332085-72332086	0	0
chr11:95337579-95337580	0	1
chr22:50305983-50305984	0	0
chr17:39377861-39377862	0	1
chr10:29635389-29635390	0	0
chr11:12189758-12189759	0	1
chr11:96122780-96122781	0	1
chr8:143948762-143948763	0	0
chr3:153138834-153138835	0	0
chr17:45171052-45171053	0	0
chr9:92723428-92723429	0	1
chr19:13844431-13844432	0	0
chr17:82494808-82494809	0	0
chr11:118913588-118913589	0	0
chr17:77288405-77288406	0	0
chr19:13841481-13841482	0	0
chr17:3888376-3888377	0	0
chr9:35906160-35906161	0	0
chr1:209411832-209411833	0	0
chr10:31928818-31928819	0	0
chr9:20321074-20321075	0	0
chr9:133882177-133882178	0	1
chr22:29071568-29071569	0	0
chr15:90212637-90212638	0	0
chr1:209652389-209652390	0	0
chr11:1834392-1834393	0	0
chr3:177448120-177448121	0	0
chr18:3305523-3305524	0	1
chr14:103867686-103867687	0	0
chr11:62543451-62543452	0	0
chr3:153160786-153160787	0	0
chr3:197394759-197394760	0	0
chr8:48709240-48709241	0	0
chr16:68937038-68937039	0	1
chr3:11770944-11770945	0	0
chr20:37526490-37526491	0	0
chr1:46183383-46183384	0	0
chr3:37946250-37946251	0	0
chr6:138035190-138035191	0	1
chr22:46453240-46453241	0	0
chr3:69541325-69541326	0	0
chr1:8004925-8004926	0	0
chr12:46703150-46703151	0	0
chr6:35486345-35486346	0	0
chr1:214477655-214477656	0	1
chr1:27344091-27344092	0	0
chr1:201469174-201469175	0	0
chr8:22140895-22140896	0	0
chr1:42941194-42941195	0	0
chr12:10716871-10716872	0	0
chr1:19361330-19361331	0	1
chr7:44308146-44308147	0	0
chr12:3457993-3457994	0	0
chr22:46452002-46452003	0	1
chr10:24723810-24723811	0	0
chr9:38024455-38024456	0	1
chr13:51583987-51583988	0	0
chr1:16929663-16929664	0	0
chr17:76597601-76597602	0	0
chr3:183636819-183636820	0	0
chr6:158049786-158049787	0	0
chr11:66337065-66337066	0	0
chr11:1051179-1051180	0	0
chr2:20179850-20179851	0	0
chr5:14661563-14661564	0	0
chr3:159789188-159789189	0	0
chr9:20319796-20319797	0	0
chr7:540038-540039	0	0
chr16:4140875-4140876	0	1
chr1:209653183-209653184	0	0
chr10:28559916-28559917	0	1
chr11:87247558-87247559	0	0
chr22:36329573-36329574	0	1
chr1:1907673-1907674	0	0
chr7:44797582-44797583	0	0
chr17:41651750-41651751	0	0
chr9:127968161-127968162	0	0
chr12:52176200-52176201	0	0
chr3:126911564-126911565	0	1
chr20:10954574-10954575	0	1
chr1:220516184-220516185	0	0
chr7:50899301-50899302	0	0
chr11:64324832-64324833	0	1
chr17:31072330-31072331	0	0
chr16:28537298-28537299	0	0
chr18:3983598-3983599	0	0
chr22:45537940-45537941	0	0
chr11:35158891-35158892	0	0
chr1:154391304-154391305	0	0
chr8:127219280-127219281	0	0
chr7:4683491-4683492	0	0
chr1:27522623-27522624	0	0
chr5:14660451-14660452	0	0
chr1:40886825-40886826	0	0
chr20:57435874-57435875	0	0
chr12:6216121-6216122	0	0
chr10:29634301-29634302	0	1
chr12:52155598-52155599	0	0
chr9:21684948-21684949	0	0
chr9:133135295-133135296	0	0
chr9:130427161-130427162	0	0
chr7:100866360-100866361	0	0
chr19:46784809-46784810	0	0
chr17:80109806-80109807	0	0
chr1:200669876-200669877	0	0
chr18:63476775-63476776	0	0
chr3:195912077-195912078	0	1
chr17:50540173-50540174	0	0
chr1:202056740-202056741	0	0
chr7:44796432-44796433	0	0
chr7:5608392-5608393	0	0
chr1:43022172-43022173	0	1
chr19:41218686-41218687	0	0
chr8:47381701-47381702	0	0
chr22:37750073-37750074	0	0
chr2:74188443-74188444	0	0
chr1:220516891-220516892	0	0
chr7:100150063-100150064	0	1
chr20:10953698-10953699	0	1
chr18:12310131-12310132	0	1
chr3:189825122-189825123	0	1
chr11:64121195-64121196	0	1
chr7:75528127-75528128	0	0
chr19:19776655-19776656	0	0
chr19:45447141-45447142	0	1
chr9:72540720-72540721	0	0
chr17:28897048-28897049	0	0
chr20:35308379-35308380	0	1
chr12:9872887-9872888	0	1
chr9:121700424-121700425	0	1
chr22:46514851-46514852	0	0
chr5:151619879-151619880	0	0
chr3:159763717-159763718	0	0
chr12:57175746-57175747	0	0
chr6:17865501-17865502	0	1
chr3:186783129-186783130	0	0
chr8:143013742-143013743	0	0
chr3:128095396-128095397	0	0
chr8:22103884-22103885	0	0
chr1:154418475-154418476	0	0
chr9:134330228-134330229	0	0
chr18:10578222-10578223	0	0
chr8:27673334-27673335	0	1
chr7:113781761-113781762	0	0
chr10:72322693-72322694	0	0
chr11:20056330-20056331	0	1
chr11:120055795-120055796	0	0
chr17:925268-925269	0	0
chr11:57293252-57293253	0	0
chr1:158010482-158010483	0	0
chr11:35567930-35567931	0	0
chr3:12759561-12759562	0	0
chr3:186097520-186097521	0	0
chr9:135951102-135951103	0	0
chr3:179325154-179325155	0	1
chr1:209431124-209431125	0	0
chr2:231680383-231680384	0	0
chr7:55054106-55054107	0	1
chr11:45128044-45128045	0	0
chr2:46172474-46172475	0	0
chr17:17913081-17913082	0	0
chr1:225922572-225922573	0	1
chr22:39309629-39309630	0	0
chr3:153162199-153162200	0	0
chr10:99621672-99621673	0	0
chr16:85751217-85751218	0	0
chr1:41045917-41045918	0	1
chr14:105093309-105093310	0	0
chr3:151319124-151319125	0	1
chr16:1950141-1950142	0	0
chr8:127426977-127426978	0	1
chr15:89396150-89396151	0	0
chr1:152183226-152183227	0	0
chr1:41358701-41358702	0	1
chr10:24465743-24465744	0	0
chr12:6272555-6272556	0	0
chr9:135952113-135952114	0	1
chr9:131608678-131608679	0	0
chr19:46373112-46373113	0	0
chr13:73429904-73429905	0	0
chr17:29582101-29582102	0	1
chr12:98644552-98644553	0	0
chr7:55020760-55020761	0	0
chr17:17938966-17938967	0	0
chr9:131396015-131396016	0	0
chr14:81331053-81331054	0	1
chr11:13160885-13160886	0	1
chr1:43885467-43885468	0	0
chr9:134432604-134432605	0	0
chr6:30882810-30882811	0	0
chr19:10555171-10555172	0	1
chr12:122096914-122096915	0	0
chr12:19401084-19401085	0	0
chr19:40719199-40719200	0	0
chr17:82502461-82502462	0	0
chr6:43496647-43496648	0	0
chr8:143888536-143888537	0	1
chr12:52878651-52878652	0	1
chr11:75563990-75563991	0	0
chr8:122244876-122244877	0	0
chr22:37906227-37906228	0	0
chr3:189900789-189900790	0	1
chr3:177478784-177478785	0	0
chr4:3437098-3437099	0	0
chr8:53945764-53945765	0	0
chr9:129334339-129334340	0	0
chr16:2163417-2163418	0	0
chr1:1025943-1025944	0	0
chr19:3521060-3521061	0	0
chr3:194871646-194871647	0	0
chr3:182793458-182793459	0	0
chr13:73428863-73428864	0	0
chr9:33621320-33621321	0	0
chr1:224503851-224503852	0	0
chr7:6015968-6015969	0	0
chr17:43418968-43418969	0	0
chr5:133041432-133041433	0	0
chr14:69713299-69713300	0	1
chr19:46374163-46374164	0	0
chr1:40899622-40899623	0	0
chr17:45044089-45044090	0	1
chr8:127663711-127663712	0	0
chr9:6007819-6007820	0	0
chr15:91867081-91867082	0	0
chr12:52524768-52524769	0	0
chr20:37525097-37525098	0	0
chr22:29072868-29072869	0	0
chr7:106065340-106065341	0	0
chr14:77033454-77033455	0	0
chr6:53628990-53628991	0	1
chr6:111484134-111484135	0	0
chr15:75666835-75666836	0	0
chr16:15644386-15644387	0	1
chr22:37641229-37641230	0	0
chr1:17441382-17441383	0	0
chr17:44153082-44153083	0	0
chr10:86959050-86959051	0	0
chr1:10899922-10899923	0	1
chr10:3107821-3107822	0	0
chr2:105409890-105409891	0	1
chr17:17693990-17693991	0	0
chr19:55643509-55643510	0	0
chr1:43550407-43550408	0	0
chr10:93466308-93466309	0	0
chr4:2937513-2937514	0	1
chr7:45978166-45978167	0	0
chr6:53628004-53628005	0	1
chr3:184135345-184135346	0	0
chr22:46085285-46085286	0	0
chr10:100998594-100998595	0	0
chr7:43636215-43636216	0	1
chr2:27706338-27706339	0	0
chr12:6214916-6214917	0	0
chr16:85752268-85752269	0	0
chr8:127342320-127342321	0	0
chr7:22859215-22859216	0	1
chr7:101066288-101066289	0	0
chr1:34755468-34755469	0	1
chr18:59899809-59899810	0	0
chr10:95248027-95248028	0	0
chr14:51395517-51395518	0	0
chr7:39949819-39949820	0	0
chr12:132524664-132524665	0	0
chr12:6372933-6372934	0	0
chr6:7479929-7479930	0	0
chr16:85715888-85715889	0	1
chr17:40490582-40490583	0	1
chr1:234657250-234657251	0	1
chr8:143943449-143943450	0	0
chr19:14525908-14525909	0	1
chr1:18923097-18923098	0	0
chr3:134364235-134364236	0	0
chr1:42937425-42937426	0	0
chr17:81991586-81991587	0	0
chr2:46171163-46171164	0	1
chr9:1558882-1558883	0	0
chr19:42278113-42278114	0	1
chr8:143886320-143886321	0	0
chr12:52580320-52580321	0	0
chr17:28508070-28508071	0	0
chr8:127735268-127735269	0	0
chr17:17840811-17840812	0	0
chr17:1770369-1770370	0	0
chr16:2161810-2161811	0	0
chr17:14845806-14845807	0	0
chr1:54615837-54615838	0	0
chr6:170226237-170226238	0	0
chr7:5526212-5526213	0	0
chr12:47088636-47088637	0	1
chr1:234658365-234658366	0	0
chr17:57901601-57901602	0	0
chr2:105410696-105410697	0	1
chr1:161074853-161074854	0	1
chr17:65064562-65064563	0	1
chr1:15799280-15799281	0	0
chr11:393352-393353	0	0
chr20:62366571-62366572	0	0
chr11:44564776-44564777	0	0
chr9:136118909-136118910	0	0
chr3:122733328-122733329	0	0
chr3:159784264-159784265	0	0
chr7:47558161-47558162	0	0
chr17:76587068-76587069	0	0
chr15:82742267-82742268	0	1
chr16:677108-677109	0	0
chr3:52045821-52045822	0	0
chr16:84501526-84501527	0	0
chr7:945223-945224	0	0
chr12:47863689-47863690	0	1
chr12:53224755-53224756	0	1
chr3:194872769-194872770	0	1
chr1:15800110-15800111	0	0
chr1:40711619-40711620	0	0
chr9:5628734-5628735	0	0
chr12:108696759-108696760	0	1
chr10:26858777-26858778	0	0
chr17:82106101-82106102	0	0
chr1:151058848-151058849	0	0
chr22:31177666-31177667	0	1
chr2:28436787-28436788	0	0
chr5:134525285-134525286	0	0
chr1:181044802-181044803	0	0
chr10:72315200-72315201	0	0
chr1:209364949-209364950	0	0
chr3:194089815-194089816	0	1
chr17:15963918-15963919	0	1
chr4:8189025-8189026	0	0
chr10:24256213-24256214	0	0
chr19:1747002-1747003	0	0
chr17:2563252-2563253	0	0
chr7:101141268-101141269	0	0
chr11:12007976-12007977	0	0
chr1:6602088-6602089	0	0
chr16:30950336-30950337	0	0
chr17:926827-926828	0	0
chr19:35123190-35123191	0	0
chr3:37853891-37853892	0	0
chr12:106112685-106112686	0	0
chr3:183958985-183958986	0	0
chr9:133883448-133883449	0	0
chr20:6123049-6123050	0	0
chr16:11628068-11628069	0	1
chr11:62548096-62548097	0	0
chr5:1808713-1808714	0	1
chr11:72721932-72721933	0	0
chr7:95837562-95837563	0	0
chr12:75720966-75720967	0	0
chr17:2485038-2485039	0	1
chr1:174848826-174848827	0	0
chr1:41496471-41496472	0	0
chr9:137310739-137310740	0	0
chr1:203751299-203751300	0	1
chr12:12717180-12717181	0	0
chr20:6122251-6122252	0	0
chr7:391586-391587	0	0
chr3:196279762-196279763	0	0
chr14:81329866-81329867	0	1
chr2:70570285-70570286	0	0
chr1:152024321-152024322	0	0
chr9:5629754-5629755	0	0
chr3:169773039-169773040	0	0
chr1:156123904-156123905	0	0
chr1:54406518-54406519	0	0
chr9:136050908-136050909	0	0
chr11:46345225-46345226	0	0
chr10:71247013-71247014	0	0
chr19:12789700-12789701	0	0
chr9:127960655-127960656	0	0
chr8:22597581-22597582	0	0
chr17:74760558-74760559	0	0
chr12:6313037-6313038	0	0
chr1:39183906-39183907	0	0
chr11:86069233-86069234	0	0
chr17:18183426-18183427	0	0
chr15:98775374-98775375	0	0
chr17:82106991-82106992	0	0
chr6:30884383-30884384	0	0
chr16:15645314-15645315	0	1
chr7:2758376-2758377	0	1
chr20:5120160-5120161	0	0
chr17:40491834-40491835	0	1
chr3:159881965-159881966	0	0
chr4:52837840-52837841	0	1
chr19:42199727-42199728	0	0
chr1:1421486-1421487	0	0
chr18:26549510-26549511	0	0
chr9:134355767-134355768	0	0
chr20:10557932-10557933	0	1
chr3:159785603-159785604	0	0
chr4:3484831-3484832	0	0
chr1:152953967-152953968	0	0
chr12:108838510-108838511	0	1
chr9:131714251-131714252	0	0
chr5:160423325-160423326	0	0
chr9:38096419-38096420	0	0
chr9:72441687-72441688	0	1
chr1:3702750-3702751	0	0
chr11:35111753-35111754	0	0
chr11:47214985-47214986	0	0
chr14:50061250-50061251	0	0
chr18:3350948-3350949	0	1
chr7:47635155-47635156	0	0
chr16:61801892-61801893	0	0
chr10:102642781-102642782	0	0
chr19:16734207-16734208	0	0
chr1:209384037-209384038	0	0
chr9:127361659-127361660	0	0
chr8:127738919-127738920	0	0
chr14:105091816-105091817	0	0
chr3:126957386-126957387	0	1
chr3:32106440-32106441	0	0
chr3:32107286-32107287	0	0
chr11:102453592-102453593	0	0
chr1:17439964-17439965	0	0
chr12:53224136-53224137	0	1
chr21:41764931-41764932	0	0
chr17:9616463-9616464	0	0
chr2:240441704-240441705	0	0
chr3:183991687-183991688	0	0
chr12:6376539-6376540	0	0
chr2:172228610-172228611	0	1
chr7:55111281-55111282	0	1
chr16:81531644-81531645	0	1
chr8:17738049-17738050	0	1
chr22:42425862-42425863	0	0
chr10:103757857-103757858	0	1
chr21:41727641-41727642	0	0
chr5:151586218-151586219	0	0
chr6:36682665-36682666	0	0
chr2:43666046-43666047	0	0
chr3:141830736-141830737	0	1
chr3:197001779-197001780	0	0
chr15:73777943-73777944	0	0
chr11:27673278-27673279	0	0
chr1:234539271-234539272	0	1
chr10:103872382-103872383	0	0
chr11:76782177-76782178	0	0
chr3:143851503-143851504	0	0
chr5:180803979-180803980	0	0
chr6:89035710-89035711	0	0
chr2:64730796-64730797	0	0
chr3:195131374-195131375	0	1
chr4:26779796-26779797	0	1
chr15:63157244-63157245	0	0
chr19:47719156-47719157	0	0
chr1:54581911-54581912	0	0
chr1:152035220-152035221	0	0
chr7:5397366-5397367	0	0
chr17:75127762-75127763	0	1
chr9:73132495-73132496	0	0
chr9:130561260-130561261	0	1
chr14:102987446-102987447	0	1
chr11:27674191-27674192	0	1
chr1:228486781-228486782	0	0
chr5:119323866-119323867	0	0
chr22:46055344-46055345	0	0
chr11:20055523-20055524	0	1
chr11:73186521-73186522	0	1
chr13:108754192-108754193	0	0
chr17:29584017-29584018	0	0
chr15:68272067-68272068	0	1
chr11:46916887-46916888	0	0
chr20:4686238-4686239	0	0
chr7:91557541-91557542	0	0
chr10:47396423-47396424	0	0
chr3:179132407-179132408	0	0
chr11:73188023-73188024	0	1
chr2:201642801-201642802	0	0
chr8:127788232-127788233	0	0
chr5:160422108-160422109	0	0
chr12:50642944-50642945	0	1
chr6:35077404-35077405	0	1
chr7:831593-831594	0	0
chr7:50963067-50963068	0	0
chr7:106058714-106058715	0	0
chr7:43637670-43637671	0	1
chr12:52280697-52280698	0	0
chr2:73777260-73777261	0	1
chr2:112692753-112692754	0	0
chr1:43048885-43048886	0	0
chr22:32644562-32644563	0	0
chr12:108815058-108815059	0	1
chr3:122325040-122325041	0	0
chr11:35112456-35112457	0	1
chr7:4189375-4189376	0	0
chr16:68707469-68707470	0	0
chr17:75721355-75721356	0	0
chr7:116500754-116500755	0	0
chr17:18850111-18850112	0	1
chr3:189299083-189299084	0	1
chr11:95454033-95454034	0	0
chr15:65796767-65796768	0	0
chr12:123519350-123519351	0	0
chr4:26780651-26780652	0	1
chr7:128962481-128962482	0	1
chr1:183658509-183658510	0	0
chr19:33820171-33820172	0	0
chr20:47360607-47360608	0	0
chr8:101437207-101437208	0	0
chr6:42891061-42891062	0	0
chr10:24464639-24464640	0	0
chr12:57112002-57112003	0	0
chr7:100865742-100865743	0	0
chr7:6399197-6399198	0	0
chr8:143985903-143985904	0	0
chr1:207240858-207240859	0	0
chr14:22839379-22839380	0	0
chr8:95225744-95225745	0	1
chr6:30890318-30890319	0	1
chr12:124517461-124517462	0	0
chr19:18364978-18364979	0	0
chr2:219218282-219218283	0	0
chr10:69337906-69337907	0	1
chr5:149440423-149440424	0	0
chr20:62376691-62376692	0	0
chr2:108923219-108923220	0	1
chr6:36608305-36608306	0	0
chr14:103582499-103582500	0	0
chr4:82437818-82437819	0	0
chr1:174238858-174238859	0	0
chr2:42989936-42989937	0	0
chr3:151316090-151316091	0	1
chr11:64542880-64542881	0	0
chr11:33258801-33258802	0	0
chr19:42270914-42270915	0	0
chr4:38673863-38673864	0	0
chr12:1014328-1014329	0	1
chr3:190534639-190534640	0	1
chr2:101185280-101185281	0	1
chr17:77472086-77472087	0	0
chr8:141074178-141074179	0	0
chr7:102009021-102009022	0	0
chr9:137612278-137612279	0	0
chr9:124867958-124867959	0	0
chr7:97614122-97614123	0	0
chr4:5365864-5365865	0	0
chr17:81091078-81091079	0	0
chr1:47334294-47334295	0	0
chr1:16613681-16613682	0	0
chr17:45371853-45371854	0	0
chr11:67505842-67505843	0	0
chr1:209370801-209370802	0	0
chr15:56244661-56244662	0	0
chr22:27719723-27719724	0	0
chr3:102299335-102299336	0	0
chr8:127596123-127596124	0	0
chr7:20351840-20351841	0	1
chr9:129557644-129557645	0	0
chr20:50496904-50496905	0	0
chr22:17633292-17633293	0	0
chr19:7426307-7426308	0	0
chr6:36677351-36677352	0	1
chr17:51153841-51153842	0	0
chr11:11520443-11520444	0	0
chr4:139888140-139888141	0	1
chr10:47406483-47406484	0	0
chr10:69385605-69385606	0	0
chr3:110889273-110889274	0	0
chr7:101085100-101085101	0	0
chr21:41678460-41678461	0	0
chr1:154937677-154937678	0	0
chr15:68641202-68641203	0	0
chr19:49766288-49766289	0	0
chr9:92147459-92147460	0	0
chr5:149806028-149806029	0	0
chr10:52443653-52443654	0	0
chr11:96411206-96411207	0	0
chr17:31549953-31549954	0	0
chr9:108634921-108634922	0	0
chr7:30407236-30407237	0	1
chr7:106062920-106062921	0	0
chr15:89243842-89243843	0	0
chr11:70063762-70063763	0	1
chr1:54053502-54053503	0	0
chr1:197776029-197776030	0	0
chr3:190533835-190533836	0	1
chr11:88180144-88180145	0	0
chr11:88179313-88179314	0	0
chr7:98399588-98399589	0	0
chr17:27332600-27332601	0	0
chr17:65058793-65058794	0	1
chr2:47334637-47334638	0	0
chr6:138106556-138106557	0	0
chr8:29859605-29859606	0	1
chr17:75685141-75685142	0	0
chr19:10554339-10554340	0	1
chr1:46611823-46611824	0	0
chr11:88027689-88027690	0	0
chr1:26862219-26862220	0	0
chr11:65386515-65386516	0	0
chr22:42749673-42749674	0	0
chr12:106139111-106139112	0	0
chr7:121795899-121795900	0	0
chr12:28033261-28033262	0	0
chr10:23439448-23439449	0	0
chr7:40717496-40717497	0	0
chr17:17825199-17825200	0	0
chr12:55930550-55930551	0	0
chr9:15306262-15306263	0	0
chr1:43766887-43766888	0	1
chr17:82836260-82836261	0	1
chr3:120094532-120094533	0	0
