Sample	ESCC_specificPMDs	EAC_specificPMDs	SharedPMDs	SharedHMDs	Type	Source
GSM1873723	0.513798560477352	0.60695750597525	0.426342950887243	0.663869426094861	Tumour	GSE72874
GSM1873724	0.572689573416652	0.687722522664519	0.558960155339939	0.698292387927823	Tumour	GSE72874
GSM1873727	0.574170297922534	0.641555949397481	0.505114329719768	0.659118822850716	Tumour	GSE72874
GSM1873729	0.668080736348387	0.630338264520075	0.591955625522488	0.683845097754908	Tumour	GSE72874
GSM1873730	0.626120136347052	0.633342432563694	0.554280246734241	0.649402549611399	Tumour	GSE72874
GSM1873731	0.669353982392016	0.52619497969151	0.463027288224183	0.657764366110448	Tumour	GSE72874
GSM1873732	0.654308432564097	0.523089502710316	0.490932827726532	0.62767556143748	Tumour	GSE72874
GSM1873733	0.644135468886867	0.495072916794862	0.456344338446572	0.652879149844291	Tumour	GSE72874
GSM1873734	0.593160841036491	0.459585578457003	0.41749080547663	0.602724934873562	Tumour	GSE72874
GSM1873735	0.625852052003846	0.526783532943444	0.497940077273833	0.616258009093576	BE	GSE72874
GSM1873736	0.685119162449693	0.547693372761477	0.493636529678656	0.661537273856374	Tumour	GSE72874
GSM1873737	0.62644947286362	0.496356682185889	0.377836865783726	0.631110447318465	BE	GSE72874
GSM1873738	0.654281010326157	0.573392007270626	0.55863983180876	0.636426228318928	Tumour	GSE72874
GSM1873739	0.697988479162728	0.606771157920524	0.556922990267101	0.6709256298694	Tumour	GSE72874
GSM1873740	0.617786142131653	0.497255536608839	0.449259260397944	0.646705247646313	Tumour	GSE72874
GSM1873741	0.585021002592277	0.542225717275419	0.4855674541931	0.578358099123579	Tumour	GSE72874
GSM1873742	0.647729609594033	0.623827342443415	0.581991526609465	0.641246327953854	BE	GSE72874
GSM1873743	0.66648180095903	0.610617264468804	0.535469822752374	0.674660191244077	Tumour	GSE72874
GSM1873744	0.687901798841291	0.681960710430822	0.630878710584521	0.670854683307289	Normal	GSE72874
GSM1873745	0.625797672368807	0.594321882936413	0.559365497785932	0.649036475546918	BE	GSE72874
GSM1873746	0.710214789712787	0.68274419465287	0.649763281236865	0.658663695581579	Tumour	GSE72874
GSM1873748	0.669670820448128	0.493890406737553	0.420690967361546	0.670017214967044	Tumour	GSE72874
GSM1873749	0.602556538386143	0.467862527344071	0.387996741003945	0.601106061769457	Tumour	GSE72874
GSM1873750	0.71052699569288	0.677974727651469	0.649597666559784	0.648301343228116	Normal	GSE72874
GSM1873751	0.679658560920895	0.633833878447808	0.605466346850933	0.685494699678927	Tumour	GSE72874
GSM1873752	0.689196193087926	0.604882245267321	0.508599112881054	0.665076873358998	Tumour	GSE72874
GSM1873753	0.707413843373801	0.65925524450631	0.609152508401729	0.657911614792735	Normal	GSE72874
GSM1873754	0.700767483551526	0.638746433212677	0.584347415202884	0.660466785341583	Normal	GSE72874
GSM1873755	0.623475830503111	0.480484088911115	0.436962111438195	0.64604377502276	Tumour	GSE72874
GSM1873756	0.704872869191387	0.629407747234218	0.58444944185597	0.657965924627791	Tumour	GSE72874
GSM1873757	0.689754302669494	0.619059653155593	0.558217759487065	0.667809024335395	Normal	GSE72874
GSM1873758	0.673332153936193	0.66717888332045	0.611440213263828	0.658911531721431	Normal	GSE72874
GSM1873759	0.660288506333249	0.494621154573026	0.466363641594822	0.633706307016158	Tumour	GSE72874
GSM1873760	0.568420119437405	0.536476495657669	0.451546093748758	0.579851446773367	Tumour	GSE72874
GSM1873761	0.644006826083634	0.637457864448948	0.600872451222687	0.605079937763785	Tumour	GSE72874
GSM1873762	0.654105348138974	0.615158848602466	0.568600084790404	0.632319544576508	Tumour	GSE72874
GSM1873763	0.553650162609663	0.429725317767393	0.351057093324589	0.602976970890266	Tumour	GSE72874
GSM1873764	0.65487464819645	0.493259958331728	0.419156225133006	0.61514181440112	Tumour	GSE72874
GSM1873765	0.692516842886621	0.667765797896039	0.636587843011218	0.653491915268674	Normal	GSE72874
GSM1873766	0.701914168703191	0.644677551963729	0.619424172867107	0.664463900695451	Tumour	GSE72874
GSM1873767	0.659260055778449	0.524534923690052	0.438363769843816	0.58915398697883	Tumour	GSE72874
GSM1873768	0.689135475483272	0.648780057763923	0.607219385646147	0.671020027293331	Tumour	GSE72874
GSM1873769	0.604716961652693	0.383808328797889	0.335777341794463	0.59824726261813	Tumour	GSE72874
GSM1873770	0.713784224891699	0.367667908514384	0.285681409113411	0.673598296032508	Tumour	GSE72874
GSM1873772	0.652828858121217	0.495633372647988	0.447958927521882	0.612606878582774	Tumour	GSE72874
GSM1873775	0.679829659211083	0.614805109023792	0.566267027707403	0.637541467965017	BE	GSE72874
GSM1873776	0.656505849900856	0.655036532978624	0.588819637858962	0.637419901878547	GERD	GSE72874
GSM1873777	0.651650809887424	0.649238126781039	0.579948340924463	0.621550262853961	Normal	GSE72874
GSM1873778	0.741448537067863	0.719661158022991	0.679997983705924	0.683838041200112	GERD	GSE72874
GSM1873779	0.676224838912252	0.638940056161711	0.60464646518797	0.61302518434731	Normal	GSE72874
GSM1873780	0.610706342743659	0.64308391396088	0.533714642918687	0.62992144159255	Normal	GSE72874
GSM1873781	0.625517995581485	0.500636110419339	0.445897021151717	0.608288816703358	BE	GSE72874
GSM1873782	0.672315163606446	0.498755657540531	0.449885343879593	0.621462867221995	BE	GSE72874
GSM1873783	0.642334324415518	0.490234735758433	0.427642949024203	0.620726426654756	BE	GSE72874
GSM1873784	0.662953427778649	0.57518101897877	0.460193068669453	0.661344775008781	Tumour	GSE72874
GSM1873785	0.702875269711322	0.617567821392539	0.552245756756478	0.659355502611973	Tumour	GSE72874
GSM1873786	0.61499043402433	0.526370559302635	0.451578956262177	0.603228767044894	Tumour	GSE72874
GSM1873787	0.665358736097769	0.539839600250186	0.4482538057349	0.634785012012684	Tumour	GSE72874
GSM1873788	0.718213182071307	0.681532396984376	0.657645134793314	0.653756814534099	Normal	GSE72874
GSM1873789	0.743721560926765	0.703220025032162	0.650626693980215	0.690859383078298	Tumour	GSE72874
GSM1873790	0.634276115945522	0.450421792198226	0.309022180028918	0.628108062619686	Tumour	GSE72874
GSM1873791	0.676814518882711	0.546421685208885	0.503012432757107	0.668836805828109	Tumour	GSE72874
GSM1873792	0.753652910859821	0.727611602504037	0.696885400373557	0.701672555963772	Normal	GSE72874
GSM1873793	0.710965722248364	0.598386116034014	0.552294135733207	0.675666100019366	Tumour	GSE72874
GSM1873794	0.6895743109131	0.502819200615809	0.452812090823423	0.678882213489498	Tumour	GSE72874
GSM1873795	0.754115689752155	0.718627618639862	0.690145000852783	0.694488759706985	Normal	GSE72874
GSM1873796	0.623814276898896	0.469403689113264	0.36735410997464	0.633169048405531	Tumour	GSE72874
GSM1873797	0.641535357006575	0.6439960754472	0.584607185925203	0.653379799789216	Normal	GSE72874
GSM1873798	0.660140703378426	0.611227769716982	0.542184528131023	0.631352312139361	Tumour	GSE72874
GSM1873799	0.677503006452907	0.573540143357914	0.48952729143101	0.63803569799395	Tumour	GSE72874
GSM1873800	0.74905828137543	0.707667035380217	0.684440328117872	0.67721231223563	Normal	GSE72874
GSM1873801	0.637549785085021	0.441763477579018	0.395198962343025	0.623473317120405	Tumour	GSE72874
GSM1873802	0.704678183403577	0.606389745878211	0.514482213521713	0.677966532705522	Tumour	GSE72874
GSM1873803	0.636333742191632	0.507339996185286	0.42789481489201	0.626263422016059	Tumour	GSE72874
GSM1873804	0.483587747444574	0.425976186574631	0.314341542459309	0.62777771769768	Tumour	GSE72874
GSM1873805	0.681926567849121	0.641705634803858	0.607205604119788	0.619916883612603	Normal	GSE72874
GSM1873806	0.678414245606722	0.514664061060287	0.429206729284352	0.631066573704998	Tumour	GSE72874
GSM1873807	0.684405840298358	0.654574182628135	0.611646986009044	0.638079236184324	Normal	GSE72874
GSM1873809	0.627521592578706	0.602305609148926	0.543198186009458	0.614223481373013	Normal	GSE72874
GSM1873811	0.663786730692868	0.61234754750926	0.553070184866317	0.622302276083355	BE	GSE72874
GSM1873813	0.669473294247877	0.536120079327496	0.487644892892918	0.626309603399146	BE	GSE72874
GSM1873814	0.683259959045229	0.67636839609745	0.608293745819363	0.652560504959675	GERD	GSE72874
GSM1873815	0.639915473630087	0.639368099143565	0.565995229645287	0.622960789161494	Normal	GSE72874
GSM1873816	0.650185256377999	0.641565315680284	0.571949927975603	0.636212787081085	GERD	GSE72874
GSM1873817	0.685232997907107	0.646249137773782	0.615381863726214	0.615328396416745	Normal	GSE72874
GSM1873818	0.728623657996059	0.687209094252898	0.657312787155766	0.653741845196576	Normal	GSE72874
GSM1873819	0.699375336280018	0.653412328813881	0.611061111013088	0.644970771585822	BE	GSE72874
GSM1873820	0.60674002887705	0.46652107896935	0.403758517956821	0.585294768371666	BE	GSE72874
GSM1873821	0.640728855531757	0.596267257795599	0.484922270632361	0.612233266899065	Tumour	GSE72874
GSM1873822	0.610540665773291	0.416213189401037	0.328625944601417	0.611567374218712	Tumour	GSE72874
GSM1873823	0.71857646492992	0.688503729152262	0.652908197876701	0.658871394999838	Normal	GSE72874
GSM1873824	0.704811331468114	0.609482256950157	0.500008982459305	0.667757847210481	Tumour	GSE72874
GSM1873825	0.776290625769265	0.744254049901637	0.724351376697661	0.710311760857872	Normal	GSE72874
GSM1873826	0.697563543080529	0.60215894383628	0.455381953743804	0.663503088530321	Tumour	GSE72874
GSM1873827	0.63216113986899	0.411286070091901	0.365311612506758	0.625000134226825	Tumour	GSE72874
GSM1873828	0.568760164902268	0.309799222139497	0.26552816870075	0.599011845632232	Tumour	GSE72874
GSM1873829	0.755935830731029	0.723780091291817	0.697685128779216	0.693561412286313	Normal	GSE72874
GSM1873830	0.634878347281375	0.615293954673966	0.584409969637526	0.651325373941382	Normal	GSE72874
GSM1873831	0.6489495639522	0.496550957588834	0.416430242980638	0.597566215672583	Tumour	GSE72874
GSM1873832	0.728811904521782	0.693959667667441	0.656081628982819	0.666024965478984	Normal	GSE72874
GSM1873833	0.701062066010902	0.626751633274587	0.582546573302949	0.667094304423968	Tumour	GSE72874
GSM1873834	0.669938486127395	0.559321811293322	0.466800106272568	0.662319142139437	Tumour	GSE72874
GSM1873835	0.690679137780784	0.570182987946818	0.524222266247082	0.659589185569564	Tumour	GSE72874
GSM1873836	0.701316533268016	0.657716335854624	0.610688860852248	0.649067134480669	Normal	GSE72874
GSM1873837	0.656552057814444	0.533062957539002	0.497411880328217	0.638209379093039	Tumour	GSE72874
GSM1873838	0.692567860578896	0.586110825136956	0.477469407255198	0.680004699745417	Tumour	GSE72874
GSM1873839	0.750809488228932	0.693595964743533	0.654882414566598	0.697947934289923	Tumour	GSE72874
GSM1873840	0.760569009070518	0.672969375923346	0.599558936696801	0.705861820711333	Tumour	GSE72874
GSM1873841	0.657654030892844	0.574506507681537	0.48648758014949	0.658709676956723	Tumour	GSE72874
GSM1873842	0.657236222140973	0.483923442879173	0.42898554837248	0.615160273875633	Tumour	GSE72874
GSM1873843	0.679315088136007	0.568756172625027	0.490333841592745	0.638955957802525	Tumour	GSE72874
GSM1873844	0.653230788637109	0.490049249228671	0.470036644232122	0.629744884278552	Tumour	GSE72874
GSM1873845	0.681337807009432	0.667632804416251	0.604717739671069	0.653368426642097	Normal	GSE72874
GSM1873846	0.684569114521041	0.653251061229737	0.605319534040193	0.635815590476229	Normal	GSE72874
GSM1873847	0.678953331342991	0.663987803390964	0.606884902390106	0.636407903558479	Normal	GSE72874
GSM1873849	0.594243603475311	0.486201579507798	0.418125580476376	0.586292064740581	BE	GSE72874
GSM1873851	0.623830083370434	0.57306901257036	0.517059268887806	0.606341576924396	BE	GSE72874
GSM1873852	0.672268713748036	0.652024683974458	0.593021202919842	0.650337418781951	GERD	GSE72874
GSM1873853	0.67711494245292	0.641627355306129	0.591410377270209	0.643511333040318	Normal	GSE72874
GSM1873854	0.672431004559757	0.646516297774345	0.597748888328065	0.625467025677692	GERD	GSE72874
GSM1873855	0.684624711064567	0.537633710211259	0.439527212577811	0.648349820976164	BE	GSE72874
GSM1873856	0.694510420334686	0.682406221607608	0.619062876296411	0.653076696718281	Normal	GSE72874
GSM1873857	0.654930758900125	0.585995841342728	0.504540520994557	0.630870170892608	Tumour	GSE72874
GSM1873858	0.689170199822569	0.664379738472617	0.603798139828213	0.640416530825507	GERD	GSE72874
GSM1873859	0.700304300507053	0.650191974896892	0.608159100017694	0.66811301991277	Tumour	GSE72874
GSM1873860	0.684372672701384	0.660133451326249	0.61019568734291	0.637192649582747	GERD	GSE72874
GSM1873861	0.618480194459411	0.52647410284291	0.507474045867415	0.620002063299502	Tumour	GSE72874
GSM1873862	0.721024473182793	0.629055842184813	0.573856548885917	0.695407899564242	Tumour	GSE72874
GSM1873863	0.606883120576929	0.642216404975371	0.529726881359345	0.627141124899399	Normal	GSE72874
GSM1873864	0.660787909497137	0.653726096434646	0.578369625901725	0.634463988609062	Normal	GSE72874
GSM1873865	0.632259811822052	0.433048790530542	0.405012889317271	0.591303954854489	BE	GSE72874
GSM1873866	0.655988857396954	0.553812806396442	0.51025512265852	0.656254484289569	Tumour	GSE72874
GSM1873867	0.677770152784495	0.655366468335078	0.614139769160363	0.659283254136754	Normal	GSE72874
GSM1873868	0.553667419226395	0.456785103177458	0.43643589222579	0.606988775736024	Tumour	GSE72874
GSM1873869	0.704641051915959	0.732907287072908	0.699185976815048	0.671124865270151	Tumour	GSE72874
GSM1873870	0.685737591852809	0.653147745260901	0.603724230941103	0.62844831284365	Tumour	GSE72874
GSM1873871	0.635708037903513	0.648797950989156	0.564878144803508	0.639225435247201	Normal	GSE72874
GSM1873872	0.658009659173027	0.590165329044933	0.542938339461165	0.620626435720431	Tumour	GSE72874
GSM1873873	0.638324285430966	0.441761902470768	0.372029512293555	0.639086529025331	Tumour	GSE72874
GSM1873874	0.675125014373763	0.66134858190425	0.603665224975898	0.645615467038268	Normal	GSE72874
GSM1873875	0.530497656343283	0.306630904816059	0.229339750811733	0.549729461977536	Tumour	GSE72874
GSM1873876	0.718249830575039	0.591183061928449	0.475783486438952	0.665131095241511	Tumour	GSE72874
GSM1873877	0.664658111933021	0.666527896414567	0.635150775495523	0.666723913788716	Tumour	GSE72874
GSM1873878	0.687195116632338	0.541671106632929	0.425757072266425	0.658601788924908	Tumour	GSE72874
GSM1873879	0.601920918009177	0.319238616885444	0.260683636111493	0.606357641492777	Tumour	GSE72874
GSM1873880	0.736301651707319	0.690195677836703	0.633269720389717	0.685407610491018	Tumour	GSE72874
GSM1873881	0.631419903959189	0.572294615824578	0.514012707458376	0.633657794817582	Tumour	GSE72874
GSM1873882	0.705202520665991	0.672305615011293	0.634239964912925	0.649229184934812	Normal	GSE72874
GSM1873883	0.702121519022186	0.67051265917442	0.626033449160079	0.642779157913551	Normal	GSE72874
GSM1873884	0.582725758569096	0.577230342148846	0.445607485149776	0.670503406926463	Tumour	GSE72874
GSM1873885	0.651677157970805	0.563952501804237	0.506434549453791	0.665028673054925	Tumour	GSE72874
GSM1873886	0.737626759348366	0.701099077971325	0.668303126344789	0.666915311103467	Normal	GSE72874
GSM1873887	0.589221181364149	0.400796686880555	0.305419815087908	0.59989709771092	Tumour	GSE72874
GSM1873888	0.628770854426458	0.586208414625466	0.52619155727573	0.57815877377766	Tumour	GSE72874
GSM1873891	0.667383699537088	0.668379382399675	0.630793084712037	0.662203772228382	Tumour	GSE72874
GSM1873893	0.694632397889226	0.663231411872934	0.623693718970776	0.640026592929943	GERD	GSE72874
GSM1873894	0.635970130625864	0.507094694063446	0.471239740288248	0.627886095141603	Tumour	GSE72874
GSM1873895	0.627955714762279	0.666725081351573	0.555130544422044	0.655220315095749	GERD	GSE72874
GSM1873896	0.64313276216402	0.58291832787495	0.529631696216641	0.641753255402006	Tumour	GSE72874
GSM1873897	0.696875033916144	0.667016737747165	0.628885712961729	0.645175380532535	Normal	GSE72874
GSM1873898	0.679023056380006	0.643289835233453	0.594621912122379	0.621153819344351	Normal	GSE72874
GSM1873899	0.645079034748824	0.429144610753167	0.368024036282508	0.650866552549785	Tumour	GSE72874
GSM1873900	0.574656204295379	0.570551136418497	0.48835002102416	0.617777009905309	BE	GSE72874
GSM1873901	0.706431606642632	0.641215303114582	0.589698951585368	0.661876686920653	Tumour	GSE72874
GSM1873902	0.626810335760268	0.6316376779974	0.546987150215764	0.618789093641833	Normal	GSE72874
GSM1873903	0.694658354343828	0.581235388940513	0.507711859009121	0.662407931313304	Tumour	GSE72874
GSM1873904	0.599295475916346	0.633355695705377	0.520779851640299	0.621581081250114	Normal	GSE72874
GSM1873905	0.618527988786452	0.514741451856728	0.435592179396199	0.606895704690978	Tumour	GSE72874
GSM1873906	0.622544944492694	0.50095213553459	0.444562465394733	0.610875137517599	BE	GSE72874
GSM1873907	0.66108718662894	0.676116565603169	0.59736014782608	0.664473014934259	Normal	GSE72874
GSM1873908	0.693488847503415	0.652645821510633	0.615489382808005	0.640877881561555	BE	GSE72874
GSM1873909	0.647693289234301	0.607826213669127	0.552299841649075	0.634830861417154	Tumour	GSE72874
GSM1873910	0.69596048187798	0.654059254883219	0.621694442953811	0.626094440828894	Normal	GSE72874
GSM1873911	0.717980131226311	0.696346965098844	0.643700491479241	0.667191753324448	Normal	GSE72874
GSM1873912	0.685386529987836	0.665809375033583	0.606016575910794	0.643306709201506	Normal	GSE72874
GSM1873913	0.568806374794482	0.49313749388818	0.415046089293933	0.603105360922376	Normal	GSE72874
GSM1873914	0.723166403013918	0.67296922502587	0.646846460734877	0.641390123785002	Normal	GSE72874
GSM1873915	0.719137728020977	0.681866161562299	0.63876213533161	0.651642107760922	Normal	GSE72874
GSM1873916	0.680778821059257	0.667999005859736	0.599351931071544	0.647922887598428	Normal	GSE72874
GSM1873917	0.700185310486509	0.672542396582975	0.626625955521801	0.651753203975213	Normal	GSE72874
GSM1873918	0.718474489098914	0.670054572533442	0.63971254817526	0.643544098898888	Normal	GSE72874
GSM1873919	0.613118624786276	0.652449559625702	0.552707568474671	0.636709164475839	Normal	GSE72874
GSM1873920	0.687912631971538	0.680073368386317	0.613124624329761	0.648947598047281	Normal	GSE72874
GSM1873921	0.712486740147477	0.677261952822606	0.642578595584745	0.643505091895917	Normal	GSE72874
GSM1873922	0.73255619645911	0.689436898366607	0.664227118747399	0.652768215002836	Normal	GSE72874
GSM1873923	0.694330360362958	0.673993008693235	0.615180794862574	0.651590582406957	Tumour	GSE72874
GSM1873924	0.717370963089766	0.674063812742699	0.63529998818054	0.655405459946617	Normal	GSE72874
GSM1873925	0.639792920861318	0.635805432883465	0.56698280800861	0.659886542861271	Tumour	GSE72874
GSM1873926	0.692179685321628	0.674893772108128	0.619030790885765	0.652758741998033	Normal	GSE72874
GSM1873927	0.640015904457446	0.627723880265261	0.560333697986453	0.638890689053945	Tumour	GSE72874
GSM1873928	0.713325445384592	0.678866148667187	0.644180138453739	0.656045932608232	Normal	GSE72874
GSM1873929	0.655997227869648	0.627780013185247	0.591911793074432	0.645353292271115	Tumour	GSE72874
GSM1873930	0.770130941816477	0.736491730452698	0.713688536256285	0.705719425309731	Normal	GSE72874
GSM1873931	0.669610892962904	0.656438849738983	0.591557525257572	0.654954840919063	Tumour	GSE72874
GSM1873932	0.645618129466828	0.604620427912028	0.515717197609867	0.641593265372774	Tumour	GSE72874
