Sample	hypoEAC	hypoESCC	Type	Source
GSM1873765	0.689999032608716	0.456432226260106	Normal	GSE72874
GSM1873766	0.58054898302261	0.659034423562007	Tumour	GSE72874
GSM1873767	0.408971997422875	0.701043267646523	Tumour	GSE72874
GSM1873768	0.593006030344637	0.63813570247764	Tumour	GSE72874
GSM1873769	0.413244914691988	0.69535797723837	Tumour	GSE72874
GSM1873770	0.410703445595927	0.757588953457983	Tumour	GSE72874
GSM1873772	0.400997599045078	0.70203590737181	Tumour	GSE72874
GSM1873775	0.48029239824559	0.643971240456627	BE	GSE72874
GSM1873776	0.70438987699368	0.34624025370356	GERD	GSE72874
GSM1873777	0.693129257746023	0.27346319521194	Normal	GSE72874
GSM1873778	0.692316572183192	0.484375890527784	GERD	GSE72874
GSM1873779	0.665092356425937	0.327241638835701	Normal	GSE72874
GSM1873780	0.707587045638341	0.309777460734612	Normal	GSE72874
GSM1873781	0.393142848846549	0.673110000174356	BE	GSE72874
GSM1873782	0.314638042831497	0.71466069826885	BE	GSE72874
GSM1873783	0.384459365509258	0.705172879203652	BE	GSE72874
GSM1873784	0.548315037870404	0.722918868350447	Tumour	GSE72874
GSM1873785	0.502438533494366	0.704363208881174	Tumour	GSE72874
GSM1873786	0.419869388056395	0.720111376172856	Tumour	GSE72874
GSM1873787	0.388459684962554	0.699591133248675	Tumour	GSE72874
GSM1873788	0.670811181337083	0.455658757725419	Normal	GSE72874
GSM1873789	0.576200889992002	0.677068208066847	Tumour	GSE72874
GSM1873790	0.436956498329412	0.650957496776712	Tumour	GSE72874
GSM1873791	0.534864122559823	0.709447229427966	Tumour	GSE72874
GSM1873792	0.701473557176154	0.601523957160387	Normal	GSE72874
GSM1873793	0.493491715983658	0.721155893283123	Tumour	GSE72874
GSM1873794	0.469707871101923	0.751239552249771	Tumour	GSE72874
GSM1873795	0.69716766779835	0.587105886713897	Normal	GSE72874
GSM1873796	0.393664486783454	0.728683149601319	Tumour	GSE72874
GSM1873797	0.683995343960846	0.461353565300432	Normal	GSE72874
GSM1873798	0.50324703076641	0.671527573750317	Tumour	GSE72874
GSM1873799	0.390053466624791	0.702965436070755	Tumour	GSE72874
GSM1873800	0.699261997731136	0.46504954131355	Normal	GSE72874
GSM1873801	0.39538136541006	0.723087332773924	Tumour	GSE72874
GSM1873802	0.472734175901714	0.715200223412666	Tumour	GSE72874
GSM1873803	0.529120840847228	0.670393335303163	Tumour	GSE72874
GSM1873804	0.580394250055341	0.711347567088936	Tumour	GSE72874
GSM1873805	0.6710076516742	0.327191580180628	Normal	GSE72874
GSM1873806	0.421511781199239	0.726302830491231	Tumour	GSE72874
GSM1873807	0.682489244857893	0.364680189554274	Normal	GSE72874
GSM1873809	0.640645005676942	0.388090815950333	Normal	GSE72874
GSM1873811	0.443535746787282	0.633469385162176	BE	GSE72874
GSM1873813	0.362417110700657	0.713820120525773	BE	GSE72874
GSM1873814	0.704111610222229	0.358468378754116	GERD	GSE72874
GSM1873815	0.652556108976528	0.367527152989174	Normal	GSE72874
GSM1873816	0.540649700424175	0.535541093315541	GERD	GSE72874
GSM1873817	0.666460177681042	0.31819435284569	Normal	GSE72874
GSM1873818	0.71563010411245	0.361696479296828	Normal	GSE72874
GSM1873819	0.407581816167112	0.691197260874593	BE	GSE72874
GSM1873820	0.394369642540915	0.609177338086494	BE	GSE72874
GSM1873821	0.452460864007048	0.594530680514925	Tumour	GSE72874
GSM1873822	0.30902819337012	0.709830688999826	Tumour	GSE72874
GSM1873823	0.431392924274608	0.675001145617597	Normal	GSE72874
GSM1873824	0.457960312275639	0.77461533723458	Tumour	GSE72874
GSM1873825	0.701933545684411	0.620472116756687	Normal	GSE72874
GSM1873826	0.483697774003122	0.675686802827599	Tumour	GSE72874
GSM1873827	0.444011416787796	0.692464927714089	Tumour	GSE72874
GSM1873828	0.348748244600708	0.669654796860527	Tumour	GSE72874
GSM1873829	0.698645053510963	0.591624929494038	Normal	GSE72874
GSM1873830	0.562832881183779	0.676410810093873	Normal	GSE72874
GSM1873831	0.269469424194721	0.742474907969531	Tumour	GSE72874
GSM1873832	0.70087941329371	0.402105902752733	Normal	GSE72874
GSM1873833	0.548894610116489	0.656164531546285	Tumour	GSE72874
GSM1873834	0.467846877558805	0.737409393381202	Tumour	GSE72874
GSM1873835	0.524586191004838	0.682224375445578	Tumour	GSE72874
GSM1873836	0.428797557731821	0.680130722408161	Normal	GSE72874
GSM1873837	0.490225218359831	0.683532297891056	Tumour	GSE72874
GSM1873838	0.550552215227804	0.728662452904916	Tumour	GSE72874
GSM1873839	0.592758871243642	0.675679654497431	Tumour	GSE72874
GSM1873840	0.524739865764832	0.718749129444381	Tumour	GSE72874
GSM1873841	0.524149115514416	0.668327098495918	Tumour	GSE72874
GSM1873842	0.40785499962803	0.692393397682	Tumour	GSE72874
GSM1873843	0.374975259722971	0.723584354897754	Tumour	GSE72874
GSM1873844	0.463850621374856	0.703525696595309	Tumour	GSE72874
GSM1873845	0.708275552005668	0.359130083603407	Normal	GSE72874
GSM1873846	0.687876129846016	0.332696597996236	Normal	GSE72874
GSM1873847	0.702090241839962	0.311351025313399	Normal	GSE72874
GSM1873849	0.464960985597198	0.543369164538627	BE	GSE72874
GSM1873851	0.54158475325594	0.467370853605886	BE	GSE72874
GSM1873852	0.709961093851587	0.40453653088858	GERD	GSE72874
GSM1873853	0.59513969997003	0.497729826722532	Normal	GSE72874
GSM1873854	0.693037391141334	0.285740112949444	GERD	GSE72874
GSM1873855	0.397800154244229	0.727569247391788	BE	GSE72874
GSM1873856	0.724910745522427	0.2998198349145	Normal	GSE72874
GSM1873857	0.559427114335909	0.509799899286218	Tumour	GSE72874
GSM1873858	0.696470873371362	0.318577114078129	GERD	GSE72874
GSM1873859	0.616730035497238	0.610717955003418	Tumour	GSE72874
GSM1873860	0.685593544550016	0.322411756508608	GERD	GSE72874
GSM1873861	0.516238487761683	0.64245385549959	Tumour	GSE72874
GSM1873862	0.602346712241984	0.702871732421452	Tumour	GSE72874
GSM1873863	0.677356497395795	0.263128232866207	Normal	GSE72874
GSM1873864	0.697875470569713	0.313156640846488	Normal	GSE72874
GSM1873865	0.306312680645007	0.714281452220283	BE	GSE72874
GSM1873866	0.5171399344441	0.65480593525976	Tumour	GSE72874
GSM1873867	0.511143350218375	0.678807419320698	Normal	GSE72874
GSM1873868	0.413427299175812	0.671303140123364	Tumour	GSE72874
GSM1873869	0.382496632340038	0.687179391806489	Tumour	GSE72874
GSM1873870	0.696601590190179	0.318275667110346	Tumour	GSE72874
GSM1873871	0.698521919742572	0.356081174715439	Normal	GSE72874
GSM1873872	0.394795265841773	0.729021624291788	Tumour	GSE72874
GSM1873873	0.376230168682783	0.717434372693883	Tumour	GSE72874
GSM1873874	0.694534205125515	0.36652776177223	Normal	GSE72874
GSM1873875	0.225886109265	0.719972668849397	Tumour	GSE72874
GSM1873876	0.475877118599188	0.699675608979904	Tumour	GSE72874
GSM1873877	0.486388655260977	0.699853338449399	Tumour	GSE72874
GSM1873878	0.451928682797327	0.698148291093252	Tumour	GSE72874
GSM1873879	0.281940923886111	0.718424017213414	Tumour	GSE72874
GSM1873880	0.409672014583451	0.766886604425029	Tumour	GSE72874
GSM1873881	0.525776503156869	0.602760605997484	Tumour	GSE72874
GSM1873882	0.686074600236136	0.37596641015515	Normal	GSE72874
GSM1873883	0.697162632237865	0.333622155114138	Normal	GSE72874
GSM1873884	0.545637590551627	0.656290628322425	Tumour	GSE72874
GSM1873885	0.559880125005907	0.667732961777452	Tumour	GSE72874
GSM1873886	0.713049281619226	0.410401730425882	Normal	GSE72874
GSM1873887	0.40923994573232	0.685718123085074	Tumour	GSE72874
GSM1873888	0.326916165907091	0.63432723551167	Tumour	GSE72874
GSM1873891	0.666883581643347	0.589868678296155	Tumour	GSE72874
GSM1873893	0.695048063906198	0.341969503577722	GERD	GSE72874
GSM1873894	0.512504086199893	0.597384897601512	Tumour	GSE72874
GSM1873895	0.727078677400368	0.373382492396536	GERD	GSE72874
GSM1873896	0.574352095797829	0.602431239589588	Tumour	GSE72874
GSM1873897	0.697139894939967	0.380762133070845	Normal	GSE72874
GSM1873898	0.656566982322186	0.339799202877756	Normal	GSE72874
GSM1873899	0.429647216328812	0.731810396372782	Tumour	GSE72874
GSM1873900	0.601603192694058	0.501422650885127	BE	GSE72874
GSM1873901	0.332101020967967	0.743740366485716	Tumour	GSE72874
GSM1873902	0.684112151792306	0.279479241668671	Normal	GSE72874
GSM1873903	0.434710233932166	0.735279742015585	Tumour	GSE72874
GSM1873904	0.678610098506492	0.280684999301621	Normal	GSE72874
GSM1873905	0.45361548489911	0.582088636758264	Tumour	GSE72874
GSM1873906	0.426860395345558	0.660037382908407	BE	GSE72874
GSM1873907	0.707279331920452	0.42893794577653	Normal	GSE72874
GSM1873908	0.413212012446449	0.669996377385629	BE	GSE72874
GSM1873909	0.476642955639492	0.659219486743727	Tumour	GSE72874
GSM1873910	0.681474149245377	0.336984616069944	Normal	GSE72874
GSM1873911	0.720908694877338	0.348170655881685	Normal	GSE72874
GSM1873912	0.695896720516205	0.321466532594869	Normal	GSE72874
GSM1873913	0.452666233245502	0.621404919611381	Normal	GSE72874
GSM1873914	0.683128987783372	0.341534885974889	Normal	GSE72874
GSM1873915	0.702930289729421	0.321167965077511	Normal	GSE72874
GSM1873916	0.695894322906161	0.329435466095515	Normal	GSE72874
GSM1873917	0.69914425540944	0.363671412075379	Normal	GSE72874
GSM1873918	0.692366742894251	0.333895977465837	Normal	GSE72874
GSM1873919	0.691876861048765	0.301657896768146	Normal	GSE72874
GSM1873920	0.700382131950016	0.300923417476125	Normal	GSE72874
GSM1873921	0.690308678380055	0.324398459127881	Normal	GSE72874
GSM1873922	0.68511877001859	0.327819140079939	Normal	GSE72874
GSM1873923	0.683465649226034	0.386769835370521	Tumour	GSE72874
GSM1873924	0.710854007475964	0.392536108227168	Normal	GSE72874
GSM1873925	0.679595918202591	0.505159387688856	Tumour	GSE72874
GSM1873926	0.697778343223107	0.380311481554796	Normal	GSE72874
GSM1873927	0.652805117871461	0.452101249962587	Tumour	GSE72874
GSM1873928	0.69827073805149	0.380285848742283	Normal	GSE72874
GSM1873929	0.514331408887662	0.6565952659001	Tumour	GSE72874
GSM1873930	0.694174715776653	0.624956350105676	Normal	GSE72874
GSM1873931	0.676541247341196	0.456734723381817	Tumour	GSE72874
GSM1873932	0.454625475226884	0.666246081439727	Tumour	GSE72874
