Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
hippo signaling(GO:0035329)	16990, 118, 27, 1	5.333	0.388273053483	1.0	27
spindle localization(GO:0051653)	16990, 239, 42, 2	3.385	0.341725197418	0.972160282445	42
positive regulation of lymphocyte mediated immunity(GO:0002708)	16990, 550, 104, 4	1.188	0.808997528096	1.0	104
renal water homeostasis(GO:0003091)	16990, 5, 32, 1	106.188	0.0470219290434	0.625403249799	32
positive regulation of cytoskeleton organization(GO:0051495)	16990, 214, 210, 7	2.646	0.123176451167	0.763575741134	210
negative regulation of cytoskeleton organization(GO:0051494)	16990, 212, 133, 6	3.615	0.0467246737716	0.625403249799	133
regulation of cytoskeleton organization(GO:0051493)	16990, 217, 516, 15	2.276	0.0307294521654	0.558195524142	516
positive regulation of filopodium assembly(GO:0051491)	16990, 116, 30, 1	4.882	0.417044003679	1.0	30
regulation of granulocyte differentiation(GO:0030852)	16990, 0, 15, 0	0.0	1.0	1.0	15
prostate gland development(GO:0030850)	16990, 1982, 11, 4	3.117	0.0878858979925	0.703568795245	11
granulocyte differentiation(GO:0030851)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of epithelial cell differentiation(GO:0030856)	16990, 1916, 139, 18	1.148	0.717809804691	1.0	139
negative regulation of epithelial cell differentiation(GO:0030857)	16990, 1461, 39, 4	1.193	0.710571348522	1.0	39
epithelial cell differentiation(GO:0030855)	16990, 1701, 314, 54	1.718	0.000830374625935	0.184432087449	314
regulation of protein sumoylation(GO:0033233)	16990, 130, 21, 1	6.223	0.328403845864	0.969353701333	21
positive regulation of epithelial cell differentiation(GO:0030858)	16990, 1833, 58, 9	1.438	0.457012681049	1.0	58
polarized epithelial cell differentiation(GO:0030859)	16990, 1701, 19, 3	1.577	0.491395420719	1.0	19
protoporphyrinogen IX metabolic process(GO:0046501)	16990, 0, 11, 0	0.0	1.0	1.0	11
S-adenosylmethionine metabolic process(GO:0046500)	16990, 0, 15, 0	0.0	1.0	1.0	15
glycerolipid catabolic process(GO:0046503)	16990, 461, 51, 4	2.891	0.193474212125	0.869217903432	51
regulation of trophoblast cell migration(GO:1901163)	16990, 64, 11, 1	24.134	0.10587267209	0.739885877834	11
base-excision repair(GO:0006284)	16990, 1649, 33, 3	0.937	0.82179099589	1.0	33
pH reduction(GO:0045851)	16990, 1566, 34, 4	1.276	0.655985431135	1.0	34
axon regeneration(GO:0031103)	16990, 1970, 21, 5	2.053	0.23241636302	0.902606121385	21
neuron projection regeneration(GO:0031102)	16990, 1970, 27, 6	1.917	0.243617435555	0.915593561535	27
animal organ regeneration(GO:0031100)	16990, 215, 76, 1	1.04	0.890916682248	1.0	76
social behavior(GO:0035176)	16990, 454, 54, 3	2.079	0.463419686553	1.0	54
regulation of protein kinase activity(GO:0045859)	16990, 434, 763, 32	1.642	0.0490505233643	0.632528196735	763
microtubule polymerization or depolymerization(GO:0031109)	16990, 1962, 31, 5	1.397	0.547286132853	1.0	31
nucleotide-excision repair(GO:0006289)	16990, 1900, 103, 11	0.955	0.906008869051	1.0	103
defense response to fungus(GO:0050832)	16990, 1054, 34, 3	1.422	0.627887667307	1.0	34
defense response to Gram-positive bacterium(GO:0050830)	16990, 1794, 85, 7	0.78	0.964350257625	1.0	85
regulation of cell-substrate adhesion(GO:0010810)	16990, 261, 205, 8	2.54	0.10675276491	0.739885877834	205
response to histamine(GO:0034776)	16990, 1117, 11, 1	1.383	0.584505598539	1.0	11
regulation of acute inflammatory response(GO:0002673)	16990, 77, 43, 1	5.131	0.442255790102	1.0	43
amino sugar catabolic process(GO:0046348)	16990, 1530, 12, 1	0.925	0.693903316902	1.0	12
negative regulation of inclusion body assembly(GO:0090084)	16990, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of acute inflammatory response(GO:0002675)	16990, 77, 29, 1	7.609	0.321996599503	0.963186345528	29
regulation of cold-induced thermogenesis(GO:0120161)	16990, 1726, 143, 21	1.446	0.263952723566	0.937563188134	143
cellular modified amino acid metabolic process(GO:0006575)	16990, 246, 187, 7	2.585	0.12870704172	0.768368237074	187
ruffle assembly(GO:0097178)	16990, 24, 13, 1	54.455	0.0589556447942	0.65210741286	13
amino-acid betaine metabolic process(GO:0006577)	16990, 225, 18, 4	16.78	0.000478041737666	0.16792694411	18
positive regulation of axonogenesis(GO:0050772)	16990, 8, 83, 1	25.587	0.184842879352	0.863543379143	83
positive regulation of telomere maintenance via telomere lengthening(GO:1904358)	16990, 1572, 37, 2	0.584	0.942500500435	1.0	37
regulation of gene expression, epigenetic(GO:0040029)	16990, 94, 191, 1	0.946	0.950723427769	1.0	191
regulation of nuclear division(GO:0051783)	16990, 2, 205, 1	41.439	0.162073900601	0.823205345188	205
negative regulation of cell division(GO:0051782)	16990, 1252, 16, 1	0.848	0.757673083115	1.0	16
positive regulation of cell division(GO:0051781)	16990, 576, 86, 8	2.744	0.0558395440595	0.648670718829	86
dicarboxylic acid catabolic process(GO:0043649)	16990, 85, 18, 1	11.105	0.21521605436	0.887812368328	18
mRNA splice site selection(GO:0006376)	16990, 1724, 30, 4	1.314	0.615334533965	1.0	30
positive regulation of nuclear division(GO:0051785)	16990, 2, 64, 1	132.734	0.047921879249	0.632528196735	64
negative regulation of nuclear division(GO:0051784)	16990, 1881, 48, 5	0.941	0.856506152554	1.0	48
positive regulation of leukocyte adhesion to vascular endothelial cell(GO:1904996)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of leukocyte adhesion to vascular endothelial cell(GO:1904994)	16990, 1801, 17, 2	1.11	0.684655929123	1.0	17
mRNA cleavage(GO:0006379)	16990, 1981, 25, 3	1.029	0.758697944735	1.0	25
positive regulation of supramolecular fiber organization(GO:1902905)	16990, 214, 189, 5	2.1	0.393715872889	1.0	189
regulation of transcription initiation from RNA polymerase II promoter(GO:0060260)	16990, 1660, 27, 3	1.137	0.710647396173	1.0	27
positive regulation of transcription initiation from RNA polymerase II promoter(GO:0060261)	16990, 1660, 19, 3	1.616	0.477699410419	1.0	19
regulation of cell aging(GO:0090342)	16990, 974, 46, 2	0.758	0.910522871504	1.0	46
positive regulation of cell aging(GO:0090343)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of cell aging(GO:0090344)	16990, 974, 24, 1	0.727	0.853824864771	1.0	24
mitotic sister chromatid cohesion(GO:0007064)	16990, 1844, 12, 3	2.303	0.261979930138	0.937563188134	12
embryonic digestive tract development(GO:0048566)	16990, 452, 17, 1	2.211	0.548311832112	1.0	17
embryonic organ development(GO:0048568)	16990, 452, 127, 5	1.48	0.650088458509	1.0	127
thyroid hormone generation(GO:0006590)	16990, 1610, 11, 4	3.837	0.0475288311712	0.629789746373	11
antibiotic catabolic process(GO:0017001)	16990, 1717, 53, 9	1.68	0.283760043892	0.943846420401	53
polyamine biosynthetic process(GO:0006596)	16990, 0, 13, 0	0.0	1.0	1.0	13
embryonic camera-type eye development(GO:0031076)	16990, 219, 12, 1	6.465	0.278684302547	0.942003861737	12
cytochrome complex assembly(GO:0017004)	16990, 1934, 34, 3	0.775	0.892727209328	1.0	34
polyamine metabolic process(GO:0006595)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of glucose metabolic process(GO:0010906)	16990, 241, 111, 5	3.176	0.125500297456	0.768368237074	111
positive regulation of glucose metabolic process(GO:0010907)	16990, 215, 40, 2	3.951	0.284610649209	0.945278869772	40
histone H3-K9 modification(GO:0061647)	16990, 1423, 15, 4	3.184	0.0964001886601	0.720671965488	15
regulation of small molecule metabolic process(GO:0062012)	16990, 241, 351, 9	1.808	0.349153465111	0.976560592272	351
uterus development(GO:0060065)	16990, 144, 16, 1	7.374	0.276496241187	0.939238170297	16
phosphate ion transmembrane transport(GO:0035435)	16990, 263, 15, 1	4.307	0.374915735623	0.994126068549	15
determination of adult lifespan(GO:0008340)	16990, 456, 17, 1	2.192	0.55009779757	1.0	17
tetrahydrofolate metabolic process(GO:0046653)	16990, 492, 19, 2	3.635	0.248579162223	0.921332728579	19
regulation of response to oxidative stress(GO:1902882)	16990, 761, 81, 7	1.929	0.281439225912	0.943846420401	81
folic acid metabolic process(GO:0046655)	16990, 492, 20, 2	3.453	0.268410758369	0.93881098597	20
monocarboxylic acid biosynthetic process(GO:0072330)	16990, 331, 205, 9	2.253	0.131897207773	0.770869464627	205
peptide hormone secretion(GO:0030072)	16990, 16, 59, 2	35.996	0.00975545484225	0.378417240252	59
intrinsic apoptotic signaling pathway by p53 class mediator(GO:0072332)	16990, 432, 49, 1	0.803	0.903935821225	1.0	49
superoxide anion generation(GO:0042554)	16990, 1230, 14, 2	1.973	0.43031479873	1.0	14
positive regulation of histone deacetylation(GO:0031065)	16990, 1718, 17, 3	1.745	0.424671528425	1.0	17
neuron maturation(GO:0042551)	16990, 429, 24, 2	3.3	0.301147721761	0.952883109065	24
imidazole-containing compound metabolic process(GO:0052803)	16990, 0, 12, 0	0.0	1.0	1.0	12
pteridine-containing compound metabolic process(GO:0042558)	16990, 137, 35, 1	3.543	0.516429796577	1.0	35
pteridine-containing compound biosynthetic process(GO:0042559)	16990, 1699, 15, 1	0.667	0.801297295258	1.0	15
pigment granule localization(GO:0051875)	16990, 13, 24, 1	54.455	0.0738224230072	0.681192383083	24
snoRNA processing(GO:0043144)	16990, 0, 13, 0	0.0	1.0	1.0	13
synapse maturation(GO:0060074)	16990, 159, 12, 1	8.905	0.220172842002	0.890602578646	12
energy reserve metabolic process(GO:0006112)	16990, 996, 62, 8	2.201	0.133049753183	0.774644254121	62
regulation of T cell mediated immunity(GO:0002709)	16990, 550, 67, 4	1.844	0.477167235933	1.0	67
regulation of glycolytic process(GO:0006110)	16990, 205, 43, 1	1.927	0.702696557046	1.0	43
regulation of gluconeogenesis(GO:0006111)	16990, 94, 45, 1	4.017	0.508867113687	1.0	45
negative regulation of regulated secretory pathway(GO:1903306)	16990, 1667, 23, 1	0.443	0.91535732669	1.0	23
positive regulation of regulated secretory pathway(GO:1903307)	16990, 116, 51, 1	2.872	0.611827776579	1.0	51
regulation of regulated secretory pathway(GO:1903305)	16990, 197, 161, 3	1.607	0.713559690252	1.0	161
positive regulation of lipase activity(GO:0060193)	16990, 58, 69, 2	8.491	0.118740237684	0.763054326471	69
stress fiber assembly(GO:0043149)	16990, 576, 16, 1	1.844	0.577834664671	1.0	16
skeletal system morphogenesis(GO:0048705)	16990, 1075, 110, 12	1.724	0.221986075476	0.891279651953	110
locomotory behavior(GO:0007626)	16990, 493, 185, 11	2.049	0.128199316387	0.768368237074	185
grooming behavior(GO:0007625)	16990, 1692, 14, 3	2.152	0.301587124832	0.952883109065	14
embryonic skeletal system development(GO:0048706)	16990, 1348, 36, 7	2.451	0.0942512086025	0.719481817624	36
circadian rhythm(GO:0007623)	16990, 8, 135, 1	15.731	0.288406712528	0.9481888071	135
lipid metabolic process(GO:0006629)	16990, 382, 1218, 48	1.753	0.00206232949114	0.210764027751	1218
response to amino acid(GO:0043200)	16990, 351, 110, 4	1.76	0.555856240736	1.0	110
cell-cell adhesion(GO:0098609)	16990, 1999, 488, 76	1.324	0.0633905763783	0.657904694505	488
protein targeting to mitochondrion(GO:0006626)	16990, 1130, 30, 1	0.501	0.932025387153	1.0	30
oligodendrocyte differentiation(GO:0048709)	16990, 1292, 27, 3	1.461	0.58096966356	1.0	27
astrocyte differentiation(GO:0048708)	16990, 1956, 16, 2	1.086	0.694175203404	1.0	16
protein targeting to lysosome(GO:0006622)	16990, 1279, 20, 2	1.328	0.641629684226	1.0	20
protein targeting to vacuole(GO:0006623)	16990, 1279, 33, 3	1.208	0.706054982623	1.0	33
tube closure(GO:0060606)	16990, 288, 79, 3	2.24	0.454385283643	1.0	79
deoxyribonucleotide biosynthetic process(GO:0009263)	16990, 137, 15, 1	8.268	0.249986926201	0.922114352014	15
deoxyribonucleotide metabolic process(GO:0009262)	16990, 442, 35, 2	2.197	0.498462334356	1.0	35
branch elongation of an epithelium(GO:0060602)	16990, 239, 13, 2	10.937	0.0482615002793	0.632528196735	13
transcription preinitiation complex assembly(GO:0070897)	16990, 1072, 29, 1	0.547	0.917070060544	1.0	29
cellular response to starvation(GO:0009267)	16990, 676, 150, 4	0.67	0.986772262002	1.0	150
response to temperature stimulus(GO:0009266)	16990, 71, 170, 2	2.815	0.537190100528	1.0	170
response to pH(GO:0009268)	16990, 313, 39, 1	1.392	0.772355877923	1.0	39
response to antimetabolite(GO:0097329)	16990, 1881, 12, 1	0.753	0.756432015151	1.0	12
vasoconstriction(GO:0042310)	16990, 2, 30, 1	283.167	0.0199041373651	0.479865165402	30
alpha-beta T cell differentiation involved in immune response(GO:0002293)	16990, 1822, 18, 4	2.072	0.272159403326	0.93881098597	18
T cell differentiation involved in immune response(GO:0002292)	16990, 1822, 22, 4	1.695	0.410137235872	1.0	22
positive regulation of killing of cells of other organism(GO:0051712)	16990, 957, 12, 1	1.479	0.591826553092	1.0	12
viral budding via host ESCRT complex(GO:0039702)	16990, 203, 21, 1	3.985	0.434882331928	1.0	21
ectodermal placode formation(GO:0060788)	16990, 443, 11, 2	6.973	0.0904232785914	0.706064886404	11
axonal transport(GO:0098930)	16990, 289, 53, 2	2.218	0.534537172772	1.0	53
positive regulation of mesenchymal cell proliferation(GO:0002053)	16990, 1780, 26, 4	1.468	0.523471834806	1.0	26
positive regulation of neuroblast proliferation(GO:0002052)	16990, 1117, 23, 1	0.661	0.868036434951	1.0	23
dendrite morphogenesis(GO:0048813)	16990, 128, 40, 2	6.637	0.146040233062	0.790908784706	40
proteoglycan metabolic process(GO:0006029)	16990, 1060, 58, 8	2.211	0.126184262566	0.768368237074	58
regulation of dendrite morphogenesis(GO:0048814)	16990, 1144, 87, 13	2.219	0.0391304660018	0.601333998302	87
positive regulation of stress fiber assembly(GO:0051496)	16990, 423, 51, 2	1.575	0.681654881713	1.0	51
regulation of lipase activity(GO:0060191)	16990, 180, 94, 4	4.017	0.1051757458	0.739885877834	94
glutathione catabolic process(GO:0006751)	16990, 1569, 11, 2	1.969	0.396926505677	1.0	11
inositol metabolic process(GO:0006020)	16990, 1819, 12, 1	0.778	0.745387059905	1.0	12
aminoglycan catabolic process(GO:0006026)	16990, 448, 66, 2	1.149	0.829506279174	1.0	66
negative regulation of double-strand break repair via homologous recombination(GO:2000042)	16990, 238, 18, 1	3.966	0.408856217617	1.0	18
regulation of cell cycle arrest(GO:0071156)	16990, 562, 106, 3	0.856	0.936690041848	1.0	106
positive regulation of actin nucleation(GO:0051127)	16990, 198, 16, 1	5.363	0.331485602591	0.969409770897	16
signal release from synapse(GO:0099643)	16990, 887, 69, 3	0.833	0.922074937596	1.0	69
axo-dendritic protein transport(GO:0099640)	16990, 289, 13, 1	4.522	0.356111956943	0.981445444369	13
regulation of cyclin-dependent protein kinase activity(GO:1904029)	16990, 407, 100, 5	2.087	0.35188472441	0.978624985969	100
RNA polymerase II preinitiation complex assembly(GO:0051123)	16990, 1072, 13, 1	1.219	0.645818294476	1.0	13
regulation of DNA damage checkpoint(GO:2000001)	16990, 1615, 17, 2	1.238	0.636592516892	1.0	17
neurotransmitter receptor localization to postsynaptic specialization membrane(GO:0099645)	16990, 36, 12, 1	39.329	0.0739210123233	0.681192383083	12
negative regulation of fibroblast proliferation(GO:0048147)	16990, 594, 29, 2	1.973	0.521800475184	1.0	29
dicarboxylic acid metabolic process(GO:0043648)	16990, 137, 104, 3	3.577	0.239614369104	0.911823667241	104
regulation of fibroblast proliferation(GO:0048145)	16990, 594, 83, 3	1.034	0.866616478949	1.0	83
astrocyte activation(GO:0048143)	16990, 214, 12, 2	13.232	0.0343000116218	0.57659768748	12
regulation of muscle organ development(GO:0048634)	16990, 590, 133, 8	1.732	0.373398123887	0.992630128504	133
positive regulation of ATP biosynthetic process(GO:2001171)	16990, 205, 29, 1	2.858	0.548547000096	1.0	29
regulation of synapse maturation(GO:0090128)	16990, 30, 13, 1	43.564	0.0698778564632	0.679529070748	13
inner ear receptor cell development(GO:0060119)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of ERAD pathway(GO:1904293)	16990, 326, 13, 2	8.018	0.0745998656396	0.681192383083	13
glial cell differentiation(GO:0010001)	16990, 1292, 71, 11	2.037	0.0980143561193	0.724389680726	71
macromolecule deacylation(GO:0098732)	16990, 1073, 73, 6	1.301	0.669675315757	1.0	73
response to purine-containing compound(GO:0014074)	16990, 528, 150, 6	1.287	0.746619365427	1.0	150
intracellular transport of virus(GO:0075733)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of retinoic acid receptor signaling pathway(GO:0048385)	16990, 20, 16, 1	53.094	0.0644444851467	0.659450067672	16
retinoic acid receptor signaling pathway(GO:0048384)	16990, 149, 16, 1	7.127	0.281770889262	0.943846420401	16
response to organic cyclic compound(GO:0014070)	16990, 260, 736, 20	1.776	0.0937839380794	0.719458918918	736
regulation of cell fate commitment(GO:0010453)	16990, 467, 27, 3	4.042	0.131718160155	0.770869464627	27
phospholipid catabolic process(GO:0009395)	16990, 1940, 33, 4	1.062	0.762533116277	1.0	33
positive regulation of heat generation(GO:0031652)	16990, 446, 11, 2	6.926	0.0908697564119	0.707254900229	11
negative regulation of neuron death(GO:1901215)	16990, 5, 196, 1	17.337	0.293114575059	0.951097882654	196
positive regulation of interferon-gamma biosynthetic process(GO:0045078)	16990, 0, 12, 0	0.0	1.0	1.0	12
nuclear-transcribed mRNA poly(A) tail shortening(GO:0000289)	16990, 1090, 22, 1	0.709	0.851634886876	1.0	22
regulation of macroautophagy(GO:0016241)	16990, 654, 162, 6	0.962	0.923634321467	1.0	162
endodermal cell differentiation(GO:0035987)	16990, 868, 28, 1	0.699	0.872709427092	1.0	28
regulation of interleukin-2 biosynthetic process(GO:0045076)	16990, 1862, 19, 4	1.921	0.319771988813	0.959515449899	19
glycosphingolipid biosynthetic process(GO:0006688)	16990, 1911, 24, 5	1.852	0.306529947852	0.95510714132	24
nuclear division(GO:0000280)	16990, 723, 57, 1	0.412	0.979740989308	1.0	57
negative regulation of viral genome replication(GO:0045071)	16990, 450, 53, 3	2.137	0.446251680136	1.0	53
regulation of interferon-gamma biosynthetic process(GO:0045072)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of chemokine biosynthetic process(GO:0045073)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of cellular amine metabolic process(GO:0033238)	16990, 802, 37, 4	2.29	0.283938829588	0.943846420401	37
amino acid import across plasma membrane(GO:0089718)	16990, 95, 14, 1	12.774	0.186272086066	0.864834685307	14
microtubule cytoskeleton organization involved in mitosis(GO:1902850)	16990, 239, 92, 4	3.091	0.196879942664	0.869389221432	92
regulation of chromosome separation(GO:1905818)	16990, 1002, 62, 3	0.82	0.918527270244	1.0	62
negative regulation of chromosome separation(GO:1905819)	16990, 1572, 28, 2	0.772	0.861345778615	1.0	28
positive regulation of cell population proliferation(GO:0008284)	16990, 8, 905, 3	7.04	0.0765509902836	0.685680192298	905
muscle cell development(GO:0055001)	16990, 804, 92, 6	1.378	0.644010010544	1.0	92
ceramide transport(GO:0035627)	16990, 46, 12, 1	30.779	0.0907576369969	0.707254900229	12
cardiac myofibril assembly(GO:0055003)	16990, 605, 22, 2	2.553	0.381332102359	0.997017400597	22
cardiac cell development(GO:0055006)	16990, 1178, 41, 3	1.055	0.799842027402	1.0	41
cardiac muscle cell differentiation(GO:0055007)	16990, 144, 26, 1	4.538	0.424044988511	1.0	26
cardiac muscle tissue morphogenesis(GO:0055008)	16990, 242, 65, 2	2.16	0.570435350272	1.0	65
barbed-end actin filament capping(GO:0051016)	16990, 1847, 15, 2	1.226	0.632096534833	1.0	15
cellular response to DNA damage stimulus(GO:0006974)	16990, 260, 732, 5	0.446	0.999986624354	1.0	732
regulation of hormone secretion(GO:0046883)	16990, 5, 265, 2	25.645	0.0245480490231	0.529577513253	265
response to osmotic stress(GO:0006970)	16990, 1472, 73, 6	0.949	0.885765712664	1.0	73
regulation of hormone biosynthetic process(GO:0046885)	16990, 1901, 26, 2	0.687	0.886871276889	1.0	26
hyperosmotic response(GO:0006972)	16990, 1472, 24, 3	1.443	0.574926329023	1.0	24
positive regulation of hormone secretion(GO:0046887)	16990, 2, 129, 1	65.853	0.101855591297	0.727239234601	129
negative regulation of hormone secretion(GO:0046888)	16990, 499, 65, 4	2.095	0.38791421239	1.0	65
positive regulation of lipid biosynthetic process(GO:0046889)	16990, 412, 76, 2	1.085	0.858291392249	1.0	76
neuroblast proliferation(GO:0007405)	16990, 1552, 17, 2	1.288	0.620224271562	1.0	17
nucleoside diphosphate metabolic process(GO:0009132)	16990, 26, 78, 1	8.378	0.381809058199	0.997017400597	78
response to oxidative stress(GO:0006979)	16990, 561, 343, 16	1.413	0.472018367154	1.0	343
temperature homeostasis(GO:0001659)	16990, 21, 30, 1	26.968	0.133856945978	0.774791708972	30
cellular response to lipoprotein particle stimulus(GO:0071402)	16990, 771, 25, 1	0.881	0.816308612685	1.0	25
protein mono-ADP-ribosylation(GO:0140289)	16990, 1987, 11, 3	2.332	0.254162946997	0.92490122268	11
cell adhesion mediated by integrin(GO:0033627)	16990, 1243, 22, 1	0.621	0.865907857546	1.0	22
pyrimidine-containing compound salvage(GO:0008655)	16990, 0, 12, 0	0.0	1.0	1.0	12
primary amino compound metabolic process(GO:1901160)	16990, 1955, 13, 5	3.343	0.0418634421365	0.615283911786	13
negative regulation of lipid transport(GO:0032369)	16990, 1263, 26, 1	0.517	0.912355151513	1.0	26
activation of GTPase activity(GO:0090630)	16990, 8, 94, 1	22.593	0.208207643395	0.882471622632	94
histone H4-K8 acetylation(GO:0043982)	16990, 845, 16, 2	2.513	0.35217402647	0.978624985969	16
postsynaptic specialization organization(GO:0099084)	16990, 649, 13, 4	8.055	0.00517902942085	0.298555391021	13
positive regulation of protein sumoylation(GO:0033235)	16990, 130, 11, 1	11.881	0.175078122655	0.848649986182	11
regulation of dendritic spine maintenance(GO:1902950)	16990, 1749, 11, 1	0.883	0.701482761256	1.0	11
integrin-mediated signaling pathway(GO:0007229)	16990, 12, 89, 1	15.908	0.261557302526	0.937563188134	89
receptor-mediated endocytosis(GO:0006898)	16990, 52, 212, 1	1.541	0.884624909614	1.0	212
regulation of corticosteroid hormone secretion(GO:2000846)	16990, 1894, 16, 2	1.121	0.677976702341	1.0	16
myelin assembly(GO:0032288)	16990, 1586, 12, 2	1.785	0.444365923567	1.0	12
attachment of spindle microtubules to kinetochore(GO:0008608)	16990, 1031, 20, 1	0.824	0.812843408411	1.0	20
regulation of cell-cell adhesion(GO:0022407)	16990, 16, 385, 1	2.758	0.798956657866	1.0	385
molting cycle process(GO:0022404)	16990, 1326, 72, 10	1.78	0.22078241741	0.890602578646	72
positive regulation of NIK/NF-kappaB signaling(GO:1901224)	16990, 250, 74, 2	1.837	0.6531243398	1.0	74
negative regulation of NIK/NF-kappaB signaling(GO:1901223)	16990, 1166, 21, 2	1.388	0.630459729562	1.0	21
regulation of NIK/NF-kappaB signaling(GO:1901222)	16990, 1166, 105, 9	1.249	0.683971112598	1.0	105
regulation of rhodopsin mediated signaling pathway(GO:0022400)	16990, 427, 24, 1	1.658	0.664634736833	1.0	24
regulation of dopamine secretion(GO:0014059)	16990, 1117, 40, 4	1.521	0.552992448306	1.0	40
myoblast differentiation(GO:0045445)	16990, 1140, 21, 3	2.129	0.349187067428	0.976560592272	21
fat cell differentiation(GO:0045444)	16990, 5, 105, 1	32.362	0.165319750418	0.827458896471	105
endothelial cell differentiation(GO:0045446)	16990, 193, 27, 2	6.521	0.1324666772	0.773258152105	27
asymmetric cell division(GO:0008356)	16990, 1579, 13, 3	2.483	0.234409431297	0.904973875542	13
regulation of cell division(GO:0051302)	16990, 576, 164, 9	1.619	0.422947691585	1.0	164
negative regulation of cell-cell adhesion(GO:0022408)	16990, 16, 166, 1	6.397	0.509652525369	1.0	166
neuron projection extension(GO:1990138)	16990, 1730, 59, 7	1.165	0.726502766877	1.0	59
negative regulation of small molecule metabolic process(GO:0062014)	16990, 21, 94, 1	8.607	0.389656059818	1.0	94
response to estradiol(GO:0032355)	16990, 477, 127, 7	1.963	0.300566986587	0.952883109065	127
response to follicle-stimulating hormone(GO:0032354)	16990, 1889, 16, 2	1.124	0.676723703159	1.0	16
positive regulation of hormone metabolic process(GO:0032352)	16990, 1743, 15, 1	0.65	0.808025723001	1.0	15
DNA replication-independent nucleosome organization(GO:0034724)	16990, 1881, 41, 3	0.661	0.941632515884	1.0	41
regulation of hormone metabolic process(GO:0032350)	16990, 1901, 38, 4	0.941	0.83592992225	1.0	38
regulation of cysteine-type endopeptidase activity(GO:2000116)	16990, 5, 227, 1	14.969	0.331140153006	0.969409770897	227
negative regulation of cysteine-type endopeptidase activity(GO:2000117)	16990, 5, 89, 1	38.18	0.140344977918	0.787700517836	89
DNA repair(GO:0006281)	16990, 1935, 472, 40	0.744	0.999945184036	1.0	472
negative regulation of interleukin-6 production(GO:0032715)	16990, 1042, 41, 1	0.398	0.968215113441	1.0	41
phosphatidylglycerol acyl-chain remodeling(GO:0036148)	16990, 1957, 18, 4	1.929	0.31556137258	0.958995249408	18
phosphatidylinositol acyl-chain remodeling(GO:0036149)	16990, 1940, 17, 4	2.061	0.273136826574	0.93881098597	17
leukocyte proliferation(GO:0070661)	16990, 1536, 88, 10	1.257	0.640640350955	1.0	88
regulation of translational fidelity(GO:0006450)	16990, 294, 18, 1	3.211	0.45931555904	1.0	18
