Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
defense response to Gram-positive bacterium(GO:0050830)	16990, 1374, 85, 1	0.145	0.99981926122	1.0	85
regulation of cell-substrate adhesion(GO:0010810)	16990, 184, 205, 8	3.603	0.0179351636725	0.264626187928	205
response to histamine(GO:0034776)	16990, 1471, 11, 2	2.1	0.371805799373	0.882717618453	11
regulation of acute inflammatory response(GO:0002673)	16990, 84, 43, 2	9.408	0.0896741057811	0.524944990948	43
amino sugar catabolic process(GO:0046348)	16990, 481, 12, 1	2.944	0.426345103212	0.92291626753	12
negative regulation of inclusion body assembly(GO:0090084)	16990, 1527, 11, 1	1.011	0.660392681947	1.0	11
positive regulation of acute inflammatory response(GO:0002675)	16990, 84, 29, 2	13.949	0.0429752399587	0.386744676996	29
regulation of cold-induced thermogenesis(GO:0120161)	16990, 108, 143, 4	4.4	0.0897950437072	0.524944990948	143
cellular modified amino acid metabolic process(GO:0006575)	16990, 339, 187, 8	2.144	0.204254676234	0.710900863015	187
ruffle assembly(GO:0097178)	16990, 702, 13, 1	1.862	0.558119601112	0.996494165311	13
amino-acid betaine metabolic process(GO:0006577)	16990, 1304, 18, 5	3.619	0.0395221369888	0.373152191936	18
positive regulation of axonogenesis(GO:0050772)	16990, 1980, 83, 15	1.551	0.238693649072	0.752936196084	83
positive regulation of telomere maintenance via telomere lengthening(GO:1904358)	16990, 167, 37, 1	2.75	0.587966613076	1.0	37
regulation of gene expression, epigenetic(GO:0040029)	16990, 32, 191, 1	2.78	0.746291181963	1.0	191
regulation of nuclear division(GO:0051783)	16990, 564, 205, 2	0.294	0.999882671955	1.0	205
negative regulation of cell division(GO:0051782)	16990, 619, 16, 1	1.715	0.596416793013	1.0	16
positive regulation of cell division(GO:0051781)	16990, 124, 86, 2	3.186	0.42621848161	0.92291626753	86
dicarboxylic acid catabolic process(GO:0043649)	16990, 2, 18, 1	471.944	0.0107687899309	0.19770183041	18
mRNA splice site selection(GO:0006376)	16990, 1111, 30, 3	1.529	0.569443260288	1.0	30
positive regulation of nuclear division(GO:0051785)	16990, 798, 64, 1	0.333	0.990616374674	1.0	64
negative regulation of nuclear division(GO:0051784)	16990, 1915, 48, 6	1.109	0.753687731263	1.0	48
positive regulation of leukocyte adhesion to vascular endothelial cell(GO:1904996)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of leukocyte adhesion to vascular endothelial cell(GO:1904994)	16990, 930, 17, 1	1.075	0.736848866272	1.0	17
mRNA cleavage(GO:0006379)	16990, 169, 25, 1	4.021	0.443513333172	0.937301903584	25
positive regulation of supramolecular fiber organization(GO:1902905)	16990, 118, 189, 6	4.571	0.0198695204374	0.280421802674	189
regulation of transcription initiation from RNA polymerase II promoter(GO:0060260)	16990, 0, 27, 0	0.0	1.0	1.0	27
positive regulation of transcription initiation from RNA polymerase II promoter(GO:0060261)	16990, 0, 19, 0	0.0	1.0	1.0	19
regulation of cell aging(GO:0090342)	16990, 951, 46, 3	1.165	0.765219212789	1.0	46
positive regulation of cell aging(GO:0090343)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of cell aging(GO:0090344)	16990, 1722, 24, 5	2.056	0.239440156968	0.754138789994	24
mitotic sister chromatid cohesion(GO:0007064)	16990, 0, 12, 0	0.0	1.0	1.0	12
embryonic digestive tract development(GO:0048566)	16990, 556, 17, 1	1.798	0.593644663246	1.0	17
embryonic organ development(GO:0048568)	16990, 617, 127, 11	2.385	0.0468391716453	0.401732644225	127
thyroid hormone generation(GO:0006590)	16990, 617, 11, 2	5.007	0.136271890344	0.605792784246	11
antibiotic catabolic process(GO:0017001)	16990, 1084, 53, 6	1.774	0.36205734351	0.874370090069	53
polyamine biosynthetic process(GO:0006596)	16990, 0, 13, 0	0.0	1.0	1.0	13
embryonic camera-type eye development(GO:0031076)	16990, 560, 12, 2	5.057	0.141050359537	0.61822592699	12
cytochrome complex assembly(GO:0017004)	16990, 1056, 34, 3	1.42	0.629068176808	1.0	34
polyamine metabolic process(GO:0006595)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of glucose metabolic process(GO:0010906)	16990, 392, 111, 9	3.514	0.00962787298075	0.187490158046	111
positive regulation of glucose metabolic process(GO:0010907)	16990, 476, 40, 5	4.462	0.0292443729493	0.335737118197	40
histone H3-K9 modification(GO:0061647)	16990, 892, 15, 3	3.809	0.116359424333	0.573451671148	15
regulation of small molecule metabolic process(GO:0062012)	16990, 70, 351, 5	3.457	0.116051754814	0.572521990414	351
uterus development(GO:0060065)	16990, 127, 16, 1	8.361	0.258490817876	0.77769081995	16
phosphate ion transmembrane transport(GO:0035435)	16990, 251, 15, 1	4.513	0.363783394193	0.874370090069	15
determination of adult lifespan(GO:0008340)	16990, 597, 17, 1	1.674	0.610844791158	1.0	17
tetrahydrofolate metabolic process(GO:0046653)	16990, 1878, 19, 2	0.952	0.75816757977	1.0	19
regulation of response to oxidative stress(GO:1902882)	16990, 1732, 81, 12	1.453	0.395767750694	0.905634101256	81
folic acid metabolic process(GO:0046655)	16990, 1878, 20, 2	0.905	0.78155198728	1.0	20
monocarboxylic acid biosynthetic process(GO:0072330)	16990, 77, 205, 3	3.229	0.324705119655	0.840768556617	205
peptide hormone secretion(GO:0030072)	16990, 5, 59, 2	115.186	0.00109106804979	0.0583115257722	59
intrinsic apoptotic signaling pathway by p53 class mediator(GO:0072332)	16990, 1615, 49, 4	0.859	0.896301801498	1.0	49
superoxide anion generation(GO:0042554)	16990, 0, 14, 0	0.0	1.0	1.0	14
positive regulation of histone deacetylation(GO:0031065)	16990, 597, 17, 2	3.348	0.269620602318	0.791093028663	17
neuron maturation(GO:0042551)	16990, 1619, 24, 5	2.186	0.207013316654	0.714463791847	24
imidazole-containing compound metabolic process(GO:0052803)	16990, 328, 12, 1	4.317	0.347741366654	0.862969313114	12
pteridine-containing compound metabolic process(GO:0042558)	16990, 405, 35, 2	2.397	0.459561842609	0.95074944643	35
pteridine-containing compound biosynthetic process(GO:0042559)	16990, 405, 15, 1	2.797	0.472680740553	0.959856551686	15
pigment granule localization(GO:0051875)	16990, 1584, 24, 4	1.788	0.386712037701	0.899558091266	24
snoRNA processing(GO:0043144)	16990, 1603, 13, 1	0.815	0.73623010992	1.0	13
synapse maturation(GO:0060074)	16990, 1722, 12, 2	1.644	0.480887816949	0.960051413375	12
energy reserve metabolic process(GO:0006112)	16990, 705, 62, 7	2.721	0.0763318451494	0.496156993471	62
regulation of T cell mediated immunity(GO:0002709)	16990, 1662, 67, 6	0.915	0.896104531285	1.0	67
regulation of glycolytic process(GO:0006110)	16990, 8, 43, 1	49.39	0.0943157592303	0.535559899439	43
regulation of gluconeogenesis(GO:0006111)	16990, 1930, 45, 7	1.369	0.54136569562	0.988309002851	45
negative regulation of regulated secretory pathway(GO:1903306)	16990, 105, 23, 2	14.07	0.0389584017656	0.373152191936	23
positive regulation of regulated secretory pathway(GO:1903307)	16990, 397, 51, 3	2.517	0.353398439044	0.868962224956	51
regulation of regulated secretory pathway(GO:1903305)	16990, 1758, 161, 24	1.441	0.229331727276	0.741147727205	161
positive regulation of lipase activity(GO:0060193)	16990, 701, 69, 7	2.459	0.119110292974	0.577455174927	69
stress fiber assembly(GO:0043149)	16990, 268, 16, 1	3.962	0.398360187037	0.908110189406	16
skeletal system morphogenesis(GO:0048705)	16990, 1390, 110, 12	1.333	0.547399931662	0.988405771719	110
locomotory behavior(GO:0007626)	16990, 959, 185, 18	1.724	0.118307304339	0.576553327125	185
grooming behavior(GO:0007625)	16990, 586, 14, 1	2.071	0.53146361251	0.983295050189	14
embryonic skeletal system development(GO:0048706)	16990, 543, 36, 4	3.477	0.111605057898	0.566220062284	36
circadian rhythm(GO:0007623)	16990, 578, 135, 5	1.089	0.861345473593	1.0	135
lipid metabolic process(GO:0006629)	16990, 130, 1218, 14	1.502	0.480819269086	0.960051413375	1218
response to amino acid(GO:0043200)	16990, 735, 110, 8	1.681	0.386378225258	0.899558091266	110
cell-cell adhesion(GO:0098609)	16990, 1994, 488, 89	1.554	0.000265775257695	0.0213063164919	488
protein targeting to mitochondrion(GO:0006626)	16990, 1727, 30, 2	0.656	0.905486128877	1.0	30
oligodendrocyte differentiation(GO:0048709)	16990, 789, 27, 3	2.393	0.319138397572	0.836380269714	27
astrocyte differentiation(GO:0048708)	16990, 1243, 16, 5	4.271	0.0194095553811	0.276875502525	16
protein targeting to lysosome(GO:0006622)	16990, 1864, 20, 3	1.367	0.580695771948	1.0	20
protein targeting to vacuole(GO:0006623)	16990, 1864, 33, 3	0.829	0.86762980385	1.0	33
tube closure(GO:0060606)	16990, 415, 79, 4	2.073	0.413331847428	0.914183348338	79
deoxyribonucleotide biosynthetic process(GO:0009263)	16990, 1878, 15, 2	1.206	0.640391356825	1.0	15
deoxyribonucleotide metabolic process(GO:0009262)	16990, 1878, 35, 4	1.034	0.78063104526	1.0	35
branch elongation of an epithelium(GO:0060602)	16990, 1130, 13, 2	2.313	0.366911793079	0.879345154316	13
transcription preinitiation complex assembly(GO:0070897)	16990, 1670, 29, 1	0.351	0.956748980394	1.0	29
cellular response to starvation(GO:0009267)	16990, 168, 150, 4	2.697	0.294074138719	0.813396553904	150
response to temperature stimulus(GO:0009266)	16990, 266, 170, 1	0.376	0.996575807762	1.0	170
response to pH(GO:0009268)	16990, 758, 39, 2	1.149	0.777080871684	1.0	39
response to antimetabolite(GO:0097329)	16990, 564, 12, 1	2.51	0.466970193425	0.955892065369	12
vasoconstriction(GO:0042310)	16990, 16, 30, 1	35.396	0.10894680811	0.565339484431	30
alpha-beta T cell differentiation involved in immune response(GO:0002293)	16990, 1327, 18, 2	1.423	0.593984996228	1.0	18
T cell differentiation involved in immune response(GO:0002292)	16990, 1327, 22, 2	1.164	0.704868322606	1.0	22
positive regulation of killing of cells of other organism(GO:0051712)	16990, 0, 12, 0	0.0	1.0	1.0	12
viral budding via host ESCRT complex(GO:0039702)	16990, 1707, 21, 1	0.474	0.898470952915	1.0	21
ectodermal placode formation(GO:0060788)	16990, 813, 11, 1	1.9	0.528238102549	0.983295050189	11
axonal transport(GO:0098930)	16990, 1490, 53, 9	1.936	0.166854909522	0.661821791401	53
positive regulation of mesenchymal cell proliferation(GO:0002053)	16990, 36, 26, 1	18.152	0.171381757317	0.668951990198	26
positive regulation of neuroblast proliferation(GO:0002052)	16990, 556, 23, 1	1.329	0.723071764596	1.0	23
dendrite morphogenesis(GO:0048813)	16990, 1184, 40, 8	2.87	0.0320092816561	0.347928480355	40
proteoglycan metabolic process(GO:0006029)	16990, 1791, 58, 11	1.799	0.166936932902	0.661821791401	58
regulation of dendrite morphogenesis(GO:0048814)	16990, 1849, 87, 22	2.324	0.00121122725794	0.0633261207686	87
positive regulation of stress fiber assembly(GO:0051496)	16990, 440, 51, 5	3.786	0.0559919730193	0.442235451926	51
regulation of lipase activity(GO:0060191)	16990, 1058, 94, 12	2.05	0.0847132923353	0.516311214711	94
glutathione catabolic process(GO:0006751)	16990, 1489, 11, 1	1.037	0.653359244948	1.0	11
inositol metabolic process(GO:0006020)	16990, 1796, 12, 2	1.577	0.500772981891	0.96706001371	12
aminoglycan catabolic process(GO:0006026)	16990, 1432, 66, 13	2.337	0.0201266225954	0.282399172473	66
negative regulation of double-strand break repair via homologous recombination(GO:2000042)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of cell cycle arrest(GO:0071156)	16990, 1689, 106, 9	0.854	0.953279524185	1.0	106
positive regulation of actin nucleation(GO:0051127)	16990, 1945, 16, 4	2.184	0.238698214474	0.752936196084	16
signal release from synapse(GO:0099643)	16990, 105, 69, 1	2.345	0.698405712219	1.0	69
axo-dendritic protein transport(GO:0099640)	16990, 1905, 13, 3	2.058	0.320784442184	0.836380269714	13
regulation of cyclin-dependent protein kinase activity(GO:1904029)	16990, 1800, 100, 12	1.133	0.752934833412	1.0	100
RNA polymerase II preinitiation complex assembly(GO:0051123)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of DNA damage checkpoint(GO:2000001)	16990, 1392, 17, 1	0.718	0.799169123307	1.0	17
neurotransmitter receptor localization to postsynaptic specialization membrane(GO:0099645)	16990, 756, 12, 2	3.746	0.205110349444	0.712510123339	12
negative regulation of fibroblast proliferation(GO:0048147)	16990, 323, 29, 1	1.814	0.672011390553	1.0	29
dicarboxylic acid metabolic process(GO:0043648)	16990, 2, 104, 1	81.683	0.0812726666251	0.507414746481	104
regulation of fibroblast proliferation(GO:0048145)	16990, 393, 83, 3	1.563	0.669846260298	1.0	83
astrocyte activation(GO:0048143)	16990, 1619, 12, 1	0.875	0.709758172013	1.0	12
regulation of muscle organ development(GO:0048634)	16990, 648, 133, 13	2.563	0.0154071284267	0.243777262278	133
positive regulation of ATP biosynthetic process(GO:2001171)	16990, 8, 29, 1	73.233	0.0614412440696	0.452576391998	29
regulation of synapse maturation(GO:0090128)	16990, 1278, 13, 2	2.045	0.404319942892	0.910244369845	13
inner ear receptor cell development(GO:0060119)	16990, 1471, 12, 4	3.85	0.050224253606	0.414615420858	12
negative regulation of ERAD pathway(GO:1904293)	16990, 1958, 13, 3	2.002	0.335751171321	0.851367765329	13
glial cell differentiation(GO:0010001)	16990, 789, 71, 15	4.549	9.34763124429e-06	0.00224810531425	71
macromolecule deacylation(GO:0098732)	16990, 904, 73, 3	0.772	0.941702212884	1.0	73
response to purine-containing compound(GO:0014074)	16990, 27, 150, 3	12.585	0.0157170253591	0.24508785133	150
intracellular transport of virus(GO:0075733)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of retinoic acid receptor signaling pathway(GO:0048385)	16990, 312, 16, 1	3.403	0.437918611149	0.932466851179	16
retinoic acid receptor signaling pathway(GO:0048384)	16990, 38, 16, 1	27.944	0.108691110775	0.565339484431	16
response to organic cyclic compound(GO:0014070)	16990, 68, 736, 9	3.055	0.0332850561474	0.351870593558	736
regulation of cell fate commitment(GO:0010453)	16990, 1125, 27, 6	3.356	0.035229222148	0.361698399902	27
phospholipid catabolic process(GO:0009395)	16990, 29, 33, 1	17.753	0.186709820683	0.687760774776	33
positive regulation of heat generation(GO:0031652)	16990, 24, 11, 1	64.356	0.0481454586948	0.406760161304	11
negative regulation of neuron death(GO:1901215)	16990, 1323, 196, 18	1.179	0.706539584606	1.0	196
positive regulation of interferon-gamma biosynthetic process(GO:0045078)	16990, 0, 12, 0	0.0	1.0	1.0	12
nuclear-transcribed mRNA poly(A) tail shortening(GO:0000289)	16990, 0, 22, 0	0.0	1.0	1.0	22
regulation of macroautophagy(GO:0016241)	16990, 68, 162, 2	3.085	0.49182511597	0.960789875794	162
endodermal cell differentiation(GO:0035987)	16990, 1579, 28, 2	0.769	0.862378822269	1.0	28
regulation of interleukin-2 biosynthetic process(GO:0045076)	16990, 638, 19, 1	1.402	0.671657614698	1.0	19
glycosphingolipid biosynthetic process(GO:0006688)	16990, 337, 24, 1	2.101	0.60375135938	1.0	24
nuclear division(GO:0000280)	16990, 169, 57, 1	1.764	0.7518520474	1.0	57
negative regulation of viral genome replication(GO:0045071)	16990, 68, 53, 1	4.714	0.485266613958	0.960174702581	53
regulation of interferon-gamma biosynthetic process(GO:0045072)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of chemokine biosynthetic process(GO:0045073)	16990, 1619, 13, 1	0.807	0.738954383078	1.0	13
regulation of cellular amine metabolic process(GO:0033238)	16990, 277, 37, 2	3.315	0.337390474381	0.851618048544	37
amino acid import across plasma membrane(GO:0089718)	16990, 43, 14, 1	28.223	0.100425989796	0.549322798825	14
microtubule cytoskeleton organization involved in mitosis(GO:1902850)	16990, 45, 92, 1	4.104	0.576230688986	1.0	92
regulation of chromosome separation(GO:1905818)	16990, 1993, 62, 5	0.687	0.969587331498	1.0	62
negative regulation of chromosome separation(GO:1905819)	16990, 1547, 28, 2	0.784	0.857624499132	1.0	28
positive regulation of cell population proliferation(GO:0008284)	16990, 586, 905, 40	1.281	0.402934387478	0.909672755012	905
muscle cell development(GO:0055001)	16990, 741, 92, 12	2.991	0.00577862569714	0.148136489783	92
ceramide transport(GO:0035627)	16990, 318, 12, 2	8.905	0.0621333834437	0.454032476947	12
cardiac myofibril assembly(GO:0055003)	16990, 1351, 22, 5	2.858	0.0947822840206	0.536074124463	22
cardiac cell development(GO:0055006)	16990, 1194, 41, 12	4.165	0.000141528910595	0.0144841289354	41
cardiac muscle cell differentiation(GO:0055007)	16990, 127, 26, 1	5.145	0.396424102498	0.906273732422	26
cardiac muscle tissue morphogenesis(GO:0055008)	16990, 27, 65, 1	9.681	0.334627703152	0.851367765329	65
barbed-end actin filament capping(GO:0051016)	16990, 747, 15, 2	3.033	0.282763912707	0.80311275748	15
cellular response to DNA damage stimulus(GO:0006974)	16990, 263, 732, 6	0.53	0.99992854426	1.0	732
regulation of hormone secretion(GO:0046883)	16990, 5, 265, 2	25.645	0.0245480490231	0.310951551967	265
response to osmotic stress(GO:0006970)	16990, 286, 73, 2	1.628	0.70634251725	1.0	73
regulation of hormone biosynthetic process(GO:0046885)	16990, 1656, 26, 3	1.184	0.685532647696	1.0	26
hyperosmotic response(GO:0006972)	16990, 286, 24, 1	2.475	0.566609947368	1.0	24
positive regulation of hormone secretion(GO:0046887)	16990, 5, 129, 2	52.682	0.00578665822477	0.148136489783	129
negative regulation of hormone secretion(GO:0046888)	16990, 5, 65, 1	52.277	0.101878023963	0.551218554849	65
positive regulation of lipid biosynthetic process(GO:0046889)	16990, 671, 76, 4	1.333	0.71195378753	1.0	76
neuroblast proliferation(GO:0007405)	16990, 1391, 17, 5	3.592	0.0392375551288	0.373152191936	17
nucleoside diphosphate metabolic process(GO:0009132)	16990, 183, 78, 1	1.19	0.869967585528	1.0	78
response to oxidative stress(GO:0006979)	16990, 265, 343, 9	1.682	0.427705609688	0.92511622425	343
temperature homeostasis(GO:0001659)	16990, 70, 30, 1	8.09	0.310938051515	0.826761762182	30
cellular response to lipoprotein particle stimulus(GO:0071402)	16990, 1665, 25, 1	0.408	0.93204899821	1.0	25
protein mono-ADP-ribosylation(GO:0140289)	16990, 1965, 11, 1	0.786	0.74146229788	1.0	11
cell adhesion mediated by integrin(GO:0033627)	16990, 542, 22, 1	1.425	0.698961959568	1.0	22
pyrimidine-containing compound salvage(GO:0008655)	16990, 0, 12, 0	0.0	1.0	1.0	12
primary amino compound metabolic process(GO:1901160)	16990, 1101, 13, 4	4.748	0.0292461231859	0.335737118197	13
negative regulation of lipid transport(GO:0032369)	16990, 1461, 26, 2	0.895	0.813345052475	1.0	26
activation of GTPase activity(GO:0090630)	16990, 701, 94, 3	0.774	0.95174960182	1.0	94
histone H4-K8 acetylation(GO:0043982)	16990, 1321, 16, 3	2.412	0.27068926239	0.791887669865	16
postsynaptic specialization organization(GO:0099084)	16990, 412, 13, 3	9.516	0.014024308036	0.229445311745	13
positive regulation of protein sumoylation(GO:0033235)	16990, 1174, 11, 1	1.316	0.595055754038	1.0	11
regulation of dendritic spine maintenance(GO:1902950)	16990, 576, 11, 1	2.682	0.444409253954	0.938370724986	11
integrin-mediated signaling pathway(GO:0007229)	16990, 185, 89, 5	5.159	0.0210796659888	0.289045167172	89
receptor-mediated endocytosis(GO:0006898)	16990, 1033, 212, 11	0.853	0.975431210097	1.0	212
regulation of corticosteroid hormone secretion(GO:2000846)	16990, 1392, 16, 4	3.051	0.111528162622	0.566220062284	16
myelin assembly(GO:0032288)	16990, 1222, 12, 1	1.159	0.639034829549	1.0	12
attachment of spindle microtubules to kinetochore(GO:0008608)	16990, 259, 20, 1	3.28	0.467062827975	0.955892065369	20
regulation of cell-cell adhesion(GO:0022407)	16990, 138, 385, 2	0.64	0.993041657796	1.0	385
molting cycle process(GO:0022404)	16990, 922, 72, 8	2.047	0.185020393675	0.687567732521	72
positive regulation of NIK/NF-kappaB signaling(GO:1901224)	16990, 1736, 74, 7	0.926	0.899942850407	1.0	74
negative regulation of NIK/NF-kappaB signaling(GO:1901223)	16990, 357, 21, 1	2.266	0.565856602672	1.0	21
regulation of NIK/NF-kappaB signaling(GO:1901222)	16990, 1736, 105, 8	0.746	0.980273943059	1.0	105
regulation of rhodopsin mediated signaling pathway(GO:0022400)	16990, 190, 24, 1	3.726	0.457710208667	0.948550669406	24
regulation of dopamine secretion(GO:0014059)	16990, 105, 40, 2	8.09	0.108946978258	0.565339484431	40
myoblast differentiation(GO:0045445)	16990, 250, 21, 1	3.236	0.479091341768	0.959979840323	21
fat cell differentiation(GO:0045444)	16990, 452, 105, 7	2.506	0.127314603845	0.588264403931	105
endothelial cell differentiation(GO:0045446)	16990, 1891, 27, 5	1.664	0.393347198736	0.902759147046	27
asymmetric cell division(GO:0008356)	16990, 840, 13, 2	3.112	0.263529545556	0.785894914915	13
regulation of cell division(GO:0051302)	16990, 35, 164, 2	5.92	0.238236548881	0.752936196084	164
negative regulation of cell-cell adhesion(GO:0022408)	16990, 951, 166, 10	1.076	0.853880643546	1.0	166
neuron projection extension(GO:1990138)	16990, 1155, 59, 10	2.493	0.03679324006	0.367169055371	59
negative regulation of small molecule metabolic process(GO:0062014)	16990, 705, 94, 7	1.795	0.356343111197	0.870940226046	94
response to estradiol(GO:0032355)	16990, 418, 127, 5	1.6	0.585661958028	1.0	127
response to follicle-stimulating hormone(GO:0032354)	16990, 1163, 16, 1	0.913	0.744865543879	1.0	16
positive regulation of hormone metabolic process(GO:0032352)	16990, 1198, 15, 1	0.945	0.724684970281	1.0	15
DNA replication-independent nucleosome organization(GO:0034724)	16990, 899, 41, 3	1.383	0.664468450252	1.0	41
regulation of hormone metabolic process(GO:0032350)	16990, 1656, 38, 3	0.81	0.886377494058	1.0	38
regulation of cysteine-type endopeptidase activity(GO:2000116)	16990, 211, 227, 2	0.709	0.981473490992	1.0	227
negative regulation of cysteine-type endopeptidase activity(GO:2000117)	16990, 1362, 89, 4	0.561	0.9912880216	1.0	89
DNA repair(GO:0006281)	16990, 257, 472, 2	0.28	0.999989260621	1.0	472
negative regulation of interleukin-6 production(GO:0032715)	16990, 1665, 41, 1	0.249	0.988775921205	1.0	41
phosphatidylglycerol acyl-chain remodeling(GO:0036148)	16990, 333, 18, 1	2.835	0.492717501976	0.960789875794	18
