varnames	PC1	PC2	PC3	PC4	PC5	Type	Color	PMD_methylation
ESCC_22	14.3049745627651	23.5098315719409	32.2266617392022	14.7917828220616	-6.05372292734613	ESCC_Tumor	#EA3323	0.562475
ESCC_3	57.7362380208788	-15.5935945414455	-0.776348218275715	-11.2040845767098	-1.18755844510993	ESCC_Tumor	#EA3323	0.568246
ESCC_4	28.7949455530074	22.9014833553174	14.9662268419699	-4.72923962375358	21.2519084171152	ESCC_Tumor	#EA3323	0.594843
ESCC_5	25.5330850987797	-9.30244802820826	-3.03173074703314	-42.1761760936414	-9.39839204103874	ESCC_Tumor	#EA3323	0.562077
ESCC_6	-21.357686817779	30.4265694183246	-19.9233074682304	0.199285822657516	1.78013333441685	ESCC_Tumor	#EA3323	0.640002
ESCC_7	53.8158735086465	-26.0472275299867	-9.15011097499703	8.52594855501458	2.30200456134333	ESCC_Tumor	#EA3323	0.565835
ESCC_8	34.6772872196579	4.29647201879465	-27.8110786863436	-15.1976447179108	-1.58984257122934	ESCC_Tumor	#EA3323	0.715593
ESCC_9	49.0748157557771	-0.472718562927403	18.7332180623115	-3.94279243687021	-1.17662423580014	ESCC_Tumor	#EA3323	0.57024
ESCC_Nonmalignant_1	28.5293693024153	7.89647081146083	-35.7191737310922	6.78939491135631	10.2010523922768	ESCC_Nonmalignant	#F7CE46	0.768458
ESCC_Nonmalignant_2	-24.9108793956126	26.6124284878964	-27.2892959858041	7.7880408348662	5.47331039221965	ESCC_Nonmalignant	#F7CE46	0.756535
ESCC_Nonmalignant_3	-4.11508730269602	32.7388283825812	-28.2549934430549	-11.8317144069328	-3.64041928794513	ESCC_Nonmalignant	#F7CE46	0.728691
ESCC_Nonmalignant_53F	-15.1215335175224	30.4961479602113	-32.444685090081	-0.386445103508681	3.92935344346838	ESCC_Nonmalignant	#F7CE46	0.74623
ESCC_Nonmalignant_54M	14.269479132352	26.2821832236892	-27.1562657563295	-0.187565753421131	2.88713949403169	ESCC_Nonmalignant	#F7CE46	0.74146
GEJ_1	-36.8511942737654	-25.0899019575411	3.99604549312334	14.3382138454447	-16.2936877805421	EAC/GEJ_Tumor	#0000F5	0.757661
GEJ_2	-51.3532581129684	9.43098565675807	23.9160427319858	-5.7669647164157	-4.82673240389072	EAC/GEJ_Tumor	#0000F5	0.562564
GEJ_3	-45.0783938504493	-25.2289703133594	1.82964415610884	-1.94549770797827	-2.92315142998515	EAC/GEJ_Tumor	#0000F5	0.700521
GEJ_4	-16.2773886710163	-25.9483346606723	16.5623593542428	-28.5231244036559	32.2868033692317	EAC/GEJ_Tumor	#0000F5	0.601141
GEJ_5	-45.2441937629994	-1.38978637252293	24.7343247284209	-9.17319554586553	3.36839597755797	EAC/GEJ_Tumor	#0000F5	0.510449
GEJ_6	-24.2518829421504	-25.407993163697	22.7201517393129	-20.1635354072444	28.3313068000122	EAC/GEJ_Tumor	#0000F5	0.569443
GEJ_7	-54.0735036223454	14.7559732960073	11.4986621287347	-5.13152131412994	-1.62363192165904	EAC/GEJ_Tumor	#0000F5	0.698312
GEJ_Nonmalignant_1	-46.2232308264164	-11.2152189462469	-16.6439273808291	17.0316909487814	-4.62118442544649	GEJ_Nonmalignant	#75FBFD	0.763762
GEJ_Nonmalignant_2	-21.5497759913445	-44.1252115964143	-14.5986432145703	18.4666266412793	0.910668270756804	GEJ_Nonmalignant	#75FBFD	0.774177
GEJ_Nonmalignant_3	-54.1931586980743	15.9609616863155	-4.57316440225019	4.87697980174869	-4.98830662208407	GEJ_Nonmalignant	#75FBFD	0.771588
GEJ_Nonmalignant_4	-33.2268065237933	-40.2475026792802	-8.55599663064555	18.1944618327814	-9.17968385939499	GEJ_Nonmalignant	#75FBFD	0.737752
GEJ_Nonmalignant_5	-56.4554984238961	17.7368274777561	-3.43861680866139	1.53334320409214	-7.51246807107716	GEJ_Nonmalignant	#75FBFD	0.71839
GEJ_Nonmalignant_6	-38.4331583791313	-34.333984270374	-9.26247786048262	18.3224974573101	-7.16770955058022	GEJ_Nonmalignant	#75FBFD	0.693779
GEJ_Nonmalignant_7	-55.60164692081	16.8562294116363	-3.87840309039816	3.25148864835473	-7.04562735664637	GEJ_Nonmalignant	#75FBFD	0.775906
