varnames	PC1	PC2	PC3	PC4	PC5	Type	Color	PMD_methylation
ESCC_22	-57.0083345335384	7.28373553671626	6.41908251322646	6.87582192906586	2.78819683752835	ESCC_Tumor	#EA3323	0.562475
ESCC_3	-61.6928272984665	2.65497029379702	6.2149392251432	-1.49024269176981	-6.11307446155702	ESCC_Tumor	#EA3323	0.568246
ESCC_4	-53.8140288164087	3.70571007275687	11.0312199067052	-2.39880649055285	8.59343102692175	ESCC_Tumor	#EA3323	0.594843
ESCC_5	-63.1890039714206	-0.00317811570093255	4.66549499475643	-4.67548118230917	-3.42919731100228	ESCC_Tumor	#EA3323	0.562077
ESCC_6	1.32107070801721	-17.4013221637625	34.5992760970021	-37.6583714890601	17.4791925542358	ESCC_Tumor	#EA3323	0.640002
ESCC_7	38.0694858883464	17.4930275974844	-5.92318379073394	4.67163665905075	-19.2003827832065	ESCC_Tumor	#EA3323	0.565835
ESCC_8	70.3422296808826	-4.22056823902717	-0.395197795406904	2.06256889230602	-1.41597511722731	ESCC_Tumor	#EA3323	0.715593
ESCC_9	-55.0052137708815	14.2254569544502	3.41101233605586	5.55527561406242	-4.54023788434323	ESCC_Tumor	#EA3323	0.57024
ESCC_Nonmalignant_1	70.3449652658116	-4.21865669532812	-0.396838273410461	2.06386532258799	-1.41138140821984	ESCC_Nonmalignant	#F7CE46	0.768458
ESCC_Nonmalignant_2	70.3458716629424	-4.21999513449483	-0.397660931798577	2.06252363141175	-1.41069883649815	ESCC_Nonmalignant	#F7CE46	0.756535
ESCC_Nonmalignant_3	70.3458716629424	-4.21999513449483	-0.397660931798577	2.06252363141175	-1.41069883649815	ESCC_Nonmalignant	#F7CE46	0.728691
ESCC_Nonmalignant_53F	70.3433163810091	-4.21920083785423	-0.39383079674215	2.05985309303658	-1.41338648202235	ESCC_Nonmalignant	#F7CE46	0.74623
ESCC_Nonmalignant_54M	70.3406454791543	-4.21520946710849	-0.394447445978053	2.05433451755435	-1.4125339598644	ESCC_Nonmalignant	#F7CE46	0.74146
GEJ_1	70.3458716629424	-4.21999513449483	-0.397660931798577	2.06252363141175	-1.41069883649815	EAC/GEJ_Tumor	#0000F5	0.757661
GEJ_2	-61.4659247101887	-5.64004150668768	2.18309306485314	2.61321835756757	-2.21217053174357	EAC/GEJ_Tumor	#0000F5	0.562564
GEJ_3	-35.8645710608322	-34.8187739216366	-24.7248722917299	-6.88692222437073	8.24164486805229	EAC/GEJ_Tumor	#0000F5	0.700521
GEJ_4	-60.7714360138086	-6.60944456651459	3.49112465542979	-0.474083980248238	-2.14126419451513	EAC/GEJ_Tumor	#0000F5	0.601141
GEJ_5	-59.3424834128673	-4.43484879535325	-1.10193696121714	-1.04002112173873	-2.65361132367059	EAC/GEJ_Tumor	#0000F5	0.510449
GEJ_6	-58.6041986189032	-7.34792247279913	0.662054904440291	0.417673113292723	-0.870623594008638	EAC/GEJ_Tumor	#0000F5	0.569443
GEJ_7	-47.8658617711299	-19.3407668083505	15.4620286082189	18.8783167411963	-5.07208351236651	EAC/GEJ_Tumor	#0000F5	0.698312
GEJ_Nonmalignant_1	70.3458716629424	-4.21999513449483	-0.397660931798577	2.06252363141175	-1.41069883649815	GEJ_Nonmalignant	#75FBFD	0.763762
GEJ_Nonmalignant_2	70.3458716629424	-4.21999513449483	-0.397660931798577	2.06252363141175	-1.41069883649815	GEJ_Nonmalignant	#75FBFD	0.774177
GEJ_Nonmalignant_3	70.3458716629424	-4.21999513449483	-0.397660931798577	2.06252363141175	-1.41069883649815	GEJ_Nonmalignant	#75FBFD	0.771588
GEJ_Nonmalignant_4	-22.0682694386907	-41.9391130687437	-31.283650200855	-2.63401062104303	8.50209624354903	GEJ_Nonmalignant	#75FBFD	0.737752
GEJ_Nonmalignant_5	70.3458716629424	-4.21999513449483	-0.397660931798577	2.06252363141175	-1.41069883649815	GEJ_Nonmalignant	#75FBFD	0.71839
GEJ_Nonmalignant_6	-38.0751297192885	-32.5199741323951	-26.78420267374	-3.55953471581705	7.23254715806794	GEJ_Nonmalignant	#75FBFD	0.693779
GEJ_Nonmalignant_7	70.3440569483478	-4.21731542048521	-0.396013872102031	2.06520985633028	-1.41206542606805	GEJ_Nonmalignant	#75FBFD	0.775906
