Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
negative regulation of cytoskeleton organization(GO:0051494)	16990, 175, 133, 3	2.19	0.513930235885	1.0	133
regulation of cytoskeleton organization(GO:0051493)	16990, 235, 516, 7	0.981	0.956134974879	1.0	516
positive regulation of filopodium assembly(GO:0051491)	16990, 642, 30, 1	0.882	0.844701539843	1.0	30
regulation of granulocyte differentiation(GO:0030852)	16990, 243, 15, 2	9.322	0.0642749167821	0.554805125457	15
prostate gland development(GO:0030850)	16990, 807, 11, 2	3.828	0.195505998431	0.792903754177	11
granulocyte differentiation(GO:0030851)	16990, 1681, 18, 1	0.562	0.85498848356	1.0	18
regulation of epithelial cell differentiation(GO:0030856)	16990, 617, 139, 9	1.783	0.304307354312	0.904830116018	139
negative regulation of epithelial cell differentiation(GO:0030857)	16990, 1246, 39, 9	3.147	0.00994572922978	0.247870246607	39
epithelial cell differentiation(GO:0030855)	16990, 252, 314, 16	3.435	0.000325134528026	0.0252241464484	314
regulation of protein sumoylation(GO:0033233)	16990, 1435, 21, 3	1.691	0.471324521751	1.0	21
positive regulation of epithelial cell differentiation(GO:0030858)	16990, 111, 58, 2	5.278	0.217948713107	0.818595319647	58
polarized epithelial cell differentiation(GO:0030859)	16990, 0, 19, 0	0.0	1.0	1.0	19
protoporphyrinogen IX metabolic process(GO:0046501)	16990, 1549, 11, 1	0.997	0.664464671789	1.0	11
S-adenosylmethionine metabolic process(GO:0046500)	16990, 0, 15, 0	0.0	1.0	1.0	15
glycerolipid catabolic process(GO:0046503)	16990, 252, 51, 4	5.288	0.040736967024	0.458887146102	51
regulation of trophoblast cell migration(GO:1901163)	16990, 1124, 11, 1	1.374	0.585801231671	1.0	11
base-excision repair(GO:0006284)	16990, 1335, 33, 4	1.543	0.520177523073	1.0	33
pH reduction(GO:0045851)	16990, 1654, 34, 6	1.813	0.30373400382	0.904830116018	34
axon regeneration(GO:0031103)	16990, 1909, 21, 4	1.695	0.40803792814	0.982319843089	21
neuron projection regeneration(GO:0031102)	16990, 1909, 27, 5	1.648	0.400937938491	0.97702371031	27
animal organ regeneration(GO:0031100)	16990, 94, 76, 3	7.135	0.0530700723224	0.509204574271	76
social behavior(GO:0035176)	16990, 1614, 54, 5	0.975	0.850174430378	1.0	54
regulation of protein kinase activity(GO:0045859)	16990, 1021, 763, 52	1.134	0.693571683986	1.0	763
microtubule polymerization or depolymerization(GO:0031109)	16990, 0, 31, 0	0.0	1.0	1.0	31
nucleotide-excision repair(GO:0006289)	16990, 1968, 103, 10	0.838	0.960594880248	1.0	103
defense response to fungus(GO:0050832)	16990, 801, 34, 3	1.872	0.474153662444	1.0	34
defense response to Gram-positive bacterium(GO:0050830)	16990, 931, 85, 10	2.147	0.101148398225	0.658582617388	85
regulation of cell-substrate adhesion(GO:0010810)	16990, 48, 205, 2	3.453	0.456133685734	1.0	205
response to histamine(GO:0034776)	16990, 1718, 11, 5	4.495	0.0114471831762	0.260952374774	11
regulation of acute inflammatory response(GO:0002673)	16990, 858, 43, 6	2.763	0.0946571178418	0.646860928024	43
amino sugar catabolic process(GO:0046348)	16990, 53, 12, 1	26.714	0.102242625063	0.660116814166	12
negative regulation of inclusion body assembly(GO:0090084)	16990, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of acute inflammatory response(GO:0002675)	16990, 9, 29, 1	65.096	0.0678153843153	0.567208591209	29
regulation of cold-induced thermogenesis(GO:0120161)	16990, 237, 143, 4	2.005	0.4845437357	1.0	143
cellular modified amino acid metabolic process(GO:0006575)	16990, 242, 187, 8	3.003	0.0446705139914	0.476578428999	187
ruffle assembly(GO:0097178)	16990, 0, 13, 0	0.0	1.0	1.0	13
amino-acid betaine metabolic process(GO:0006577)	16990, 117, 18, 1	8.067	0.268335446228	0.874539613182	18
positive regulation of axonogenesis(GO:0050772)	16990, 1712, 83, 2	0.239	0.999698047783	1.0	83
positive regulation of telomere maintenance via telomere lengthening(GO:1904358)	16990, 1650, 37, 3	0.835	0.874624437171	1.0	37
regulation of gene expression, epigenetic(GO:0040029)	16990, 181, 191, 2	0.983	0.934705518754	1.0	191
regulation of nuclear division(GO:0051783)	16990, 916, 205, 9	0.814	0.980828003924	1.0	205
negative regulation of cell division(GO:0051782)	16990, 1617, 16, 1	0.657	0.810198384478	1.0	16
positive regulation of cell division(GO:0051781)	16990, 1772, 86, 13	1.449	0.379676365491	0.965879016214	86
dicarboxylic acid catabolic process(GO:0043649)	16990, 1137, 18, 1	0.83	0.786441403233	1.0	18
mRNA splice site selection(GO:0006376)	16990, 1190, 30, 2	0.952	0.809646606847	1.0	30
positive regulation of nuclear division(GO:0051785)	16990, 1901, 64, 8	1.117	0.757280883608	1.0	64
negative regulation of nuclear division(GO:0051784)	16990, 1805, 48, 5	0.98	0.835268745988	1.0	48
positive regulation of leukocyte adhesion to vascular endothelial cell(GO:1904996)	16990, 805, 12, 1	1.759	0.564748598295	1.0	12
regulation of leukocyte adhesion to vascular endothelial cell(GO:1904994)	16990, 805, 17, 2	2.483	0.363174894452	0.956141895083	17
mRNA cleavage(GO:0006379)	16990, 189, 25, 1	3.596	0.470550612851	1.0	25
positive regulation of supramolecular fiber organization(GO:1902905)	16990, 199, 189, 3	1.355	0.813941062517	1.0	189
regulation of transcription initiation from RNA polymerase II promoter(GO:0060260)	16990, 77, 27, 2	16.344	0.0326200490444	0.415085809268	27
positive regulation of transcription initiation from RNA polymerase II promoter(GO:0060261)	16990, 77, 19, 2	23.226	0.0153108266417	0.296307910158	19
regulation of cell aging(GO:0090342)	16990, 603, 46, 2	1.225	0.771371183432	1.0	46
positive regulation of cell aging(GO:0090343)	16990, 1757, 13, 1	0.744	0.762451239069	1.0	13
negative regulation of cell aging(GO:0090344)	16990, 420, 24, 1	1.686	0.660185212977	1.0	24
mitotic sister chromatid cohesion(GO:0007064)	16990, 1819, 12, 3	2.335	0.255850529281	0.862662732465	12
embryonic digestive tract development(GO:0048566)	16990, 1768, 17, 4	2.261	0.222958844397	0.822417209776	17
embryonic organ development(GO:0048568)	16990, 1768, 127, 15	1.135	0.749521436161	1.0	127
thyroid hormone generation(GO:0006590)	16990, 166, 11, 1	9.304	0.210852652159	0.812010613998	11
antibiotic catabolic process(GO:0017001)	16990, 347, 53, 4	3.695	0.109783825585	0.675729190646	53
polyamine biosynthetic process(GO:0006596)	16990, 262, 13, 1	4.988	0.337032646346	0.934906014375	13
embryonic camera-type eye development(GO:0031076)	16990, 1341, 12, 2	2.112	0.380474705767	0.965879016214	12
cytochrome complex assembly(GO:0017004)	16990, 1419, 34, 3	1.056	0.777825825251	1.0	34
polyamine metabolic process(GO:0006595)	16990, 262, 18, 1	3.603	0.430824374445	0.989734784737	18
regulation of glucose metabolic process(GO:0010906)	16990, 483, 111, 5	1.585	0.581325105707	1.0	111
positive regulation of glucose metabolic process(GO:0010907)	16990, 1976, 40, 6	1.29	0.613554606101	1.0	40
histone H3-K9 modification(GO:0061647)	16990, 1699, 15, 4	2.667	0.146762782882	0.735382967393	15
regulation of small molecule metabolic process(GO:0062012)	16990, 1976, 351, 50	1.225	0.384539450409	0.965879016214	351
uterus development(GO:0060065)	16990, 0, 16, 0	0.0	1.0	1.0	16
phosphate ion transmembrane transport(GO:0035435)	16990, 89, 15, 1	12.727	0.188437129841	0.79276129441	15
determination of adult lifespan(GO:0008340)	16990, 0, 17, 0	0.0	1.0	1.0	17
tetrahydrofolate metabolic process(GO:0046653)	16990, 0, 19, 0	0.0	1.0	1.0	19
regulation of response to oxidative stress(GO:1902882)	16990, 423, 81, 5	2.479	0.227394817917	0.827359360196	81
folic acid metabolic process(GO:0046655)	16990, 0, 20, 0	0.0	1.0	1.0	20
monocarboxylic acid biosynthetic process(GO:0072330)	16990, 1535, 205, 28	1.512	0.125501618877	0.709591337211	205
peptide hormone secretion(GO:0030072)	16990, 77, 59, 4	14.959	0.00130563521743	0.0647433545962	59
intrinsic apoptotic signaling pathway by p53 class mediator(GO:0072332)	16990, 52, 49, 1	6.668	0.393129338998	0.971094001722	49
superoxide anion generation(GO:0042554)	16990, 360, 14, 1	3.371	0.422044169095	0.984496825096	14
positive regulation of histone deacetylation(GO:0031065)	16990, 0, 17, 0	0.0	1.0	1.0	17
neuron maturation(GO:0042551)	16990, 1114, 24, 4	2.542	0.20051943998	0.800866793545	24
imidazole-containing compound metabolic process(GO:0052803)	16990, 989, 12, 1	1.432	0.597527175155	1.0	12
pteridine-containing compound metabolic process(GO:0042558)	16990, 0, 35, 0	0.0	1.0	1.0	35
pteridine-containing compound biosynthetic process(GO:0042559)	16990, 0, 15, 0	0.0	1.0	1.0	15
pigment granule localization(GO:0051875)	16990, 1235, 24, 2	1.146	0.724122418987	1.0	24
snoRNA processing(GO:0043144)	16990, 1154, 13, 1	1.133	0.659780194412	1.0	13
synapse maturation(GO:0060074)	16990, 1309, 12, 1	1.082	0.654533395781	1.0	12
energy reserve metabolic process(GO:0006112)	16990, 288, 62, 2	1.903	0.620664807566	1.0	62
regulation of T cell mediated immunity(GO:0002709)	16990, 187, 67, 2	2.712	0.472051563822	1.0	67
regulation of glycolytic process(GO:0006110)	16990, 1408, 43, 7	1.964	0.220673504695	0.819710919695	43
regulation of gluconeogenesis(GO:0006111)	16990, 1030, 45, 3	1.1	0.786481863513	1.0	45
negative regulation of regulated secretory pathway(GO:1903306)	16990, 187, 23, 2	7.9	0.0946756950787	0.646860928024	23
positive regulation of regulated secretory pathway(GO:1903307)	16990, 88, 51, 1	3.786	0.540202262011	1.0	51
regulation of regulated secretory pathway(GO:1903305)	16990, 1065, 161, 14	1.387	0.485448994147	1.0	161
positive regulation of lipase activity(GO:0060193)	16990, 128, 69, 2	3.847	0.332292525103	0.931015726928	69
stress fiber assembly(GO:0043149)	16990, 1835, 16, 2	1.157	0.662541716125	1.0	16
skeletal system morphogenesis(GO:0048705)	16990, 134, 110, 1	1.153	0.897356480359	1.0	110
locomotory behavior(GO:0007626)	16990, 525, 185, 5	0.875	0.956557726064	1.0	185
grooming behavior(GO:0007625)	16990, 1718, 14, 4	2.826	0.123971901893	0.70870878047	14
embryonic skeletal system development(GO:0048706)	16990, 12, 36, 1	39.329	0.106830936826	0.668214312264	36
circadian rhythm(GO:0007623)	16990, 230, 135, 5	2.736	0.197804744814	0.799202087884	135
lipid metabolic process(GO:0006629)	16990, 1688, 1218, 184	1.521	8.3730655483e-08	5.03430566091e-05	1218
response to amino acid(GO:0043200)	16990, 725, 110, 7	1.491	0.551844746928	1.0	110
cell-cell adhesion(GO:0098609)	16990, 1854, 488, 70	1.315	0.0930137606716	0.644028703116	488
protein targeting to mitochondrion(GO:0006626)	16990, 1797, 30, 1	0.315	0.967260328197	1.0	30
oligodendrocyte differentiation(GO:0048709)	16990, 1908, 27, 7	2.309	0.10025030851	0.658582617388	27
astrocyte differentiation(GO:0048708)	16990, 455, 16, 1	2.334	0.52344029995	1.0	16
protein targeting to lysosome(GO:0006622)	16990, 164, 20, 1	5.18	0.366463275802	0.95784807531	20
protein targeting to vacuole(GO:0006623)	16990, 525, 33, 2	1.961	0.53520675582	1.0	33
tube closure(GO:0060606)	16990, 1824, 79, 11	1.297	0.572379732183	1.0	79
deoxyribonucleotide biosynthetic process(GO:0009263)	16990, 0, 15, 0	0.0	1.0	1.0	15
deoxyribonucleotide metabolic process(GO:0009262)	16990, 1335, 35, 4	1.454	0.566977757319	1.0	35
branch elongation of an epithelium(GO:0060602)	16990, 458, 13, 3	8.561	0.0177271578077	0.311195726478	13
transcription preinitiation complex assembly(GO:0070897)	16990, 1233, 29, 1	0.475	0.934405911281	1.0	29
cellular response to starvation(GO:0009267)	16990, 155, 150, 4	2.923	0.248411887472	0.851753098635	150
response to temperature stimulus(GO:0009266)	16990, 95, 170, 1	1.052	0.933628057525	1.0	170
response to pH(GO:0009268)	16990, 562, 39, 6	4.651	0.00974055310187	0.245582892349	39
response to antimetabolite(GO:0097329)	16990, 0, 12, 0	0.0	1.0	1.0	12
vasoconstriction(GO:0042310)	16990, 1772, 30, 7	2.237	0.119608824712	0.704388641562	30
alpha-beta T cell differentiation involved in immune response(GO:0002293)	16990, 1962, 18, 2	0.962	0.752938900923	1.0	18
T cell differentiation involved in immune response(GO:0002292)	16990, 1962, 22, 3	1.181	0.675583183517	1.0	22
positive regulation of killing of cells of other organism(GO:0051712)	16990, 1602, 12, 1	0.884	0.706729716542	1.0	12
viral budding via host ESCRT complex(GO:0039702)	16990, 909, 21, 1	0.89	0.798018162277	1.0	21
ectodermal placode formation(GO:0060788)	16990, 1246, 11, 3	3.719	0.107266463289	0.668823762305	11
axonal transport(GO:0098930)	16990, 1660, 53, 2	0.386	0.990577364587	1.0	53
positive regulation of mesenchymal cell proliferation(GO:0002053)	16990, 12, 26, 1	54.455	0.0744026306028	0.590023725925	26
positive regulation of neuroblast proliferation(GO:0002052)	16990, 1718, 23, 4	1.72	0.40472729974	0.980724590301	23
dendrite morphogenesis(GO:0048813)	16990, 1845, 40, 9	2.072	0.108306943852	0.672005718935	40
proteoglycan metabolic process(GO:0006029)	16990, 12, 58, 1	24.411	0.174749268669	0.774343624561	58
regulation of dendrite morphogenesis(GO:0048814)	16990, 232, 87, 3	2.525	0.396947116616	0.974135530821	87
positive regulation of stress fiber assembly(GO:0051496)	16990, 562, 51, 1	0.593	0.944663752096	1.0	51
regulation of lipase activity(GO:0060191)	16990, 342, 94, 4	2.114	0.414175349804	0.982656478406	94
glutathione catabolic process(GO:0006751)	16990, 0, 11, 0	0.0	1.0	1.0	11
inositol metabolic process(GO:0006020)	16990, 1767, 12, 2	1.603	0.492878911822	1.0	12
aminoglycan catabolic process(GO:0006026)	16990, 1543, 66, 10	1.668	0.275427496738	0.878518739596	66
negative regulation of double-strand break repair via homologous recombination(GO:2000042)	16990, 1796, 18, 2	1.051	0.712259427775	1.0	18
regulation of cell cycle arrest(GO:0071156)	16990, 33, 106, 1	4.857	0.544863999901	1.0	106
positive regulation of actin nucleation(GO:0051127)	16990, 1778, 16, 2	1.194	0.647419849983	1.0	16
signal release from synapse(GO:0099643)	16990, 54, 69, 1	4.56	0.520808620341	1.0	69
axo-dendritic protein transport(GO:0099640)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of cyclin-dependent protein kinase activity(GO:1904029)	16990, 1005, 100, 7	1.183	0.762098819561	1.0	100
RNA polymerase II preinitiation complex assembly(GO:0051123)	16990, 1233, 13, 1	1.06	0.673231293132	1.0	13
regulation of DNA damage checkpoint(GO:2000001)	16990, 1090, 17, 3	2.751	0.220850143945	0.819710919695	17
neurotransmitter receptor localization to postsynaptic specialization membrane(GO:0099645)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of fibroblast proliferation(GO:0048147)	16990, 858, 29, 2	1.366	0.678861806593	1.0	29
dicarboxylic acid metabolic process(GO:0043648)	16990, 320, 104, 2	1.021	0.896315749687	1.0	104
regulation of fibroblast proliferation(GO:0048145)	16990, 1676, 83, 11	1.343	0.529882404217	1.0	83
astrocyte activation(GO:0048143)	16990, 109, 12, 1	12.989	0.168620551905	0.76299610034	12
regulation of muscle organ development(GO:0048634)	16990, 33, 133, 1	3.871	0.626849073134	1.0	133
positive regulation of ATP biosynthetic process(GO:2001171)	16990, 1842, 29, 6	1.908	0.250235539411	0.854206989943	29
regulation of synapse maturation(GO:0090128)	16990, 0, 13, 0	0.0	1.0	1.0	13
inner ear receptor cell development(GO:0060119)	16990, 1445, 12, 2	1.96	0.407402878908	0.982319843089	12
negative regulation of ERAD pathway(GO:1904293)	16990, 872, 13, 3	4.496	0.0777605585923	0.597489276085	13
glial cell differentiation(GO:0010001)	16990, 1908, 71, 12	1.505	0.336932368876	0.934906014375	71
macromolecule deacylation(GO:0098732)	16990, 1551, 73, 6	0.9	0.908774777843	1.0	73
response to purine-containing compound(GO:0014074)	16990, 1097, 150, 16	1.652	0.186105253078	0.791482110791	150
intracellular transport of virus(GO:0075733)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of retinoic acid receptor signaling pathway(GO:0048385)	16990, 0, 16, 0	0.0	1.0	1.0	16
retinoic acid receptor signaling pathway(GO:0048384)	16990, 1169, 16, 2	1.817	0.487449537277	1.0	16
response to organic cyclic compound(GO:0014070)	16990, 12, 736, 2	3.847	0.489075422759	1.0	736
regulation of cell fate commitment(GO:0010453)	16990, 72, 27, 1	8.74	0.286549655602	0.887842662813	27
phospholipid catabolic process(GO:0009395)	16990, 1993, 33, 9	2.325	0.0550378314586	0.518066476156	33
positive regulation of heat generation(GO:0031652)	16990, 230, 11, 1	6.715	0.265800789974	0.87329357908	11
negative regulation of neuron death(GO:1901215)	16990, 1835, 196, 23	1.086	0.806810248493	1.0	196
positive regulation of interferon-gamma biosynthetic process(GO:0045078)	16990, 1681, 12, 2	1.685	0.469888111342	1.0	12
nuclear-transcribed mRNA poly(A) tail shortening(GO:0000289)	16990, 1189, 22, 1	0.65	0.860870338486	1.0	22
regulation of macroautophagy(GO:0016241)	16990, 1133, 162, 6	0.555	0.998450139587	1.0	162
endodermal cell differentiation(GO:0035987)	16990, 1523, 28, 3	1.195	0.694218617388	1.0	28
regulation of interleukin-2 biosynthetic process(GO:0045076)	16990, 901, 19, 1	0.992	0.76435313354	1.0	19
glycosphingolipid biosynthetic process(GO:0006688)	16990, 621, 24, 3	3.42	0.174799046447	0.774343624561	24
nuclear division(GO:0000280)	16990, 1133, 57, 1	0.263	0.994043720002	1.0	57
negative regulation of viral genome replication(GO:0045071)	16990, 223, 53, 2	2.875	0.425778082961	0.9852829797	53
regulation of interferon-gamma biosynthetic process(GO:0045072)	16990, 1681, 16, 2	1.263	0.621833656275	1.0	16
regulation of chemokine biosynthetic process(GO:0045073)	16990, 789, 13, 1	1.656	0.596316135552	1.0	13
regulation of cellular amine metabolic process(GO:0033238)	16990, 911, 37, 5	2.52	0.169175901021	0.764789552549	37
amino acid import across plasma membrane(GO:0089718)	16990, 729, 14, 1	1.665	0.595358264571	1.0	14
microtubule cytoskeleton organization involved in mitosis(GO:1902850)	16990, 1660, 92, 8	0.89	0.930191891699	1.0	92
regulation of chromosome separation(GO:1905818)	16990, 1581, 62, 2	0.347	0.995855444828	1.0	62
negative regulation of chromosome separation(GO:1905819)	16990, 1581, 28, 1	0.384	0.946647877429	1.0	28
positive regulation of cell population proliferation(GO:0008284)	16990, 1772, 905, 120	1.271	0.0420105922841	0.468842108785	905
muscle cell development(GO:0055001)	16990, 499, 92, 2	0.74	0.953432527956	1.0	92
ceramide transport(GO:0035627)	16990, 1807, 12, 2	1.567	0.503671146942	1.0	12
cardiac myofibril assembly(GO:0055003)	16990, 499, 22, 2	3.095	0.313536375174	0.917341827608	22
cardiac cell development(GO:0055006)	16990, 499, 41, 1	0.83	0.884232788545	1.0	41
cardiac muscle cell differentiation(GO:0055007)	16990, 33, 26, 1	19.802	0.160586304644	0.757733369913	26
cardiac muscle tissue morphogenesis(GO:0055008)	16990, 1989, 65, 10	1.314	0.555162625885	1.0	65
barbed-end actin filament capping(GO:0051016)	16990, 45, 15, 1	25.17	0.112473561754	0.685675325778	15
cellular response to DNA damage stimulus(GO:0006974)	16990, 156, 732, 1	0.149	0.999999806463	1.0	732
regulation of hormone secretion(GO:0046883)	16990, 1108, 265, 32	1.852	0.00678101697567	0.198882266177	265
response to osmotic stress(GO:0006970)	16990, 314, 73, 2	1.482	0.742967211055	1.0	73
regulation of hormone biosynthetic process(GO:0046885)	16990, 1636, 26, 2	0.799	0.843456228942	1.0	26
hyperosmotic response(GO:0006972)	16990, 989, 24, 3	2.147	0.362504780407	0.955422512577	24
positive regulation of hormone secretion(GO:0046887)	16990, 947, 129, 15	2.086	0.0401077407621	0.456912966602	129
negative regulation of hormone secretion(GO:0046888)	16990, 102, 65, 1	2.563	0.669401067165	1.0	65
positive regulation of lipid biosynthetic process(GO:0046889)	16990, 1976, 76, 16	1.81	0.0750206599152	0.590588173801	76
neuroblast proliferation(GO:0007405)	16990, 455, 17, 1	2.197	0.549621760507	1.0	17
nucleoside diphosphate metabolic process(GO:0009132)	16990, 1994, 78, 12	1.311	0.536781695179	1.0	78
response to oxidative stress(GO:0006979)	16990, 42, 343, 1	1.179	0.945554736485	1.0	343
temperature homeostasis(GO:0001659)	16990, 1718, 30, 6	1.978	0.229550090594	0.828309029076	30
cellular response to lipoprotein particle stimulus(GO:0071402)	16990, 930, 25, 2	1.462	0.626227153609	1.0	25
protein mono-ADP-ribosylation(GO:0140289)	16990, 1020, 11, 2	3.029	0.264797291121	0.872800064956	11
cell adhesion mediated by integrin(GO:0033627)	16990, 988, 22, 1	0.782	0.833792037738	1.0	22
pyrimidine-containing compound salvage(GO:0008655)	16990, 0, 12, 0	0.0	1.0	1.0	12
primary amino compound metabolic process(GO:1901160)	16990, 945, 13, 4	5.532	0.0176616878887	0.311182119944	13
negative regulation of lipid transport(GO:0032369)	16990, 561, 26, 5	5.824	0.00733081508274	0.212416991253	26
activation of GTPase activity(GO:0090630)	16990, 894, 94, 7	1.415	0.589471252135	1.0	94
histone H4-K8 acetylation(GO:0043982)	16990, 1030, 16, 2	2.062	0.43290981079	0.989734784737	16
postsynaptic specialization organization(GO:0099084)	16990, 472, 13, 1	2.769	0.449959259257	1.0	13
positive regulation of protein sumoylation(GO:0033235)	16990, 822, 11, 1	1.879	0.529903916575	1.0	11
regulation of dendritic spine maintenance(GO:1902950)	16990, 247, 11, 1	6.253	0.275135582859	0.878169975814	11
integrin-mediated signaling pathway(GO:0007229)	16990, 51, 89, 1	3.743	0.598899039167	1.0	89
receptor-mediated endocytosis(GO:0006898)	16990, 1937, 212, 39	1.614	0.0175269442749	0.309943389567	212
regulation of corticosteroid hormone secretion(GO:2000846)	16990, 92, 16, 1	11.542	0.2040666293	0.803544008248	16
myelin assembly(GO:0032288)	16990, 928, 12, 1	1.526	0.586660364348	1.0	12
attachment of spindle microtubules to kinetochore(GO:0008608)	16990, 1801, 20, 2	0.943	0.764089580754	1.0	20
regulation of cell-cell adhesion(GO:0022407)	16990, 212, 385, 8	1.665	0.495163977989	1.0	385
molting cycle process(GO:0022404)	16990, 1510, 72, 8	1.25	0.662631844583	1.0	72
positive regulation of NIK/NF-kappaB signaling(GO:1901224)	16990, 1991, 74, 7	0.807	0.951287106686	1.0	74
negative regulation of NIK/NF-kappaB signaling(GO:1901223)	16990, 40, 21, 1	20.226	0.14776860811	0.738585580706	21
regulation of NIK/NF-kappaB signaling(GO:1901222)	16990, 40, 105, 1	4.045	0.592497433638	1.0	105
regulation of rhodopsin mediated signaling pathway(GO:0022400)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of dopamine secretion(GO:0014059)	16990, 489, 40, 3	2.606	0.315842148643	0.920237342211	40
myoblast differentiation(GO:0045445)	16990, 947, 21, 3	2.563	0.267778245977	0.874539613182	21
fat cell differentiation(GO:0045444)	16990, 1894, 105, 12	1.025	0.856513267959	1.0	105
endothelial cell differentiation(GO:0045446)	16990, 749, 27, 3	2.52	0.296159416135	0.89932246945	27
asymmetric cell division(GO:0008356)	16990, 277, 13, 1	4.718	0.349646786961	0.947721641601	13
regulation of cell division(GO:0051302)	16990, 1968, 164, 20	1.053	0.844408763639	1.0	164
negative regulation of cell-cell adhesion(GO:0022408)	16990, 12, 166, 1	8.529	0.437398873862	0.99306853874	166
neuron projection extension(GO:1990138)	16990, 1614, 59, 3	0.535	0.983469231229	1.0	59
negative regulation of small molecule metabolic process(GO:0062014)	16990, 913, 94, 10	1.98	0.154891930356	0.75188543655	94
response to estradiol(GO:0032355)	16990, 213, 127, 4	2.512	0.324831422525	0.923427389093	127
response to follicle-stimulating hormone(GO:0032354)	16990, 0, 16, 0	0.0	1.0	1.0	16
positive regulation of hormone metabolic process(GO:0032352)	16990, 0, 15, 0	0.0	1.0	1.0	15
DNA replication-independent nucleosome organization(GO:0034724)	16990, 1904, 41, 1	0.218	0.992610146344	1.0	41
regulation of hormone metabolic process(GO:0032350)	16990, 1636, 38, 3	0.82	0.883035369007	1.0	38
regulation of cysteine-type endopeptidase activity(GO:2000116)	16990, 1051, 227, 22	1.567	0.161132519757	0.758430529665	227
negative regulation of cysteine-type endopeptidase activity(GO:2000117)	16990, 45, 89, 2	8.484	0.127611417441	0.709591337211	89
DNA repair(GO:0006281)	16990, 1090, 472, 14	0.462	0.999999926809	1.0	472
negative regulation of interleukin-6 production(GO:0032715)	16990, 1835, 41, 6	1.355	0.568401926995	1.0	41
phosphatidylglycerol acyl-chain remodeling(GO:0036148)	16990, 921, 18, 6	6.149	0.00138929294282	0.0674999904542	18
phosphatidylinositol acyl-chain remodeling(GO:0036149)	16990, 921, 17, 5	5.426	0.00797849787326	0.219294712974	17
leukocyte proliferation(GO:0070661)	16990, 1765, 88, 14	1.531	0.282262627936	0.885281892629	88
