Sample	Type	Mutation
LP6005935-DNA_C03_vs_LP6005934-DNA_C03	EAC_specificPMDs	1.97690693124993
LP6005935-DNA_C04_vs_LP6005934-DNA_C04	EAC_specificPMDs	21.0677069200568
LP6005935-DNA_D01_vs_LP6005934-DNA_D01	EAC_specificPMDs	13.1848939264117
LP6005935-DNA_D02_vs_LP6005934-DNA_D02	EAC_specificPMDs	8.27157711820056
LP6005935-DNA_E01_vs_LP6005934-DNA_E01	EAC_specificPMDs	17.3124109083938
LP6005935-DNA_E02_vs_LP6005934-DNA_E02	EAC_specificPMDs	7.3947899436713
LP6005935-DNA_E03_vs_LP6005934-DNA_E03	EAC_specificPMDs	6.50145961490564
LP6005935-DNA_F01_vs_LP6005934-DNA_F01	EAC_specificPMDs	2.8950519913702
LP6005935-DNA_F02_vs_LP6005934-DNA_F02	EAC_specificPMDs	31.3658204322165
LP6005935-DNA_F03_vs_LP6005934-DNA_F03	EAC_specificPMDs	21.7625193979857
LP6005935-DNA_G01_vs_LP6005934-DNA_G01	EAC_specificPMDs	13.3999549314849
LP6005935-DNA_G02_vs_LP6005979-DNA_C01	EAC_specificPMDs	7.66775198857192
LP6005935-DNA_G03_vs_LP6005934-DNA_G03	EAC_specificPMDs	3.33344557863483
LP6005935-DNA_H02_vs_LP6005934-DNA_H02	EAC_specificPMDs	8.42046550632817
LP6005935-DNA_H03_vs_LP6005934-DNA_H03	EAC_specificPMDs	22.6475781496331
LP6007404-DNA_A01_vs_LP6007403-DNA_A01	EAC_specificPMDs	4.4335653353555
LP6007418-DNA_A02_vs_LP6007417-DNA_A02	EAC_specificPMDs	10.0665093528501
LP6007424-DNA_A01_vs_LP6007423-DNA_A01	EAC_specificPMDs	9.81836203930407
LP6007427-DNA_A01_vs_LP6007426-DNA_A01	EAC_specificPMDs	26.6096635892512
LP6007508-DNA_A01_vs_LP6007507-DNA_A01	EAC_specificPMDs	4.20196117604589
LP6007512-DNA_A01_vs_LP6007511-DNA_A01	EAC_specificPMDs	8.59416862581039
LP6007516-DNA_A01_vs_LP6007515-DNA_A01	EAC_specificPMDs	6.66689115726965
LP6007518-DNA_A01_vs_LP6007517-DNA_A01	EAC_specificPMDs	15.4099481712077
LP6007594_vs_LP6007593	EAC_specificPMDs	6.07960918187741
LP6007597_vs_LP6007596	EAC_specificPMDs	14.9136535441156
LP6008031-DNA_A01_vs_LP6008032-DNA_A01	EAC_specificPMDs	8.40392235209177
LP6008031-DNA_A02_vs_LP6008032-DNA_C02	EAC_specificPMDs	11.009469144325
LP6008031-DNA_A03_vs_LP6008032-DNA_E03	EAC_specificPMDs	4.64862634042872
LP6008031-DNA_A04_vs_LP6008032-DNA_D03	EAC_specificPMDs	10.3229282435143
LP6008031-DNA_B01_vs_LP6008032-DNA_B01	EAC_specificPMDs	3.87109809131786
LP6008031-DNA_B02_vs_LP6008032-DNA_D02	EAC_specificPMDs	6.00516498781361
LP6008031-DNA_B03_vs_LP6008032-DNA_F03	EAC_specificPMDs	3.59813604641725
LP6008031-DNA_C01_vs_LP6008032-DNA_C01	EAC_specificPMDs	11.9110710502088
LP6008031-DNA_C02_vs_LP6008032-DNA_E02	EAC_specificPMDs	7.3534320580803
LP6008031-DNA_C03_vs_LP6008032-DNA_G03	EAC_specificPMDs	0.0330863084728023
LP6008031-DNA_D01_vs_LP6008032-DNA_D01	EAC_specificPMDs	4.87195892262013
LP6008031-DNA_D02_vs_LP6008032-DNA_F02	EAC_specificPMDs	7.75873933687213
LP6008031-DNA_D03_vs_LP6008032-DNA_H03	EAC_specificPMDs	5.8397334454496
LP6008031-DNA_E01_vs_LP6008032-DNA_E01	EAC_specificPMDs	24.7981882003653
LP6008031-DNA_E02_vs_LP6008032-DNA_G02	EAC_specificPMDs	9.93416411895888
LP6008031-DNA_E03_vs_LP6008032-DNA_A04	EAC_specificPMDs	33.3840852490575
LP6008031-DNA_F01_vs_LP6008032-DNA_F01	EAC_specificPMDs	6.48491646066924
LP6008031-DNA_F02_vs_LP6008032-DNA_H02	EAC_specificPMDs	2.9529530311976
LP6008031-DNA_F03_vs_LP6008032-DNA_H01	EAC_specificPMDs	13.5736580509671
LP6008031-DNA_G01_vs_LP6008032-DNA_G01	EAC_specificPMDs	7.3038025953711
LP6008031-DNA_G02_vs_LP6008032-DNA_A03	EAC_specificPMDs	6.34429964965983
LP6008031-DNA_G03_vs_LP6008032-DNA_A02	EAC_specificPMDs	15.3272324000256
LP6008031-DNA_H01_vs_LP6008032-DNA_B02	EAC_specificPMDs	7.17972893859809
LP6008031-DNA_H02_vs_LP6008032-DNA_B03	EAC_specificPMDs	18.9088252922065
LP6008031-DNA_H03_vs_LP6008032-DNA_C03	EAC_specificPMDs	26.4855899324782
LP6008051-DNA_A02_vs_LP6008050-DNA_E01	EAC_specificPMDs	5.02084731074774
LP6008051-DNA_B02_vs_LP6008050-DNA_F01	EAC_specificPMDs	9.25589479526643
LP6008051-DNA_C01_vs_LP6008050-DNA_E02	EAC_specificPMDs	7.67602356569012
LP6008051-DNA_C02_vs_LP6008050-DNA_G01	EAC_specificPMDs	7.00602581911588
LP6008051-DNA_D01_vs_LP6008050-DNA_F02	EAC_specificPMDs	9.57021472575805
LP6008051-DNA_E01_vs_LP6008050-DNA_A01	EAC_specificPMDs	7.11355632165249
LP6008051-DNA_E02_vs_LP6008050-DNA_A02	EAC_specificPMDs	8.90021697918381
LP6008051-DNA_F01_vs_LP6008050-DNA_B01	EAC_specificPMDs	6.74133535133346
LP6008051-DNA_F02_vs_LP6008050-DNA_B02	EAC_specificPMDs	10.9432965273793
LP6008051-DNA_G01_vs_LP6008050-DNA_C01	EAC_specificPMDs	5.77356082850399
LP6008141-DNA_A01_vs_LP6008138-DNA_A01	EAC_specificPMDs	9.83490519354047
LP6008141-DNA_A02_vs_LP6008138-DNA_A02	EAC_specificPMDs	32.788531696547
LP6008141-DNA_B01_vs_LP6008138-DNA_B01	EAC_specificPMDs	8.56108231733758
LP6008141-DNA_B02_vs_LP6008138-DNA_B02	EAC_specificPMDs	6.71652061997886
LP6008141-DNA_C01_vs_LP6008138-DNA_C01	EAC_specificPMDs	5.67430190308559
LP6008141-DNA_C02_vs_LP6008138-DNA_C02	EAC_specificPMDs	20.7285722582106
LP6008141-DNA_C03_vs_LP6008032-DNA_A03	EAC_specificPMDs	6.07960918187741
LP6008141-DNA_D01_vs_LP6008138-DNA_D01	EAC_specificPMDs	11.6877384680174
LP6008141-DNA_D02_vs_LP6008138-DNA_D02	EAC_specificPMDs	25.0546070910295
LP6008141-DNA_E01_vs_LP6008138-DNA_E01	EAC_specificPMDs	8.52799600886478
LP6008141-DNA_E02_vs_LP6008138-DNA_E02	EAC_specificPMDs	9.80181888506767
LP6008141-DNA_F01_vs_LP6008138-DNA_F01	EAC_specificPMDs	6.15405337594122
LP6008141-DNA_F02_vs_LP6008138-DNA_F02	EAC_specificPMDs	19.1900589142253
LP6008141-DNA_G01_vs_LP6008138-DNA_G01	EAC_specificPMDs	4.13578855910028
LP6008141-DNA_G02_vs_LP6008138-DNA_G02	EAC_specificPMDs	9.83490519354047
LP6008141-DNA_H01_vs_LP6008138-DNA_H01	EAC_specificPMDs	4.68171264890152
LP6008141-DNA_H02_vs_LP6008138-DNA_H02	EAC_specificPMDs	6.46837330643284
LP6008202-DNA_A01_vs_LP6008201-DNA_A01	EAC_specificPMDs	83.8324340929627
LP6008202-DNA_A02_vs_LP6008201-DNA_A02	EAC_specificPMDs	17.6019161075308
LP6008202-DNA_A03_vs_LP6008201-DNA_A03	EAC_specificPMDs	2.07616585666834
LP6008202-DNA_B01_vs_LP6008201-DNA_B01	EAC_specificPMDs	14.9136535441156
LP6008202-DNA_B02_vs_LP6008201-DNA_B02	EAC_specificPMDs	9.42959791474864
LP6008202-DNA_B03_vs_LP6008201-DNA_B03	EAC_specificPMDs	1.90246273718613
LP6008202-DNA_C01_vs_LP6008201-DNA_C01	EAC_specificPMDs	23.1852306623162
LP6008202-DNA_C02_vs_LP6008201-DNA_C02	EAC_specificPMDs	3.44924765828963
LP6008202-DNA_C03_vs_LP6008201-DNA_C03	EAC_specificPMDs	7.24590155554369
LP6008202-DNA_D02_vs_LP6008201-DNA_D02	EAC_specificPMDs	6.41874384372364
LP6008202-DNA_D03_vs_LP6008201-DNA_D03	EAC_specificPMDs	6.16232495305942
LP6008202-DNA_E01_vs_LP6008201-DNA_E01	EAC_specificPMDs	17.1800656745026
LP6008202-DNA_E02_vs_LP6008201-DNA_E02	EAC_specificPMDs	4.49146637518291
LP6008202-DNA_F02_vs_LP6008201-DNA_F02	EAC_specificPMDs	5.60812928613998
LP6008202-DNA_G01_vs_LP6008201-DNA_G01	EAC_specificPMDs	7.3038025953711
LP6008202-DNA_G02_vs_LP6008201-DNA_G02	EAC_specificPMDs	9.36342529780304
LP6008202-DNA_H01_vs_LP6008201-DNA_H01	EAC_specificPMDs	17.8004339583676
LP6008221-DNA_A01_vs_LP6008220-DNA_A01	EAC_specificPMDs	11.5967511197172
LP6008221-DNA_A02_vs_LP6008220-DNA_A02	EAC_specificPMDs	7.25417313266189
LP6008221-DNA_A04_vs_LP6008050-DNA_H01	EAC_specificPMDs	9.52058526304885
LP6008221-DNA_B01_vs_LP6008220-DNA_B01	EAC_specificPMDs	0.87678717452926
LP6008221-DNA_B02_vs_LP6008220-DNA_B02	EAC_specificPMDs	4.85541576838373
LP6008221-DNA_C01_vs_LP6008220-DNA_C01	EAC_specificPMDs	12.1095889010456
LP6008221-DNA_C02_vs_LP6008220-DNA_C02	EAC_specificPMDs	2.44011524986917
LP6008221-DNA_C03_vs_LP6008220-DNA_C03	EAC_specificPMDs	4.4666516438283
LP6008221-DNA_D01_vs_LP6008220-DNA_D01	EAC_specificPMDs	11.8614415874996
LP6008221-DNA_D02_vs_LP6008220-DNA_D02	EAC_specificPMDs	7.59330779450812
LP6008221-DNA_D03_vs_LP6008220-DNA_D03	EAC_specificPMDs	15.136986126307
LP6008221-DNA_E01_vs_LP6008220-DNA_E01	EAC_specificPMDs	15.0294556237704
LP6008221-DNA_E02_vs_LP6008220-DNA_E02	EAC_specificPMDs	12.250205712055
LP6008221-DNA_E03_vs_LP6008220-DNA_E03	EAC_specificPMDs	13.1848939264117
LP6008221-DNA_F01_vs_LP6008220-DNA_F01	EAC_specificPMDs	5.54195666919438
LP6008221-DNA_F02_vs_LP6008220-DNA_F02	EAC_specificPMDs	20.166105014173
LP6008221-DNA_F03_vs_LP6008220-DNA_F03	EAC_specificPMDs	12.6389698366105
LP6008221-DNA_G02_vs_LP6008220-DNA_G02	EAC_specificPMDs	7.2707162868983
LP6008221-DNA_H01_vs_LP6008220-DNA_H01	EAC_specificPMDs	6.17886810729582
LP6008221-DNA_H02_vs_LP6008220-DNA_H02	EAC_specificPMDs	8.8092296308836
LP6008267-DNA_B02_vs_LP6008266-DNA_H01	EAC_specificPMDs	11.4726774629442
LP6008267-DNA_D01_vs_LP6008201-DNA_F01	EAC_specificPMDs	4.47492322094651
LP6008267-DNA_D02_vs_LP6008266-DNA_A02	EAC_specificPMDs	11.7704542391994
LP6008267-DNA_E01_vs_LP6008266-DNA_D01	EAC_specificPMDs	7.47750571485331
LP6008267-DNA_F01_vs_LP6008266-DNA_E01	EAC_specificPMDs	10.7778649850153
LP6008267-DNA_G01_vs_LP6008266-DNA_F01	EAC_specificPMDs	7.49404886908971
LP6008267-DNA_H01_vs_LP6008266-DNA_G01	EAC_specificPMDs	5.9059060623952
LP6008269-DNA_A06_vs_LP6008268-DNA_B06	EAC_specificPMDs	3.32517400151663
LP6008269-DNA_A08_vs_LP6008268-DNA_A08	EAC_specificPMDs	8.26330554108236
LP6008269-DNA_A09_vs_LP6008268-DNA_A09	EAC_specificPMDs	5.78183240562219
LP6008269-DNA_A10_vs_LP6008268-DNA_A10	EAC_specificPMDs	5.8314618683314
LP6008269-DNA_B05_vs_LP6008268-DNA_D05	EAC_specificPMDs	8.10614557583655
LP6008269-DNA_B06_vs_LP6008268-DNA_C06	EAC_specificPMDs	16.0303164550727
LP6008269-DNA_B07_vs_LP6008268-DNA_B07	EAC_specificPMDs	2.55591732952397
LP6008269-DNA_B08_vs_LP6008268-DNA_B08	EAC_specificPMDs	4.64862634042872
LP6008269-DNA_B09_vs_LP6008268-DNA_B09	EAC_specificPMDs	5.53368509207618
LP6008269-DNA_B10_vs_LP6008268-DNA_B10	EAC_specificPMDs	9.15663586984802
LP6008269-DNA_C05_vs_LP6008268-DNA_E05	EAC_specificPMDs	10.2981135121597
LP6008269-DNA_C06_vs_LP6008268-DNA_D06	EAC_specificPMDs	6.70824904286066
LP6008269-DNA_C07_vs_LP6008268-DNA_C07	EAC_specificPMDs	6.74960692845166
LP6008269-DNA_C08_vs_LP6008268-DNA_C08	EAC_specificPMDs	11.877984741736
LP6008269-DNA_C09_vs_LP6008268-DNA_C09	EAC_specificPMDs	10.4470019002873
LP6008269-DNA_C10_vs_LP6008268-DNA_C10	EAC_specificPMDs	4.49146637518291
LP6008269-DNA_D05_vs_LP6008268-DNA_F05	EAC_specificPMDs	20.5300544073738
LP6008269-DNA_D06_vs_LP6008268-DNA_E06	EAC_specificPMDs	4.4252937582373
LP6008269-DNA_D08_vs_LP6008268-DNA_D08	EAC_specificPMDs	37.2469117632571
LP6008269-DNA_D09_vs_LP6008268-DNA_D09	EAC_specificPMDs	411.287629048287
LP6008269-DNA_D10_vs_LP6008268-DNA_D10	EAC_specificPMDs	9.70255995964926
LP6008269-DNA_E01_vs_LP6008268-DNA_E01	EAC_specificPMDs	5.71565978867659
LP6008269-DNA_E06_vs_LP6008268-DNA_F06	EAC_specificPMDs	2.20023951344135
LP6008269-DNA_E07_vs_LP6008268-DNA_E07	EAC_specificPMDs	35.4106216430166
LP6008269-DNA_E08_vs_LP6008268-DNA_E08	EAC_specificPMDs	6.08788075899561
LP6008269-DNA_E09_vs_LP6008268-DNA_E09	EAC_specificPMDs	1.97690693124993
LP6008269-DNA_E10_vs_LP6008268-DNA_E10	EAC_specificPMDs	8.70169912834699
LP6008269-DNA_F06_vs_LP6008268-DNA_G06	EAC_specificPMDs	4.10270225062748
LP6008269-DNA_F07_vs_LP6008268-DNA_F07	EAC_specificPMDs	1.58814280669451
LP6008269-DNA_F08_vs_LP6008268-DNA_F08	EAC_specificPMDs	9.72737469100386
LP6008269-DNA_F09_vs_LP6008268-DNA_F09	EAC_specificPMDs	4.74788526584712
LP6008269-DNA_G06_vs_LP6008268-DNA_H06	EAC_specificPMDs	15.4513060567987
LP6008269-DNA_G07_vs_LP6008268-DNA_G07	EAC_specificPMDs	6.34429964965983
LP6008269-DNA_G08_vs_LP6008268-DNA_G08	EAC_specificPMDs	5.72393136579479
LP6008269-DNA_H05_vs_LP6008268-DNA_A06	EAC_specificPMDs	9.50404210881245
LP6008269-DNA_H06_vs_LP6008268-DNA_A07	EAC_specificPMDs	8.56108231733758
LP6008269-DNA_H07_vs_LP6008268-DNA_H07	EAC_specificPMDs	8.8092296308836
LP6008269-DNA_H09_vs_LP6008268-DNA_H09	EAC_specificPMDs	23.6070810953444
LP6008280-DNA_A01_vs_LP6008264-DNA_A01	EAC_specificPMDs	6.19541126153222
LP6008280-DNA_A03_vs_LP6008264-DNA_A03	EAC_specificPMDs	7.14664263012529
LP6008280-DNA_B01_vs_LP6008264-DNA_B01	EAC_specificPMDs	17.2710530228028
LP6008280-DNA_B02_vs_LP6008264-DNA_B02	EAC_specificPMDs	2.45665840410557
LP6008280-DNA_B03_vs_LP6008264-DNA_B03	EAC_specificPMDs	4.09443067350928
LP6008280-DNA_C01_vs_LP6008264-DNA_C01	EAC_specificPMDs	16.2701921915005
LP6008280-DNA_C02_vs_LP6008264-DNA_C02	EAC_specificPMDs	11.3486038061712
LP6008280-DNA_D02_vs_LP6008264-DNA_D02	EAC_specificPMDs	7.25417313266189
LP6008280-DNA_E01_vs_LP6008264-DNA_E01	EAC_specificPMDs	8.66861281987419
LP6008280-DNA_E02_vs_LP6008264-DNA_E02	EAC_specificPMDs	14.3015568373688
LP6008280-DNA_F01_vs_LP6008264-DNA_F01	EAC_specificPMDs	14.8143946186972
LP6008280-DNA_F02_vs_LP6008264-DNA_F02	EAC_specificPMDs	8.8175012080018
LP6008280-DNA_G01_vs_LP6008264-DNA_G01	EAC_specificPMDs	0.570738821155839
LP6008280-DNA_G02_vs_LP6008264-DNA_G02	EAC_specificPMDs	3.03566880237961
LP6008280-DNA_H01_vs_LP6008264-DNA_H01	EAC_specificPMDs	5.16146412175715
LP6008280-DNA_H02_vs_LP6008264-DNA_H02	EAC_specificPMDs	13.0939065781115
LP6008334-DNA_A04_vs_LP6008335-DNA_E03	EAC_specificPMDs	7.54367833179891
LP6008334-DNA_B02_vs_LP6008335-DNA_F01	EAC_specificPMDs	5.73220294291299
LP6008334-DNA_C01_vs_LP6008335-DNA_C01	EAC_specificPMDs	6.43528699796004
LP6008334-DNA_C02_vs_LP6008335-DNA_G01	EAC_specificPMDs	9.22280848679363
LP6008334-DNA_C03_vs_LP6008335-DNA_G02	EAC_specificPMDs	10.4387303231691
LP6008334-DNA_D01_vs_LP6008335-DNA_D01	EAC_specificPMDs	5.54195666919438
LP6008334-DNA_D02_vs_LP6008335-DNA_H01	EAC_specificPMDs	10.7282355223061
LP6008334-DNA_D03_vs_LP6008335-DNA_H02	EAC_specificPMDs	18.3298148939325
LP6008334-DNA_E02_vs_LP6008335-DNA_A02	EAC_specificPMDs	6.12096706746842
LP6008334-DNA_E03_vs_LP6008335-DNA_A03	EAC_specificPMDs	10.1657682782685
LP6008334-DNA_F02_vs_LP6008335-DNA_B02	EAC_specificPMDs	6.20368283865042
LP6008334-DNA_F03_vs_LP6008335-DNA_B03	EAC_specificPMDs	4.26813379299149
LP6008334-DNA_G02_vs_LP6008335-DNA_C02	EAC_specificPMDs	5.77356082850399
LP6008334-DNA_G03_vs_LP6008335-DNA_C03	EAC_specificPMDs	2.67999098629698
LP6008334-DNA_H02_vs_LP6008335-DNA_D02	EAC_specificPMDs	7.53540675468071
LP6008336-DNA_A01_vs_LP6008333-DNA_A01	EAC_specificPMDs	4.3508495641735
LP6008336-DNA_A02_vs_LP6008333-DNA_A02	EAC_specificPMDs	2.23332582191415
LP6008336-DNA_A03_vs_LP6008333-DNA_A03	EAC_specificPMDs	1.4806123041579
LP6008336-DNA_B01_vs_LP6008333-DNA_B01	EAC_specificPMDs	3.07702668797061
LP6008336-DNA_B02_vs_LP6008333-DNA_B02	EAC_specificPMDs	4.08615909639108
LP6008336-DNA_C01_vs_LP6008333-DNA_C01	EAC_specificPMDs	5.72393136579479
LP6008336-DNA_C03_vs_LP6008333-DNA_C03	EAC_specificPMDs	4.73961368872892
LP6008336-DNA_D01_vs_LP6008333-DNA_D01	EAC_specificPMDs	25.9892953053862
LP6008336-DNA_D03_vs_LP6008333-DNA_D03	EAC_specificPMDs	13.2924244289483
LP6008336-DNA_E02_vs_LP6008333-DNA_E02	EAC_specificPMDs	16.6837710474105
LP6008336-DNA_G02_vs_LP6008333-DNA_G02	EAC_specificPMDs	5.36825354971217
LP6008336-DNA_H01_vs_LP6008333-DNA_H01	EAC_specificPMDs	7.84972668517234
LP6008336-DNA_H02_vs_LP6008333-DNA_H02	EAC_specificPMDs	0.0330863084728023
LP6008337-DNA_A07_vs_LP6008338-DNA_E06	EAC_specificPMDs	3.27554453880742
LP6008337-DNA_B07_vs_LP6008338-DNA_F06	EAC_specificPMDs	7.53540675468071
LP6008337-DNA_F06_vs_LP6008338-DNA_C06	EAC_specificPMDs	10.5710755570603
LP6008460-DNA_B03_vs_LP6008340-DNA_H03	EAC_specificPMDs	3.82146862860866
LP6008460-DNA_E03_vs_LP6008340-DNA_B06	EAC_specificPMDs	10.4800882087601
LP6008460-DNA_G03_vs_LP6008340-DNA_C05	EAC_specificPMDs	10.8523091790791
LP6008460-DNA_H02_vs_LP6008340-DNA_G03	EAC_specificPMDs	4.48319479806471
LP2000105-DNA_A01_vs_LP2000102-DNA_A01	ESCC_specificPMDs	3.95986187032034
LP2000330-DNA_A01_vs_LP2000316-DNA_A01	ESCC_specificPMDs	2.42440522672674
LP2000331-DNA_A01_vs_LP2000322-DNA_A01	ESCC_specificPMDs	2.58603224184186
LP6005334-DNA_A02_vs_LP6005333-DNA_A02	ESCC_specificPMDs	3.79823485520523
LP6005334-DNA_A03_vs_LP6005333-DNA_A03	ESCC_specificPMDs	3.79823485520523
LP6005334-DNA_B02_vs_LP6005333-DNA_B02	ESCC_specificPMDs	5.33369149879883
LP6005334-DNA_C02_vs_LP6005333-DNA_C02	ESCC_specificPMDs	1.77789716626628
LP6005334-DNA_D03_vs_LP6005333-DNA_D03	ESCC_specificPMDs	1.93952418138139
LP6005334-DNA_E02_vs_LP6005333-DNA_E02	ESCC_specificPMDs	0.484881045345348
LP6005334-DNA_E03_vs_LP6005333-DNA_E03	ESCC_specificPMDs	5.09125097612615
LP6005334-DNA_F02_vs_LP6005333-DNA_F02	ESCC_specificPMDs	7.59646971041045
LP6005334-DNA_F03_vs_LP6005333-DNA_F03	ESCC_specificPMDs	0.565694552902906
LP6005334-DNA_G02_vs_LP6005333-DNA_G02	ESCC_specificPMDs	5.5761320214715
LP6005334-DNA_G03_vs_LP6005333-DNA_G03	ESCC_specificPMDs	2.42440522672674
LP6005334-DNA_H01_vs_LP6005333-DNA_H01	ESCC_specificPMDs	4.68718343833836
