SampleName	cancerType	delta_ESCCspecificVSEACspecific	delta_sharedHMDVSsharedPMD	Label
TCGA-19-4065_T	GBM	-0.0134772386282672	-0.0134772386282672	Other cancers
TCGA-19-5947_T	GBM	0.0296486920344963	0.0296486920344963	Other cancers
TCGA-19-5950_T	GBM	0.0295122904707521	0.0295122904707521	Other cancers
TCGA-19-5951_T	GBM	-0.0310363816114062	-0.0310363816114062	Other cancers
TCGA-19-5952_T	GBM	-0.0176785266739523	-0.0176785266739523	Other cancers
TCGA-19-5953_T	GBM	-0.00925300023811915	-0.00925300023811915	Other cancers
TCGA-19-5954_T	GBM	-0.0360981739562539	-0.0360981739562539	Other cancers
TCGA-19-5955_T	GBM	0.00646146656456548	0.00646146656456548	Other cancers
TCGA-19-5956_T	GBM	-0.0712309637355527	-0.0712309637355527	Other cancers
TCGA-19-5958_T	GBM	0.0164551666732692	0.0164551666732692	Other cancers
TCGA-19-5959_T	GBM	0.0212351833482552	0.0212351833482552	Other cancers
TCGA-19-5960_T	GBM	0.00131419550084488	0.00131419550084488	Other cancers
TCGA-19-A60I_T	GBM	-0.0247347600148674	-0.0247347600148674	Other cancers
TCGA-19-A6J4_T	GBM	0.0383754858632995	0.0383754858632995	Other cancers
TCGA-19-A6J5_T	GBM	-0.111958096015772	-0.111958096015772	Other cancers
TCGA-21-5782_T	LUSC	-0.0704444895255152	-0.0704444895255152	Squamous cancers
TCGA-21-5783_T	LUSC	-0.0809142446410321	-0.0809142446410321	Squamous cancers
TCGA-21-5784_T	LUSC	-0.00249996652792184	-0.00249996652792184	Squamous cancers
TCGA-21-5786_T	LUSC	-0.0406279039148963	-0.0406279039148963	Squamous cancers
TCGA-21-5787_T	LUSC	-0.0437074414271623	-0.0437074414271623	Squamous cancers
TCGA-21-A5DI_T	LUSC	-0.0459704726170908	-0.0459704726170908	Squamous cancers
TCGA-22-4593_T	LUSC	-0.13771880135358	-0.13771880135358	Squamous cancers
TCGA-22-4599_T	LUSC	-0.0785013245811464	-0.0785013245811464	Squamous cancers
TCGA-22-4601_T	LUSC	-0.0315872963439086	-0.0315872963439086	Squamous cancers
TCGA-22-4605_T	LUSC	-0.110042135439573	-0.110042135439573	Squamous cancers
TCGA-22-4609_T	LUSC	-0.0433880154648584	-0.0433880154648584	Squamous cancers
TCGA-22-4613_T	LUSC	-0.133608949648839	-0.133608949648839	Squamous cancers
TCGA-22-5471_T	LUSC	-0.0727573907214504	-0.0727573907214504	Squamous cancers
TCGA-22-5472_T	LUSC	-0.0812176607841999	-0.0812176607841999	Squamous cancers
TCGA-22-5473_T	LUSC	-0.209448284088632	-0.209448284088632	Squamous cancers
TCGA-22-5474_T	LUSC	-0.0470312018293211	-0.0470312018293211	Squamous cancers
TCGA-22-5477_T	LUSC	-0.121697712208332	-0.121697712208332	Squamous cancers
TCGA-22-5478_T	LUSC	-0.14591425952456	-0.14591425952456	Squamous cancers
TCGA-22-5479_T	LUSC	-0.100127017985668	-0.100127017985668	Squamous cancers
TCGA-22-5480_T	LUSC	-0.00658087956381537	-0.00658087956381537	Squamous cancers
TCGA-22-5481_T	LUSC	-0.0825458866715866	-0.0825458866715866	Squamous cancers
TCGA-22-5482_T	LUSC	-0.188864513164547	-0.188864513164547	Squamous cancers
TCGA-22-5483_T	LUSC	-0.0492132030958502	-0.0492132030958502	Squamous cancers
TCGA-22-5485_T	LUSC	-0.220340730489989	-0.220340730489989	Squamous cancers
TCGA-22-5489_T	LUSC	-0.00816486428689578	-0.00816486428689578	Squamous cancers
TCGA-22-5491_T	LUSC	-0.110371517158556	-0.110371517158556	Squamous cancers
TCGA-22-5492_T	LUSC	-0.0723274627475987	-0.0723274627475987	Squamous cancers
TCGA-22-A5C4_T	LUSC	-0.0472610901338398	-0.0472610901338398	Squamous cancers
TCGA-26-1442_T	GBM	0.00470178699949952	0.00470178699949952	Other cancers
TCGA-26-5132_T	GBM	-0.00933698731195098	-0.00933698731195098	Other cancers
TCGA-26-5133_T	GBM	0.000807852021190714	0.000807852021190714	Other cancers
TCGA-26-5134_T	GBM	-0.0593024393651833	-0.0593024393651833	Other cancers
TCGA-26-5135_T	GBM	-0.0407786462125567	-0.0407786462125567	Other cancers
TCGA-26-5136_T	GBM	-0.0122210412525998	-0.0122210412525998	Other cancers
TCGA-26-5139_T	GBM	0.00716547613809315	0.00716547613809315	Other cancers
TCGA-26-6173_T	GBM	-0.00802421392965935	-0.00802421392965935	Other cancers
TCGA-26-6174_T	GBM	-0.00322844769493646	-0.00322844769493646	Other cancers
TCGA-26-A7UX_T	GBM	-0.126036730743807	-0.126036730743807	Other cancers
TCGA-28-2501_T	GBM	0.0358010244922183	0.0358010244922183	Other cancers
TCGA-28-2510_T	GBM	0.0279226271190565	0.0279226271190565	Other cancers
TCGA-28-5204_T	GBM	-0.00586208565019419	-0.00586208565019419	Other cancers
TCGA-28-5207_T	GBM	0.00348541755790399	0.00348541755790399	Other cancers
TCGA-28-5208_T	GBM	0.0211053002872894	0.0211053002872894	Other cancers
TCGA-28-5209_T	GBM	0.00486510536130003	0.00486510536130003	Other cancers
TCGA-28-5211_T	GBM	-0.00990490217758322	-0.00990490217758322	Other cancers
TCGA-28-5213_T	GBM	0.0246666586009332	0.0246666586009332	Other cancers
TCGA-28-5214_T	GBM	0.0107889439555375	0.0107889439555375	Other cancers
TCGA-28-5215_T	GBM	-0.0115666496083383	-0.0115666496083383	Other cancers
TCGA-28-5216_T	GBM	-0.0263508492361989	-0.0263508492361989	Other cancers
TCGA-28-5218_T	GBM	0.00201383492409424	0.00201383492409424	Other cancers
TCGA-28-5219_T	GBM	-0.0174803626470971	-0.0174803626470971	Other cancers
TCGA-28-5220_T	GBM	-0.0122484968626223	-0.0122484968626223	Other cancers
TCGA-28-6450_T	GBM	0.0633764207953182	0.0633764207953182	Other cancers
TCGA-29-A5NZ_T	OV	-0.0414019816622551	-0.0414019816622551	Other cancers
TCGA-2A-A8VL_T	PRAD	0.00946260861848258	0.00946260861848258	Other cancers
TCGA-2A-A8VO_T	PRAD	0.0119593322032614	0.0119593322032614	Other cancers
TCGA-2A-A8VT_T	PRAD	-0.0237795859567049	-0.0237795859567049	Other cancers
TCGA-2A-A8VV_T	PRAD	0.0134352157649412	0.0134352157649412	Other cancers
TCGA-2A-A8VX_T	PRAD	0.0153139721938254	0.0153139721938254	Other cancers
TCGA-2A-A8W1_T	PRAD	0.0223504935402113	0.0223504935402113	Other cancers
TCGA-2A-A8W3_T	PRAD	0.0196315980106622	0.0196315980106622	Other cancers
TCGA-2A-AAYF_T	PRAD	0.000044152592245994	0.000044152592245994	Other cancers
TCGA-2A-AAYO_T	PRAD	0.0186691760076567	0.0186691760076567	Other cancers
TCGA-2A-AAYU_T	PRAD	-0.0136902415528809	-0.0136902415528809	Other cancers
TCGA-2E-A9G8_T	UCEC	-0.0473864924363899	-0.0473864924363899	Other cancers
TCGA-2F-A9KO_T	BLCA (Others)	-0.0296787791530779	-0.0296787791530779	Other cancers
TCGA-2F-A9KP_T	BLCA (Others)	-0.0232663727664187	-0.0232663727664187	Other cancers
TCGA-2F-A9KQ_T	BLCA (Others)	-0.0211203708430355	-0.0211203708430355	Other cancers
TCGA-2F-A9KR_T	BLCA (Ba/Sq)	-0.0199938080318537	-0.0199938080318537	Squamous cancers
TCGA-2F-A9KT_T	BLCA (Ba/Sq)	-0.0304085427693859	-0.0304085427693859	Squamous cancers
TCGA-2F-A9KW_T	BLCA (Others)	-0.0167478276586545	-0.0167478276586545	Other cancers
TCGA-2G-AAEW_T	TGCT	0.00562960098696236	0.00562960098696236	Other cancers
TCGA-2G-AAEX_T	TGCT	0.00957628550348177	0.00957628550348177	Other cancers
TCGA-2G-AAF1_T	TGCT	-0.00636316771232415	-0.00636316771232415	Other cancers
TCGA-2G-AAF4_T	TGCT	0.0139761155407686	0.0139761155407686	Other cancers
TCGA-2G-AAF6_T	TGCT	0.00870574405921881	0.00870574405921881	Other cancers
TCGA-2G-AAF8_T	TGCT	0.0270838492683605	0.0270838492683605	Other cancers
TCGA-2G-AAFE_T	TGCT	0.00138459126661833	0.00138459126661833	Other cancers
TCGA-2G-AAFG_T	TGCT	0.000139975082538046	0.000139975082538046	Other cancers
TCGA-2G-AAFH_T	TGCT	0.0380703064282382	0.0380703064282382	Other cancers
TCGA-2G-AAFI_T	TGCT	0.012359963669737	0.012359963669737	Other cancers
TCGA-2G-AAFJ_T	TGCT	0.0156574691639182	0.0156574691639182	Other cancers
TCGA-2G-AAFL_T	TGCT	0.0244240184092385	0.0244240184092385	Other cancers
TCGA-2G-AAFM_T	TGCT	0.0148734489729618	0.0148734489729618	Other cancers
TCGA-2G-AAFN_T	TGCT	0.0193139226722381	0.0193139226722381	Other cancers
TCGA-2G-AAFO_T	TGCT	0.0186781784207097	0.0186781784207097	Other cancers
TCGA-2G-AAFV_T	TGCT	0.0143389135248035	0.0143389135248035	Other cancers
TCGA-2G-AAFY_T	TGCT	0.0209989509043566	0.0209989509043566	Other cancers
TCGA-2G-AAFZ_T	TGCT	0.0239290339800752	0.0239290339800752	Other cancers
TCGA-2G-AAG0_T	TGCT	0.0200991658093365	0.0200991658093365	Other cancers
TCGA-2G-AAG3_T	TGCT	0.00912638734291893	0.00912638734291893	Other cancers
TCGA-2G-AAG5_T	TGCT	0.0252599820918307	0.0252599820918307	Other cancers
TCGA-2G-AAG6_T	TGCT	0.0353908190476098	0.0353908190476098	Other cancers
TCGA-2G-AAG7_T	TGCT	0.0137281943191395	0.0137281943191395	Other cancers
TCGA-2G-AAG8_T	TGCT	0.0182030603245426	0.0182030603245426	Other cancers
TCGA-2G-AAG9_T	TGCT	0.0106318071720352	0.0106318071720352	Other cancers
TCGA-2G-AAGA_T	TGCT	0.0150795344451272	0.0150795344451272	Other cancers
TCGA-2G-AAGC_T	TGCT	0.0303844957449436	0.0303844957449436	Other cancers
TCGA-2G-AAGE_T	TGCT	0.0281024742380196	0.0281024742380196	Other cancers
TCGA-2G-AAGF_T	TGCT	0.0230032288172621	0.0230032288172621	Other cancers
TCGA-2G-AAGG_T	TGCT	0.0355359827410313	0.0355359827410313	Other cancers
TCGA-2G-AAGI_T	TGCT	0.0263253841174849	0.0263253841174849	Other cancers
TCGA-2G-AAGJ_T	TGCT	0.0186354226607891	0.0186354226607891	Other cancers
TCGA-2G-AAGK_T	TGCT	0.0175140970385623	0.0175140970385623	Other cancers
TCGA-2G-AAGM_T	TGCT	0.0263473786730519	0.0263473786730519	Other cancers
TCGA-2G-AAGN_T	TGCT	0.0224059063963622	0.0224059063963622	Other cancers
TCGA-2G-AAGO_T	TGCT	0.0191341449249692	0.0191341449249692	Other cancers
TCGA-2G-AAGP_T	TGCT	0.0212250203069394	0.0212250203069394	Other cancers
TCGA-2G-AAGS_T	TGCT	0.0209815844956044	0.0209815844956044	Other cancers
TCGA-2G-AAGT_T	TGCT	0.0268593115107552	0.0268593115107552	Other cancers
TCGA-2G-AAGV_T	TGCT	0.0199001686412948	0.0199001686412948	Other cancers
TCGA-2G-AAGW_T	TGCT	0.0282588669507785	0.0282588669507785	Other cancers
TCGA-2G-AAGX_T	TGCT	0.0369569563167007	0.0369569563167007	Other cancers
TCGA-2G-AAGY_T	TGCT	0.0146971783278898	0.0146971783278898	Other cancers
TCGA-2G-AAGZ_T	TGCT	0.0285744272935528	0.0285744272935528	Other cancers
TCGA-2G-AAH0_T	TGCT	0.018662157284182	0.018662157284182	Other cancers
TCGA-2G-AAH2_T	TGCT	0.0122923132175684	0.0122923132175684	Other cancers
TCGA-2G-AAH3_T	TGCT	-0.0226148323679418	-0.0226148323679418	Other cancers
TCGA-2G-AAH4_T	TGCT	0.0182986591946145	0.0182986591946145	Other cancers
TCGA-2G-AAH8_T	TGCT	0.0111912677325239	0.0111912677325239	Other cancers
TCGA-2G-AAHA_T	TGCT	0.00385666017165576	0.00385666017165576	Other cancers
TCGA-2G-AAHC_T	TGCT	0.00638636708968743	0.00638636708968743	Other cancers
TCGA-2G-AAHG_T	TGCT	0.0171421069346474	0.0171421069346474	Other cancers
TCGA-2G-AAHL_T	TGCT	0.00947483923818759	0.00947483923818759	Other cancers
TCGA-2G-AAHN_T	TGCT	0.0000753482191488963	0.0000753482191488963	Other cancers
TCGA-2G-AAHP_T	TGCT	0.0108483064365988	0.0108483064365988	Other cancers
TCGA-2G-AAHT_T	TGCT	0.00247791320502433	0.00247791320502433	Other cancers
TCGA-2G-AAKD_T	TGCT	0.0185197219902054	0.0185197219902054	Other cancers
TCGA-2G-AAKG_T	TGCT	0.0235356268886726	0.0235356268886726	Other cancers
TCGA-2G-AAKH_T	TGCT	0.0165842381256232	0.0165842381256232	Other cancers
TCGA-2G-AAKL_T	TGCT	0.0213441811698595	0.0213441811698595	Other cancers
TCGA-2G-AAKM_T	TGCT	0.0322225223565664	0.0322225223565664	Other cancers
TCGA-2G-AAKO_T	TGCT	-0.00189367411622354	-0.00189367411622354	Other cancers
TCGA-2G-AAL5_T	TGCT	0.0393402259229638	0.0393402259229638	Other cancers
TCGA-2G-AAL7_T	TGCT	0.0181586859393222	0.0181586859393222	Other cancers
TCGA-2G-AALF_T	TGCT	0.00949954669630887	0.00949954669630887	Other cancers
TCGA-2G-AALG_T	TGCT	0.0331017464217817	0.0331017464217817	Other cancers
TCGA-2G-AALN_T	TGCT	0.0420021882870667	0.0420021882870667	Other cancers
TCGA-2G-AALO_T	TGCT	0.0378325008272051	0.0378325008272051	Other cancers
TCGA-2G-AALP_T	TGCT	0.0158447577200919	0.0158447577200919	Other cancers
TCGA-2G-AALQ_T	TGCT	-0.0270294272018299	-0.0270294272018299	Other cancers
TCGA-2G-AALR_T	TGCT	-0.00514184585729449	-0.00514184585729449	Other cancers
TCGA-2G-AALS_T	TGCT	0.00370505985225034	0.00370505985225034	Other cancers
TCGA-2G-AALT_T	TGCT	0.0325417426509107	0.0325417426509107	Other cancers
TCGA-2G-AALW_T	TGCT	0.0260677444399419	0.0260677444399419	Other cancers
TCGA-2G-AALX_T	TGCT	0.0380074105463556	0.0380074105463556	Other cancers
TCGA-2G-AALY_T	TGCT	0.0256608868661633	0.0256608868661633	Other cancers
TCGA-2G-AALZ_T	TGCT	0.0386210349325483	0.0386210349325483	Other cancers
TCGA-2G-AAM2_T	TGCT	0.0290791771926469	0.0290791771926469	Other cancers
TCGA-2G-AAM3_T	TGCT	0.0242996636535101	0.0242996636535101	Other cancers
TCGA-2G-AAM4_T	TGCT	0.0224273963125934	0.0224273963125934	Other cancers
TCGA-2H-A9GF_T	EAC	0.120846705124075	0.120846705124075	GI cancers
TCGA-2H-A9GG_T	EAC	0.0140224974239866	0.0140224974239866	GI cancers
TCGA-2H-A9GH_T	EAC	0.176914641820231	0.176914641820231	GI cancers
TCGA-2H-A9GI_T	EAC	0.0885136297473169	0.0885136297473169	GI cancers
TCGA-2H-A9GJ_T	EAC	0.152576164817369	0.152576164817369	GI cancers
TCGA-2H-A9GK_T	EAC	0.073130414281019	0.073130414281019	GI cancers
TCGA-2H-A9GL_T	EAC	0.143426587867509	0.143426587867509	GI cancers
TCGA-2H-A9GM_T	EAC	0.195363645852873	0.195363645852873	GI cancers
TCGA-2H-A9GN_T	EAC	0.0876942313962524	0.0876942313962524	GI cancers
TCGA-2H-A9GO_T	EAC	0.105328714548201	0.105328714548201	GI cancers
TCGA-2H-A9GQ_T	EAC	-0.0471932556910152	-0.0471932556910152	GI cancers
TCGA-2H-A9GR_T	EAC	0.107835211285131	0.107835211285131	GI cancers
TCGA-2J-AAB1_T	PAAD	0.109039377852667	0.109039377852667	Other cancers
TCGA-2J-AAB4_T	PAAD	0.0537871830341013	0.0537871830341013	Other cancers
TCGA-2J-AAB6_T	PAAD	-0.014718093508037	-0.014718093508037	Other cancers
TCGA-2J-AAB8_T	PAAD	0.0397931917899204	0.0397931917899204	Other cancers
TCGA-2J-AAB9_T	PAAD	0.0549095903710388	0.0549095903710388	Other cancers
TCGA-2J-AABA_T	PAAD	0.0524068987636233	0.0524068987636233	Other cancers
TCGA-2J-AABE_T	PAAD	0.0549036678047485	0.0549036678047485	Other cancers
TCGA-2J-AABF_T	PAAD	0.0411281470613495	0.0411281470613495	Other cancers
TCGA-2J-AABH_T	PAAD	0.0520189796165026	0.0520189796165026	Other cancers
TCGA-2J-AABI_T	PAAD	0.0420854745110232	0.0420854745110232	Other cancers
TCGA-2J-AABK_T	PAAD	0.0303586326813275	0.0303586326813275	Other cancers
TCGA-2J-AABO_T	PAAD	0.11093180791685	0.11093180791685	Other cancers
TCGA-2J-AABP_T	PAAD	-0.065769682638986	-0.065769682638986	Other cancers
TCGA-2J-AABR_T	PAAD	0.0489186131133552	0.0489186131133552	Other cancers
TCGA-2J-AABT_T	PAAD	0.0635532235918516	0.0635532235918516	Other cancers
TCGA-2J-AABU_T	PAAD	0.0483023706997562	0.0483023706997562	Other cancers
TCGA-2J-AABV_T	PAAD	0.0504276378792291	0.0504276378792291	Other cancers
TCGA-2K-A9WE_T	KIRP	0.0324137413535611	0.0324137413535611	Other cancers
TCGA-2L-AAQA_T	PAAD	0.0609453233729396	0.0609453233729396	Other cancers
TCGA-2L-AAQE_T	PAAD	0.0533391701407837	0.0533391701407837	Other cancers
TCGA-2L-AAQI_T	PAAD	0.0270899458599394	0.0270899458599394	Other cancers
TCGA-2L-AAQJ_T	PAAD	0.0507658832379002	0.0507658832379002	Other cancers
TCGA-2L-AAQL_T	PAAD	0.013179394969323	0.013179394969323	Other cancers
TCGA-2L-AAQM_T	PAAD	0.041732361031137	0.041732361031137	Other cancers
TCGA-2V-A95S_T	LIHC	0.048349811898573	0.048349811898573	Other cancers
TCGA-2W-A8YY_T	CESC (Sq)	0.0162767294912756	0.0162767294912756	Squamous cancers
TCGA-2X-A9D5_T	TGCT	0.0051338204356291	0.0051338204356291	Other cancers
TCGA-2X-A9D6_T	TGCT	-0.00401030882294923	-0.00401030882294923	Other cancers
TCGA-2Y-A9GS_T	LIHC	0.124719376153571	0.124719376153571	Other cancers
TCGA-2Y-A9GT_T	LIHC	0.0970648142326917	0.0970648142326917	Other cancers
TCGA-2Y-A9GU_T	LIHC	0.00164484752297689	0.00164484752297689	Other cancers
TCGA-2Y-A9GV_T	LIHC	0.0725646054927317	0.0725646054927317	Other cancers
TCGA-2Y-A9GW_T	LIHC	0.0688685749710501	0.0688685749710501	Other cancers
TCGA-2Y-A9GX_T	LIHC	0.0485064774518233	0.0485064774518233	Other cancers
TCGA-2Y-A9GY_T	LIHC	0.0661153507514001	0.0661153507514001	Other cancers
TCGA-2Y-A9GZ_T	LIHC	0.145995825537641	0.145995825537641	Other cancers
TCGA-2Y-A9H0_T	LIHC	0.0958860347790983	0.0958860347790983	Other cancers
TCGA-2Y-A9H1_T	LIHC	0.0403764962178697	0.0403764962178697	Other cancers
TCGA-2Y-A9H2_T	LIHC	0.00659890986840883	0.00659890986840883	Other cancers
TCGA-2Y-A9H3_T	LIHC	0.0258217717243873	0.0258217717243873	Other cancers
TCGA-2Y-A9H4_T	LIHC	0.0522580893861181	0.0522580893861181	Other cancers
TCGA-2Y-A9H5_T	LIHC	0.154095538710598	0.154095538710598	Other cancers
TCGA-2Y-A9H6_T	LIHC	-0.00216826147991867	-0.00216826147991867	Other cancers
TCGA-2Y-A9H7_T	LIHC	0.0285236138254775	0.0285236138254775	Other cancers
TCGA-2Y-A9H8_T	LIHC	0.082019386343644	0.082019386343644	Other cancers
TCGA-2Y-A9H9_T	LIHC	0.126244008286036	0.126244008286036	Other cancers
TCGA-2Y-A9HA_T	LIHC	0.0805460177783248	0.0805460177783248	Other cancers
TCGA-2Y-A9HB_T	LIHC	0.0686162613873276	0.0686162613873276	Other cancers
TCGA-2Z-A9J1_T	KIRP	0.0246443584297465	0.0246443584297465	Other cancers
TCGA-2Z-A9J2_T	KIRP	-0.00287713795784195	-0.00287713795784195	Other cancers
TCGA-2Z-A9J3_T	KIRP	0.00860752745120108	0.00860752745120108	Other cancers
TCGA-2Z-A9J5_T	KIRP	0.00903427226022302	0.00903427226022302	Other cancers
TCGA-2Z-A9J6_T	KIRP	0.00577054586706893	0.00577054586706893	Other cancers
TCGA-2Z-A9J7_T	KIRP	-0.0156902527105993	-0.0156902527105993	Other cancers
TCGA-2Z-A9J8_T	KIRP	0.00429188768029698	0.00429188768029698	Other cancers
TCGA-2Z-A9J9_T	KIRP	0.0316045627073455	0.0316045627073455	Other cancers
TCGA-2Z-A9JD_T	KIRP	0.013416677114276	0.013416677114276	Other cancers
TCGA-2Z-A9JE_T	KIRP	0.00339958205298418	0.00339958205298418	Other cancers
TCGA-2Z-A9JG_T	KIRP	0.00858784296896209	0.00858784296896209	Other cancers
TCGA-2Z-A9JI_T	KIRP	0.0241633901574964	0.0241633901574964	Other cancers
TCGA-2Z-A9JJ_T	KIRP	0.0281645325609432	0.0281645325609432	Other cancers
TCGA-2Z-A9JK_T	KIRP	0.00445861183651508	0.00445861183651508	Other cancers
TCGA-2Z-A9JL_T	KIRP	0.0134541306336798	0.0134541306336798	Other cancers
TCGA-2Z-A9JM_T	KIRP	0.0133039263356665	0.0133039263356665	Other cancers
TCGA-2Z-A9JN_T	KIRP	0.0140332387507009	0.0140332387507009	Other cancers
